Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,6697245,1648258515,237.0,250.0,237.0,248.5,13.5,4524
1,2020-01-03,6732871,1673198879,251.0,253.5,242.0,250.0,1.5,5029
2,2020-01-06,2144867,525948048,247.5,248.5,243.5,243.5,-6.5,1651
3,2020-01-07,4679799,1114327863,246.0,247.0,234.5,235.5,-8.0,3135
4,2020-01-08,3509637,833188440,233.5,240.5,232.0,237.0,1.5,2309
5,2020-01-09,4002214,980450430,239.0,248.5,238.0,246.0,9.0,2984
6,2020-01-10,2482186,612204442,245.0,249.5,243.0,248.0,2.0,1888
7,2020-01-13,5206221,1319586797,249.0,258.0,246.0,257.5,9.5,3852
8,2020-01-14,4914763,1273883380,257.0,261.5,256.0,261.5,4.0,3498
9,2020-01-15,2589282,663179628,260.0,261.0,253.5,254.0,-7.5,2211
10,2020-01-16,3367843,852397565,253.5,257.5,249.5,257.5,3.5,2615
11,2020-01-17,7821520,2082772240,261.0,273.5,261.0,262.0,4.5,5603
12,2020-01-20,2700700,708599338,266.0,267.0,260.0,260.5,-1.5,2263
13,2020-01-30,5782947,1443858521,254.5,256.0,244.5,245.0,-15.5,4169
14,2020-01-31,2967877,736212873,249.0,251.5,243.5,247.5,2.5,2299
0,2020-02-03,4396811,1061018274,241.5,243.5,238.5,243.5,-4.0,2773
1,2020-02-04,1841450,453171550,241.5,249.0,241.5,248.0,4.5,1400
2,2020-02-05,2944824,723063880,249.0,250.5,243.0,244.0,-4.0,2158
3,2020-02-06,6271960,1597337682,250.0,259.0,249.5,257.5,13.5,4414
4,2020-02-07,3851757,967339378,254.0,254.0,249.0,249.5,-8.0,2833
5,2020-02-10,2599649,638282469,243.0,249.0,243.0,245.0,-4.5,2202
6,2020-02-11,1644099,407942151,248.0,250.0,246.0,248.0,3.0,1395
7,2020-02-12,3249950,822802850,248.5,256.5,248.5,252.5,4.5,2432
8,2020-02-13,1742214,440544428,254.0,254.0,251.0,253.0,0.5,1421
9,2020-02-14,2465863,632890928,253.5,259.0,253.5,257.0,4.0,2066
10,2020-02-17,1548483,395802182,254.0,258.0,253.0,254.0,-3.0,1241
11,2020-02-18,1844718,465068936,253.0,255.5,249.0,252.0,-2.0,1362
12,2020-02-19,1507600,382803400,251.5,256.5,251.0,254.5,2.5,1142
13,2020-02-20,2212898,556128339,256.0,257.0,249.5,249.5,-5.0,1874
14,2020-02-21,1619956,399572642,249.0,249.5,245.0,245.5,-4.0,1188
15,2020-02-24,2746412,660206884,242.0,243.5,239.0,239.0,-6.5,1996
16,2020-02-25,3744857,891954237,236.5,242.0,234.0,239.0,0.0,2476
17,2020-02-26,4919986,1149990196,233.0,237.0,230.5,236.0,-3.0,3427
18,2020-02-27,5600994,1282283650,232.5,235.0,225.0,225.0,-11.0,3345
0,2020-03-02,6934998,1530392550,216.0,226.5,209.0,225.0,0.0,4168
1,2020-03-03,5976179,1370795741,230.0,230.5,226.5,228.5,3.5,2550
2,2020-03-04,3729071,851194759,228.5,231.0,223.5,229.0,0.5,2492
3,2020-03-05,3424924,808211488,233.5,238.0,232.0,237.5,8.5,2311
4,2020-03-06,3286581,777720697,235.0,238.5,235.0,236.0,-1.5,1803
5,2020-03-09,3406254,783716779,229.0,232.5,227.5,229.5,-6.5,2478
6,2020-03-10,3879147,888794663,227.0,231.0,227.0,228.0,-1.5,2281
7,2020-03-11,4738007,1079149096,227.5,230.0,225.0,225.0,-3.0,2945
8,2020-03-12,6824701,1428353529,221.0,221.5,203.0,205.0,-20.0,4198
9,2020-03-13,6903533,1341033387,186.0,203.5,185.0,201.5,-3.5,4304
10,2020-03-16,7348777,1425092576,198.0,201.0,187.0,187.0,-14.5,4835
11,2020-03-17,6141506,1148090104,181.0,192.5,180.0,184.5,-2.5,3633
12,2020-03-18,5435308,995527440,182.5,187.0,179.5,180.0,-4.5,3937
13,2020-03-19,8599024,1426436388,173.0,175.0,162.0,162.0,-18.0,4826
14,2020-03-20,6859117,1179963007,166.0,176.5,166.0,171.0,9.0,4650
15,2020-03-23,5843346,991734467,163.0,173.5,162.0,168.5,-2.5,2674
16,2020-03-24,5288915,944371870,175.0,182.0,174.5,178.0,9.5,3444
17,2020-03-25,5869967,1127262697,185.0,195.5,185.0,191.0,13.0,4189
18,2020-03-26,5385951,1073892095,197.5,205.0,191.5,201.0,10.0,3828
19,2020-03-27,7167736,1480803436,207.5,210.0,200.0,201.0,0.0,5465
20,2020-03-30,4308767,853736400,197.5,202.0,194.5,199.0,-2.0,2798
21,2020-03-31,9692777,2071475745,201.0,218.5,201.0,218.5,19.5,5772
0,2020-04-01,5583682,1201172766,217.0,220.5,210.0,213.0,-5.5,4089
1,2020-04-06,3424130,744518600,220.5,221.0,214.0,220.0,7.0,2703
2,2020-04-07,5036217,1110576318,221.0,224.5,218.5,219.5,-0.5,3716
3,2020-04-08,3505643,764444954,217.0,221.5,216.5,218.0,-1.5,2474
4,2020-04-09,3772017,821616723,218.0,221.5,215.0,219.0,1.0,2898
5,2020-04-10,1618217,354429806,221.0,222.0,217.0,217.5,-1.5,1131
6,2020-04-13,1948518,423025888,217.0,219.0,215.5,216.0,-1.5,1243
7,2020-04-14,4430936,990148728,219.0,226.5,218.5,223.0,7.0,3240
8,2020-04-15,2871136,645250660,225.5,227.5,222.0,224.5,1.5,2250
9,2020-04-16,3577420,804095536,224.0,227.0,221.0,222.5,-2.0,2230
10,2020-04-17,8672593,2014609674,227.5,238.5,226.5,230.5,8.0,5844
11,2020-04-20,4531182,1059386485,232.5,237.0,230.0,233.0,2.5,3426
12,2020-04-21,4157363,973848079,232.5,237.0,230.5,233.5,0.5,3238
13,2020-04-22,7030855,1672861555,236.0,241.0,232.5,241.0,7.5,5029
14,2020-04-23,4312348,1023448824,241.0,241.0,235.0,235.5,-5.5,3147
15,2020-04-24,3329654,778245549,234.0,237.5,231.5,231.5,-4.0,2469
16,2020-04-27,7131761,1706399118,237.5,243.0,236.0,236.0,4.5,4581
17,2020-04-28,4009130,951737310,239.5,241.0,235.5,236.5,0.5,2587
18,2020-04-29,6313917,1545812029,240.5,249.0,240.0,246.5,10.0,4790
19,2020-04-30,6834278,1738809564,251.0,258.0,249.0,257.5,11.0,4966
0,2020-05-04,10382327,2530018888,244.0,248.0,239.0,242.0,-15.5,7390
1,2020-05-05,4178297,1013496122,244.0,245.5,239.0,242.0,0.0,3033
2,2020-05-06,3190962,774613703,244.5,245.0,240.5,243.5,1.5,2359
3,2020-05-07,5717242,1428906000,246.0,254.0,246.0,249.5,6.0,4427
4,2020-05-08,4224875,1063149250,252.0,254.0,250.0,250.5,1.0,2883
5,2020-05-11,1895977,476137750,252.0,253.5,250.0,250.0,-0.5,1440
6,2020-05-12,3624795,893173070,252.0,252.0,243.5,244.0,-6.0,2817
7,2020-05-13,4114462,1021631462,242.0,251.5,242.0,251.5,7.5,3008
8,2020-05-14,2520079,629372513,251.5,253.5,246.0,246.0,-5.5,2142
9,2020-05-15,4792061,1168070006,248.0,250.0,237.0,245.5,-0.5,3691
10,2020-05-18,5391001,1348796250,248.0,253.0,242.0,250.0,4.5,3333
11,2020-05-19,10665099,2777848844,253.5,266.0,253.5,256.0,6.0,8213
12,2020-05-20,5811301,1491551954,258.5,261.5,252.0,255.5,-0.5,4257
13,2020-05-21,5339761,1387144360,256.5,261.5,256.5,260.5,5.0,3806
14,2020-05-22,6934133,1735097404,250.0,256.0,246.0,246.5,-14.0,4948
15,2020-05-25,5238811,1282094939,246.5,248.0,239.5,247.0,0.5,3704
16,2020-05-26,2708044,679942544,250.0,252.5,248.0,251.0,4.0,2113
17,2020-05-27,1563530,393880000,253.0,254.5,250.0,251.0,0.0,1384
18,2020-05-28,4503434,1148877868,255.0,256.5,253.0,254.5,3.5,3322
19,2020-05-29,7441792,1929810836,256.0,262.0,253.5,258.5,4.0,4426
0,2020-06-01,8738087,2346987903,263.0,272.0,263.0,269.5,11.0,5728
1,2020-06-02,6636535,1785176810,271.5,271.5,265.0,268.0,-1.5,4408
2,2020-06-03,2638115,704894090,271.0,271.0,265.5,266.0,-2.0,2016
3,2020-06-04,2871605,772505640,269.0,273.5,266.5,268.0,2.0,2056
