,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-07-01,6039155,1888898170,301.5,317.5,301.0,314.0,15.0,4726
1,2020-07-02,5310183,1695450511,319.5,326.0,315.0,317.0,3.0,4057
2,2020-07-03,7097551,2336440483,321.5,335.0,321.0,333.5,16.5,5226
3,2020-07-06,6004631,2072578350,341.0,350.5,338.5,350.0,16.5,4498
4,2020-07-07,7885255,2743356562,358.0,364.0,340.0,343.5,-6.5,6054
5,2020-07-08,5562656,1952657068,346.5,357.0,345.0,354.0,10.5,4309
6,2020-07-09,8905711,3276908244,362.0,377.5,358.0,367.5,13.5,6731
7,2020-07-10,5637809,2048248795,368.5,377.0,355.0,359.5,-8.0,4534
8,2020-07-13,4605479,1653799638,362.0,368.0,350.0,360.5,1.0,3577
9,2020-07-14,4394101,1563206355,359.0,359.0,353.0,355.0,-5.5,2890
10,2020-07-15,4405348,1558728800,359.0,364.0,348.0,350.0,-5.0,3084
11,2020-07-16,2752750,973283750,352.5,359.0,349.5,350.5,0.5,2115
12,2020-07-17,3535455,1223073065,353.0,354.5,341.0,342.5,-8.0,2669
13,2020-07-20,2976740,1029745740,344.5,351.0,337.0,351.0,8.5,2131
14,2020-07-21,4829363,1752812485,358.0,368.0,356.5,365.0,14.0,3725
15,2020-07-22,3720538,1370123229,370.0,371.5,364.0,368.5,3.5,2742
16,2020-07-23,3108293,1141407289,368.0,373.0,361.0,373.0,4.5,2469
17,2020-07-24,3916220,1435257732,370.0,372.0,360.5,360.5,-12.5,3069
18,2020-07-27,3282087,1200035081,361.0,371.0,360.5,365.0,4.5,2765
19,2020-07-28,4002997,1465535420,370.0,374.0,358.5,362.0,-3.0,3164
20,2020-07-29,1732879,625800198,358.0,365.5,357.0,362.0,0.0,1414
21,2020-07-30,2067998,757990766,365.0,369.0,363.0,367.0,5.0,1598
22,2020-07-31,5301644,1985081156,365.5,380.0,365.0,374.5,7.5,3994
