,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-05-03,2734786,1438563636,528.0,539.0,519.0,519.0,-13.0,3056
1,2021-05-04,3850274,1936013380,520.0,524.0,490.0,507.0,-12.0,3864
2,2021-05-05,2568279,1296280299,508.0,514.0,499.0,499.0,-8.0,2304
3,2021-05-06,3947680,1994071316,504.0,521.0,498.5,513.0,14.0,3136
4,2021-05-07,1882210,969448255,511.0,520.0,509.0,516.0,3.0,2065
5,2021-05-10,1494652,762951838,517.0,521.0,500.0,504.0,-12.0,1668
6,2021-05-11,4719723,2196775904,493.0,497.0,454.0,456.0,-48.0,6045
7,2021-05-12,5765389,2510823748,455.0,459.0,410.5,436.0,-20.0,5974
8,2021-05-13,5705258,2569967790,439.0,462.0,421.0,450.5,14.5,4975
9,2021-05-14,3138491,1432045797,451.0,466.0,449.0,451.5,1.0,2889
10,2021-05-17,2517132,1116286258,440.0,459.5,430.0,439.5,-12.0,2789
11,2021-05-18,3907126,1821073754,446.0,481.0,446.0,470.0,30.5,3776
12,2021-05-19,2534862,1164498521,463.0,475.0,453.5,455.5,-14.5,2755
13,2021-05-20,2044110,920796750,458.5,459.0,445.0,450.0,-5.5,1924
14,2021-05-21,2250359,1015815890,460.0,460.0,443.0,451.5,1.5,2063
15,2021-05-24,1940904,873282870,450.0,458.5,441.0,452.5,1.0,1974
16,2021-05-25,3942617,1838861101,457.0,474.5,454.0,469.0,16.5,3679
17,2021-05-26,3916872,1887880790,469.0,493.0,465.5,485.5,16.5,3913
18,2021-05-27,4874583,2372118730,484.0,489.5,477.0,489.5,4.0,2607
19,2021-05-28,2213532,1100534139,487.0,502.0,487.0,497.0,7.5,2490
20,2021-05-31,2224033,1109470755,499.0,504.0,490.0,499.0,2.0,2054
