,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-06-01,95442,688376,7.2,7.27,7.15,7.18,0.1,54
1,2020-06-02,100195,715472,7.1,7.2,7.1,7.2,0.02,33
2,2020-06-03,140499,1018739,7.15,7.32,7.13,7.31,0.11,73
3,2020-06-04,152939,1136453,7.36,7.6,7.35,7.37,0.06,80
4,2020-06-05,138724,1024766,7.32,7.46,7.3,7.44,0.07,48
5,2020-06-08,82675,609973,7.42,7.49,7.34,7.36,-0.08,47
6,2020-06-09,23199,170582,7.3,7.38,7.3,7.31,-0.05,16
7,2020-06-10,89041,654638,7.28,7.4,7.28,7.36,0.05,47
8,2020-06-11,120239,883604,7.36,7.4,7.28,7.32,-0.04,54
9,2020-06-12,234221,1715448,7.3,7.49,7.2,7.38,0.06,70
10,2020-06-15,300477,2250674,7.5,7.59,7.39,7.4,0.02,109
11,2020-06-16,98337,731551,7.4,7.54,7.4,7.42,0.02,51
12,2020-06-17,180048,1329974,7.5,7.5,7.28,7.42,0.0,67
13,2020-06-18,135001,993695,7.42,7.42,7.3,7.33,-0.09,47
14,2020-06-19,133053,973403,7.34,7.38,7.26,7.28,-0.05,48
15,2020-06-22,396594,2957654,7.38,7.59,7.34,7.55,0.27,160
16,2020-06-23,338877,2567042,7.67,7.71,7.46,7.48,-0.07,138
17,2020-06-24,161164,1207389,7.5,7.73,7.42,7.43,-0.05,81
18,2020-06-29,147322,1080350,7.21,7.47,7.21,7.39,-0.04,70
19,2020-06-30,130122,959807,7.39,7.44,7.3,7.37,-0.02,49
