Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,223001,1821754,8.24,8.28,8.11,8.11,-0.1,126
1,2020-01-03,324674,2616160,8.18,8.21,7.98,7.98,-0.13,162
2,2020-01-06,302020,2414390,7.97,8.08,7.9,8.03,0.05,141
3,2020-01-07,161663,1298849,8.17,8.17,7.95,8.0,-0.03,80
4,2020-01-08,213155,1703240,7.97,8.06,7.95,7.96,-0.04,96
5,2020-01-09,100375,802326,7.99,8.03,7.97,7.98,0.02,47
6,2020-01-10,176171,1407919,7.99,8.03,7.95,7.96,-0.02,64
7,2020-01-13,46667,373124,7.96,8.05,7.96,7.97,0.01,29
8,2020-01-14,407351,3300242,7.96,8.33,7.96,8.12,0.15,115
9,2020-01-15,152260,1220050,8.12,8.12,7.95,8.04,-0.08,71
10,2020-01-16,155357,1241526,8.04,8.04,7.95,8.03,-0.01,63
11,2020-01-17,113500,911390,8.0,8.12,8.0,8.01,-0.02,53
12,2020-01-20,106468,853784,8.01,8.04,8.0,8.04,0.03,41
13,2020-01-30,375490,2785586,7.55,7.56,7.26,7.3,-0.74,150
14,2020-01-31,219511,1598804,7.21,7.34,7.21,7.25,-0.05,78
0,2020-02-03,178049,1236097,7.03,7.03,6.84,6.91,-0.34,72
1,2020-02-04,175000,1227970,6.93,7.2,6.92,7.05,0.14,76
2,2020-02-05,113869,810158,7.1,7.15,7.05,7.12,0.07,57
3,2020-02-06,145676,1048435,7.16,7.27,7.16,7.19,0.07,62
4,2020-02-07,172061,1226990,7.2,7.2,7.1,7.1,-0.09,79
5,2020-02-10,184372,1295418,7.11,7.11,7.0,7.0,-0.1,79
6,2020-02-11,112667,792731,7.14,7.14,7.0,7.06,0.06,59
7,2020-02-12,54543,387334,7.06,7.14,7.06,7.12,0.06,35
8,2020-02-13,55319,393411,7.15,7.16,7.09,7.09,-0.03,34
9,2020-02-14,128900,918974,7.09,7.2,7.07,7.07,-0.02,42
10,2020-02-17,58074,409828,7.15,7.15,7.04,7.04,-0.03,34
11,2020-02-18,94500,668022,7.04,7.12,7.04,7.12,0.08,42
12,2020-02-19,149228,1076801,7.15,7.29,7.15,7.2,0.08,74
13,2020-02-20,154600,1100597,7.2,7.2,7.09,7.09,-0.11,69
14,2020-02-21,305599,2202651,7.09,7.37,7.05,7.27,0.18,133
15,2020-02-24,106411,764926,7.22,7.27,7.11,7.17,-0.1,52
16,2020-02-25,153732,1091446,7.1,7.15,7.06,7.15,-0.02,53
17,2020-02-26,135475,958209,7.14,7.14,7.05,7.05,-0.1,62
18,2020-02-27,90150,637801,7.09,7.14,7.03,7.03,-0.02,42
0,2020-03-02,62649,435353,7.0,7.04,6.91,7.04,0.01,29
1,2020-03-03,243707,1722049,7.02,7.1,7.02,7.05,0.01,46
2,2020-03-04,132389,923383,7.05,7.05,6.9,7.02,-0.03,66
3,2020-03-05,84501,594679,7.01,7.07,7.01,7.02,0.0,40
4,2020-03-06,158000,1092480,7.0,7.01,6.9,6.9,-0.12,66
5,2020-03-09,265000,1791530,6.86,6.9,6.65,6.65,-0.25,112
6,2020-03-10,169689,1078600,6.21,6.54,6.21,6.46,-0.19,92
7,2020-03-11,96311,631829,6.62,6.65,6.47,6.47,0.01,42
8,2020-03-12,318142,1938407,6.45,6.45,5.85,5.9,-0.57,119
9,2020-03-13,323683,1750646,5.5,5.6,5.31,5.5,-0.4,131
10,2020-03-16,169001,925405,5.47,5.56,5.36,5.44,-0.06,64
11,2020-03-17,256469,1278515,4.9,5.15,4.9,4.92,-0.52,118
12,2020-03-18,159004,796281,5.04,5.05,4.97,4.98,0.06,79
13,2020-03-19,527000,2379110,4.94,4.94,4.49,4.49,-0.49,130
14,2020-03-20,173205,814653,4.68,4.8,4.55,4.73,0.24,69
15,2020-03-23,132000,599150,4.5,4.6,4.43,4.54,-0.19,35
16,2020-03-24,427000,2050180,4.77,4.85,4.67,4.8,0.26,90
17,2020-03-25,387003,2018173,5.04,5.28,5.04,5.28,0.48,149
18,2020-03-26,599550,3428868,5.45,5.8,5.45,5.8,0.52,212
19,2020-03-27,586874,3699085,6.02,6.38,6.02,6.38,0.58,134
20,2020-03-30,1695710,11521754,6.42,7.01,6.41,7.01,0.63,397
21,2020-03-31,1402790,10404415,7.71,7.71,7.08,7.16,0.15,376
0,2020-04-01,847500,5838578,7.16,7.3,6.5,7.18,0.02,263
1,2020-04-06,720694,5193898,7.2,7.33,7.18,7.33,0.15,164
2,2020-04-07,969456,7623850,7.45,8.06,7.43,7.73,0.4,264
3,2020-04-08,840960,6552561,7.73,7.82,7.73,7.8,0.07,130
4,2020-04-09,297116,2203986,7.74,7.74,7.36,7.38,-0.42,130
5,2020-04-10,85629,646945,7.5,7.7,7.4,7.53,0.15,49
6,2020-04-13,114430,878573,7.65,7.7,7.65,7.66,0.13,57
7,2020-04-14,299000,2282810,7.69,7.73,7.55,7.65,-0.01,91
8,2020-04-15,259392,1997028,7.75,7.76,7.65,7.7,0.05,86
9,2020-04-16,185041,1411091,7.68,7.7,7.56,7.63,-0.07,77
10,2020-04-17,556048,4351729,7.65,8.25,7.46,7.66,0.03,209
11,2020-04-20,292061,2230319,7.7,7.7,7.58,7.58,-0.08,80
12,2020-04-21,273037,2048242,7.62,7.69,7.37,7.5,-0.08,133
13,2020-04-22,126107,943409,7.52,7.52,7.44,7.48,-0.02,48
14,2020-04-23,150000,1125770,7.48,7.69,7.48,7.5,0.02,51
15,2020-04-24,149205,1118567,7.5,7.57,7.43,7.5,0.0,48
16,2020-04-27,246198,1850943,7.5,7.57,7.46,7.5,0.0,87
17,2020-04-28,157641,1177263,7.51,7.53,7.41,7.42,-0.08,73
18,2020-04-29,213727,1585629,7.48,7.48,7.4,7.45,0.03,106
19,2020-04-30,139714,1035122,7.45,7.46,7.33,7.45,0.0,82
0,2020-05-04,86712,638176,7.44,7.44,7.28,7.4,-0.05,48
1,2020-05-05,124858,930398,7.4,7.49,7.4,7.45,0.05,50
2,2020-05-06,159499,1172290,7.45,7.5,7.27,7.36,-0.09,72
3,2020-05-07,93023,683866,7.22,7.38,7.22,7.34,-0.02,48
4,2020-05-08,126498,926824,7.55,7.67,7.25,7.29,-0.05,59
5,2020-05-11,110577,805938,7.22,7.32,7.22,7.3,0.01,49
6,2020-05-12,103226,743126,7.27,7.3,7.16,7.28,-0.02,46
7,2020-05-13,92379,659920,7.28,7.28,7.02,7.11,-0.17,57
8,2020-05-14,76286,544339,7.19,7.2,7.08,7.12,0.01,37
9,2020-05-15,77025,548816,7.17,7.2,7.05,7.08,-0.04,39
10,2020-05-18,118000,828970,7.04,7.09,7.0,7.01,-0.07,48
11,2020-05-19,57361,405707,7.06,7.1,7.06,7.07,0.06,36
12,2020-05-20,141503,994271,7.08,7.1,7.0,7.02,-0.05,60
13,2020-05-21,68223,482632,7.19,7.19,7.03,7.13,0.11,39
14,2020-05-22,41540,292530,7.06,7.07,7.02,7.02,-0.11,26
15,2020-05-25,73371,515859,7.04,7.06,6.98,6.98,-0.04,35
16,2020-05-26,113468,800526,6.98,7.12,6.98,7.07,0.09,52
17,2020-05-27,60249,422963,6.97,7.09,6.97,7.03,-0.04,29
18,2020-05-28,280454,1970208,7.18,7.18,7.0,7.03,0.0,41
19,2020-05-29,48360,342590,7.01,7.13,7.01,7.08,0.05,32
0,2020-06-01,95442,688376,7.2,7.27,7.15,7.18,0.1,54
1,2020-06-02,100195,715472,7.1,7.2,7.1,7.2,0.02,33
2,2020-06-03,140499,1018739,7.15,7.32,7.13,7.31,0.11,73
3,2020-06-04,152939,1136453,7.36,7.6,7.35,7.37,0.06,80
4,2020-06-05,138724,1024766,7.32,7.46,7.3,7.44,0.07,48
5,2020-06-08,82675,609973,7.42,7.49,7.34,7.36,-0.08,47
6,2020-06-09,23199,170582,7.3,7.38,7.3,7.31,-0.05,16
7,2020-06-10,89041,654638,7.28,7.4,7.28,7.36,0.05,47
8,2020-06-11,120239,883604,7.36,7.4,7.28,7.32,-0.04,54
9,2020-06-12,234221,1715448,7.3,7.49,7.2,7.38,0.06,70
10,2020-06-15,300477,2250674,7.5,7.59,7.39,7.4,0.02,109
11,2020-06-16,98337,731551,7.4,7.54,7.4,7.42,0.02,51
12,2020-06-17,180048,1329974,7.5,7.5,7.28,7.42,0.0,67
13,2020-06-18,135001,993695,7.42,7.42,7.3,7.33,-0.09,47
14,2020-06-19,133053,973403,7.34,7.38,7.26,7.28,-0.05,48
15,2020-06-22,396594,2957654,7.38,7.59,7.34,7.55,0.27,160
16,2020-06-23,338877,2567042,7.67,7.71,7.46,7.48,-0.07,138
17,2020-06-24,161164,1207389,7.5,7.73,7.42,7.43,-0.05,81
18,2020-06-29,147322,1080350,7.21,7.47,7.21,7.39,-0.04,70
19,2020-06-30,130122,959807,7.39,7.44,7.3,7.37,-0.02,49
0,2020-07-01,219257,1620909,7.37,7.48,7.37,7.42,0.05,74
1,2020-07-02,361096,2674802,7.32,7.5,7.31,7.5,0.08,116
2,2020-07-03,434868,3286374,7.51,7.62,7.48,7.6,0.1,157
3,2020-07-06,1886241,15360546,8.0,8.36,7.9,8.36,0.76,561
4,2020-07-07,1422517,12216200,8.8,8.8,8.36,8.49,0.13,475
5,2020-07-08,703305,5867617,8.5,8.56,8.0,8.45,-0.04,290
6,2020-07-09,337233,2823715,8.45,8.59,8.27,8.38,-0.07,159
7,2020-07-10,290076,2374179,8.38,8.38,8.12,8.23,-0.15,122
8,2020-07-13,1287773,11264855,8.25,9.05,8.25,9.05,0.82,361
9,2020-07-14,3313106,31805040,9.18,9.95,8.71,9.95,0.9,960
10,2020-07-15,2662461,26497893,10.0,10.5,9.6,9.77,-0.18,987
11,2020-07-16,784340,7578150,9.93,9.95,9.54,9.57,-0.2,306
12,2020-07-17,837761,7824411,9.58,9.8,9.07,9.3,-0.27,330
13,2020-07-20,557059,5029331,9.32,9.32,8.72,9.1,-0.2,225
14,2020-07-21,365832,3343113,9.1,9.25,9.05,9.1,0.0,179
15,2020-07-22,588490,5332274,9.1,9.4,8.87,9.22,0.12,217
16,2020-07-23,572222,5220970,9.19,9.19,9.04,9.14,-0.08,147
17,2020-07-24,659059,6032843,9.15,9.3,9.0,9.06,-0.08,214
18,2020-07-27,341864,3132410,9.15,9.34,9.07,9.08,0.02,157
19,2020-07-28,573870,5015352,9.15,9.15,8.55,8.87,-0.21,243
20,2020-07-29,353779,3074583,8.78,8.86,8.5,8.85,-0.02,161
21,2020-07-30,209511,1865431,8.8,9.0,8.8,8.92,0.07,123
22,2020-07-31,180453,1628257,8.92,9.17,8.92,9.04,0.12,101
0,2020-08-03,211849,1904621,9.04,9.04,8.91,9.03,-0.01,127
1,2020-08-04,163557,1469003,9.06,9.06,8.92,8.96,-0.07,98
2,2020-08-05,151165,1357697,8.98,9.05,8.95,8.99,0.03,88
3,2020-08-06,747856,6887401,9.19,9.46,9.04,9.31,0.32,367
4,2020-08-07,274917,2552602,9.45,9.45,9.17,9.3,-0.01,164
5,2020-08-10,264800,2459700,9.34,9.48,9.22,9.24,-0.06,135
6,2020-08-11,378235,3509572,9.26,9.39,9.19,9.19,-0.05,166
7,2020-08-12,280599,2579276,9.3,9.33,9.14,9.21,0.02,122
8,2020-08-13,224599,2065719,9.27,9.28,9.13,9.13,-0.08,87
9,2020-08-14,193617,1757803,9.17,9.18,9.01,9.06,-0.07,110
10,2020-08-17,287180,2582469,9.1,9.1,8.92,8.95,-0.11,131
11,2020-08-18,170830,1542280,8.95,9.2,8.95,9.06,0.11,75
12,2020-08-19,1909782,18568798,9.06,9.96,8.92,9.96,0.9,550
13,2020-08-20,4579800,47169894,9.96,10.95,9.0,10.95,0.99,1582
14,2020-08-21,3358487,35692229,10.4,11.35,10.2,10.55,-0.4,1243
15,2020-08-24,905873,9425903,10.35,10.7,10.25,10.3,-0.25,359
16,2020-08-25,1139504,11557606,10.3,10.5,9.64,9.9,-0.4,421
17,2020-08-26,997949,9718190,10.25,10.25,9.59,9.75,-0.15,411
18,2020-08-27,467599,4510798,9.8,9.8,9.55,9.73,-0.02,237
19,2020-08-28,1503232,15149747,9.73,10.6,9.54,10.4,0.67,611
20,2020-08-31,1048329,10818970,10.3,10.6,10.1,10.15,-0.25,494
0,2020-09-01,2900869,31414413,10.1,11.15,10.0,11.15,1.0,913
1,2020-09-02,5323360,61514654,11.0,12.2,10.8,11.95,0.8,1856
2,2020-09-03,4476026,54486696,11.85,12.8,11.5,12.0,0.05,1645
3,2020-09-04,2476635,29660150,11.65,12.3,11.55,11.95,-0.05,925
4,2020-09-07,1677607,19970887,12.0,12.3,11.7,11.7,-0.25,640
5,2020-09-08,1328711,15197851,11.8,11.95,11.0,11.5,-0.2,552
6,2020-09-09,468800,5302138,11.3,11.5,11.15,11.4,-0.1,220
7,2020-09-10,1128418,13453035,11.5,12.15,11.5,11.95,0.55,524
8,2020-09-11,1965849,23780888,12.4,12.4,11.85,12.1,0.15,691
9,2020-09-14,2332046,28762383,12.2,13.0,11.9,13.0,0.9,832
10,2020-09-15,4428025,59919718,13.1,14.0,12.9,13.55,0.55,1680
11,2020-09-16,2416399,33378876,13.55,14.2,13.55,13.7,0.15,1076
12,2020-09-17,1473787,20277235,13.7,14.0,13.4,13.75,0.05,650
13,2020-09-18,3337055,48415148,13.8,15.1,13.75,14.85,1.1,1319
14,2020-09-21,4990753,78003636,14.9,16.3,14.35,16.3,1.45,1749
15,2020-09-22,5300685,88344627,16.4,17.85,15.4,17.25,0.95,2316
16,2020-09-23,3274384,56215426,17.2,17.65,16.7,17.05,-0.2,1449
17,2020-09-24,3659903,58806698,17.0,17.05,15.35,16.0,-1.05,1620
18,2020-09-25,3331901,49558855,16.0,16.3,14.4,14.7,-1.3,1421
19,2020-09-28,1447998,21351520,14.7,15.25,14.2,14.6,-0.1,599
20,2020-09-29,1158700,16565512,15.0,15.1,13.8,13.95,-0.65,515
21,2020-09-30,1379700,19973476,13.95,14.95,13.55,14.65,0.7,602
0,2020-10-05,1462640,21937037,14.0,15.3,14.0,15.3,0.65,748
1,2020-10-06,1272287,19640282,15.35,15.85,15.0,15.2,-0.1,665
2,2020-10-07,768428,11540711,15.1,15.4,14.8,15.1,-0.1,375
3,2020-10-08,776540,11565291,15.15,15.2,14.7,14.9,-0.2,381
4,2020-10-12,1523409,23657496,15.5,16.0,15.2,15.5,0.6,716
5,2020-10-13,818966,12502135,15.55,15.85,15.0,15.15,-0.35,440
6,2020-10-14,3446554,55761987,15.25,16.65,15.15,16.65,1.5,1337
7,2020-10-15,4051373,67166499,16.55,17.55,15.7,16.85,0.2,1818
8,2020-10-16,1926152,31856868,16.9,16.9,16.2,16.35,-0.5,904
9,2020-10-19,1128605,18240415,16.45,16.5,15.75,16.0,-0.35,509
10,2020-10-20,904507,14483958,16.0,16.4,15.8,16.0,0.0,387
11,2020-10-21,636400,10118896,16.05,16.1,15.8,15.85,-0.15,282
12,2020-10-22,2968447,50000392,16.0,17.35,16.0,17.0,1.15,1490
13,2020-10-23,1524447,25708365,17.1,17.3,16.55,16.7,-0.3,853
14,2020-10-26,4563521,82411497,17.0,18.35,17.0,18.35,1.65,1845
15,2020-10-27,9356335,184707022,18.5,20.15,18.5,20.15,1.8,4532
16,2020-10-28,6279688,119114269,19.7,19.85,18.15,18.3,-1.85,3222
17,2020-10-29,3304257,57741363,17.3,18.5,16.55,17.95,-0.35,1892
18,2020-10-30,2101696,36788866,17.95,18.0,17.1,17.1,-0.85,1045
0,2020-11-02,1651055,27743388,17.1,17.5,16.2,17.5,0.4,926
1,2020-11-03,3728573,70131956,18.0,19.25,18.0,19.25,1.75,1931
2,2020-11-04,3199417,61238531,19.3,20.0,18.5,18.95,-0.3,1583
