,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-11-01,19699232,968090320,45.7,49.95,45.7,49.5,4.05,9734
1,2021-11-02,17293504,804924095,49.5,49.9,44.55,44.6,-4.9,11252
2,2021-11-03,3840651,172713469,45.3,45.6,44.15,44.75,0.15,2494
3,2021-11-04,2907154,128945402,45.25,45.25,43.7,44.15,-0.6,2061
4,2021-11-05,2226178,98067286,44.5,44.95,43.65,43.95,-0.2,1447
5,2021-11-08,2242791,98000129,44.05,44.5,43.15,43.35,-0.6,1514
6,2021-11-09,1998951,88088839,43.65,44.6,43.6,43.9,0.55,1316
7,2021-11-10,2053629,91476843,44.0,44.95,43.95,44.7,0.8,1492
8,2021-11-11,2121838,95185965,44.7,45.25,44.25,44.65,-0.05,1474
9,2021-11-12,3624518,165505560,45.15,46.25,45.0,45.55,0.9,2609
10,2021-11-15,6037305,283054625,46.65,47.45,46.15,47.0,1.45,4291
11,2021-11-16,7093160,332115966,47.3,48.6,45.5,45.55,-1.45,5431
12,2021-11-17,10028729,478322102,45.6,49.4,45.55,48.25,2.7,6126
13,2021-11-18,24112982,1201851324,48.45,52.9,46.85,49.0,0.75,13775
14,2021-11-19,11255967,547456633,48.95,49.9,47.6,48.15,-0.85,6767
15,2021-11-22,13834063,680710416,48.8,50.2,47.8,48.9,0.75,7525
16,2021-11-23,7204346,340704509,48.2,48.35,46.5,47.35,-1.55,4234
17,2021-11-24,13501831,654416314,47.15,49.2,47.05,49.2,1.85,7128
18,2021-11-25,9911967,485954823,49.4,50.7,47.7,48.8,-0.4,6753
19,2021-11-26,6575100,318903059,48.2,49.3,47.35,48.55,-0.25,4034
20,2021-11-29,7040888,332730056,47.5,48.6,45.2,47.8,-0.75,4699
21,2021-11-30,10481037,520540244,48.0,50.5,48.0,49.8,2.0,6229
