Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,325962,6591212,20.25,20.3,20.15,20.3,0.0,213
1,2020-01-03,471713,9456460,20.45,20.45,19.7,20.15,-0.15,289
2,2020-01-06,708373,13829884,19.7,19.85,19.4,19.4,-0.75,396
3,2020-01-07,457531,8762901,19.5,19.6,19.0,19.2,-0.2,285
4,2020-01-08,453351,8617172,18.9,19.4,18.75,18.9,-0.3,273
5,2020-01-09,298882,5764069,19.25,19.4,19.15,19.25,0.35,197
6,2020-01-10,175523,3391103,19.35,19.4,19.25,19.3,0.05,133
7,2020-01-13,257967,5036595,19.3,19.75,19.3,19.55,0.25,183
8,2020-01-14,323385,6262801,19.55,19.55,19.3,19.4,-0.15,229
9,2020-01-15,319618,6124090,19.4,19.45,19.0,19.25,-0.15,258
10,2020-01-16,221940,4237060,19.3,19.3,19.0,19.1,-0.15,194
11,2020-01-17,358330,6841672,19.15,19.3,18.9,19.1,0.0,211
12,2020-01-20,225998,4318812,19.05,19.35,19.05,19.05,-0.05,184
13,2020-01-30,1326772,23265356,17.6,18.0,17.15,17.5,-1.55,671
14,2020-01-31,423730,7458328,17.5,18.15,17.25,17.75,0.25,295
0,2020-02-03,699825,11751113,17.6,17.6,16.2,16.9,-0.85,431
1,2020-02-04,242654,4189952,16.95,17.35,16.95,17.25,0.35,164
2,2020-02-05,275678,4806649,17.6,17.6,17.3,17.35,0.1,154
3,2020-02-06,214644,3770466,17.7,17.75,17.4,17.6,0.25,153
4,2020-02-07,312765,5405330,17.5,17.55,17.15,17.2,-0.4,211
5,2020-02-10,173989,2954263,17.15,17.15,16.85,17.0,-0.2,138
6,2020-02-11,376899,6662854,17.2,18.0,17.2,18.0,1.0,291
7,2020-02-12,479238,8785885,18.5,18.55,18.1,18.1,0.1,328
8,2020-02-13,217138,3955628,18.1,18.4,18.0,18.05,-0.05,177
9,2020-02-14,406731,7502578,18.05,18.7,18.05,18.6,0.55,293
10,2020-02-17,4847766,97771418,19.4,20.45,19.2,20.45,1.85,2172
11,2020-02-18,10717935,229185033,20.1,22.45,20.1,21.6,1.15,4980
12,2020-02-19,8398855,182711408,21.55,22.45,21.1,21.9,0.3,4277
13,2020-02-20,4414109,95705897,21.9,22.3,21.1,21.4,-0.5,2155
14,2020-02-21,14217031,326631491,21.8,23.5,21.55,23.5,2.1,5911
15,2020-02-24,24664677,606160463,24.0,25.8,23.7,25.5,2.0,10859
16,2020-02-25,20312849,533769620,25.0,27.8,24.2,27.6,2.1,11154
17,2020-02-26,35876565,1028198523,27.3,29.95,27.2,27.7,0.1,17650
18,2020-02-27,23020078,626816458,28.0,28.65,25.25,27.0,-0.7,11251
0,2020-03-02,28636411,822356963,27.65,29.7,27.3,29.7,2.7,12320
1,2020-03-03,22537390,672344175,30.0,30.65,28.85,29.8,0.1,10599
2,2020-03-04,11399290,340580801,30.35,30.4,29.3,29.8,0.0,5250
3,2020-03-05,7908077,234569627,30.35,30.35,29.2,29.4,-0.4,3963
4,2020-03-06,11783793,347670086,29.6,30.25,28.2,28.2,-1.2,5684
5,2020-03-09,13555632,387101344,27.65,29.4,27.1,28.2,0.0,6913
6,2020-03-10,33674720,1011760998,28.3,31.0,28.3,30.6,2.4,14131
7,2020-03-11,21392200,632449798,30.6,30.9,27.8,28.4,-2.2,10357
8,2020-03-12,16801004,454067785,28.6,28.7,25.65,26.2,-2.2,7273
9,2020-03-13,14572141,357812325,24.55,26.2,23.65,25.8,-0.4,6934
10,2020-03-16,10747584,266350515,25.95,26.5,23.25,23.25,-2.55,5627
11,2020-03-17,11430705,266830240,22.1,24.2,21.65,23.35,0.1,5667
12,2020-03-18,8665494,196081182,24.2,24.2,21.05,21.05,-2.3,4651
13,2020-03-19,5521971,108075375,20.1,20.7,18.95,18.95,-2.1,2199
14,2020-03-20,10805268,214006503,19.65,20.55,18.95,18.95,0.0,5123
15,2020-03-23,5112070,88280440,17.55,17.8,17.1,17.15,-1.8,2211
16,2020-03-24,4468908,81434783,17.9,18.6,17.7,18.5,1.35,2276
17,2020-03-25,9039911,180803831,19.35,20.35,19.15,20.2,1.7,3624
18,2020-03-26,5205290,103369140,20.15,20.9,19.15,20.9,0.7,2390
19,2020-03-27,6470607,135964999,21.5,21.85,20.2,20.2,-0.7,3088
20,2020-03-30,3222175,64197227,19.35,20.65,19.15,20.2,0.0,1561
21,2020-03-31,3448066,69975817,20.55,20.9,19.8,20.0,-0.2,1682
0,2020-04-01,3904849,78046863,19.95,20.25,19.8,19.9,-0.1,1723
1,2020-04-06,2859795,57552469,20.15,20.5,19.6,20.25,0.35,1516
2,2020-04-07,7898565,170568209,20.8,22.25,20.55,22.25,2.0,3317
3,2020-04-08,10512656,251171309,23.0,24.45,22.65,24.45,2.2,4225
4,2020-04-09,14156721,345378867,24.9,25.5,23.2,23.3,-1.15,6526
5,2020-04-10,14655011,359938500,24.0,25.3,23.5,24.9,1.6,6895
6,2020-04-13,7646216,189223034,25.3,25.6,24.0,24.0,-0.9,3815
7,2020-04-14,3870703,94178138,24.65,24.8,24.05,24.15,0.15,1989
8,2020-04-15,10151803,255795091,24.9,25.95,24.3,24.3,0.15,5083
9,2020-04-16,8005000,200094635,24.3,25.5,24.15,24.7,0.4,3650
10,2020-04-17,6517421,161376396,25.4,25.65,24.1,24.8,0.1,3021
11,2020-04-20,5060218,124857306,25.05,25.3,24.35,24.5,-0.3,2746
12,2020-04-21,10966257,253760108,24.25,24.3,22.25,22.4,-2.1,5038
13,2020-04-22,5140369,116079076,22.1,23.3,21.5,23.15,0.75,2750
14,2020-04-23,3706583,85675509,23.15,23.6,22.7,23.0,-0.15,1835
15,2020-04-24,2763833,64234637,23.0,23.65,22.8,23.05,0.05,1529
16,2020-04-27,8891389,216564925,23.5,25.1,23.3,24.5,1.45,4299
17,2020-04-28,11259191,284890065,24.75,26.1,24.5,24.9,0.4,5041
18,2020-04-29,6920671,170182076,25.0,25.4,24.1,24.6,-0.3,3434
19,2020-04-30,6046342,150692373,25.1,25.45,24.5,24.55,-0.05,2828
0,2020-05-04,3169077,76060393,23.7,24.3,23.6,24.1,-0.45,1557
1,2020-05-05,2850818,69064196,24.5,24.7,23.85,24.1,0.0,1461
2,2020-05-06,7987061,198346884,24.45,25.4,24.0,24.75,0.65,3746
3,2020-05-07,13512012,345968023,25.1,26.3,25.0,25.15,0.4,6319
4,2020-05-08,6440244,159966710,25.45,25.8,24.25,24.85,-0.3,2950
5,2020-05-11,9252968,247428111,25.8,27.3,25.7,27.3,2.45,3556
6,2020-05-12,47006580,1360112342,28.0,30.0,27.7,29.3,2.0,20039
7,2020-05-13,19045681,559529919,29.45,29.9,28.7,29.6,0.3,8546
8,2020-05-14,15157073,441923112,29.6,30.5,27.75,27.9,-1.7,7276
9,2020-05-15,8941000,250851350,28.6,28.95,26.8,28.1,0.2,4171
10,2020-05-18,7863752,210762818,27.4,27.6,26.0,26.3,-1.8,3876
11,2020-05-19,10708010,294936777,27.5,28.9,26.1,28.9,2.6,5331
12,2020-05-20,16321414,473016085,28.7,29.95,27.8,27.8,-1.1,7962
13,2020-05-21,18379815,541598761,27.85,30.25,27.85,29.8,2.0,8712
14,2020-05-22,15905236,473026554,29.4,30.7,28.6,28.95,-0.85,7715
15,2020-05-25,24885751,764295495,29.2,31.8,29.05,31.5,2.55,11557
16,2020-05-26,13018235,400127690,31.45,31.5,30.1,30.5,-1.0,6322
17,2020-05-27,8554824,262605801,31.0,31.4,30.1,30.1,-0.4,4104
18,2020-05-28,18209798,555212985,30.85,32.0,28.85,29.15,-0.95,9134
19,2020-05-29,7392841,219334260,28.95,30.05,28.95,29.95,0.8,4077
0,2020-06-01,5358829,160390648,29.95,30.4,29.55,29.75,-0.2,2543
1,2020-06-02,8999038,273811114,29.9,31.15,29.6,29.85,0.1,4590
2,2020-06-03,4547359,136146411,30.3,30.6,29.6,29.8,-0.05,2139
3,2020-06-04,9341513,283691813,30.2,30.9,29.85,30.3,0.5,4366
4,2020-06-05,27762208,889326322,30.5,33.3,30.2,32.0,1.7,12681
5,2020-06-08,19704667,641391196,32.4,33.45,31.55,31.8,-0.2,9345
6,2020-06-09,7184881,226253775,32.0,32.2,30.7,30.9,-0.9,3633
7,2020-06-10,5143204,158340255,30.9,31.5,30.2,30.5,-0.4,2703
8,2020-06-11,15061871,470931847,31.25,32.5,30.25,30.65,0.15,7370
9,2020-06-12,9793850,285935237,28.7,29.8,28.6,29.55,-1.1,4548
10,2020-06-15,11101829,315426090,29.5,29.55,27.45,27.6,-1.95,5561
