,Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
0,2020-01-02,325962,6591212,20.25,20.3,20.15,20.3,0.0,213,0.0,0.0,0.0,0.0,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,471713,9456460,20.45,20.45,19.7,20.15,-0.15,289,0.0,0.0,0.0,0.0,20.21875,20.222115384615382,-0.003365384615381828,-0.001869658119656571,-0.0014957264957252568,0.0,0.0,0.0,0.0
2,2020-01-06,708373,13829884,19.7,19.85,19.4,19.4,-0.75,396,0.0,0.0,0.0,0.0,19.89919168591224,19.926737309019217,-0.0275456231069775,-0.012392594589870064,-0.015153028517107437,0.0,0.0,0.0,0.0
3,2020-01-07,457531,8762901,19.5,19.6,19.0,19.2,-0.2,285,0.0,0.0,0.0,0.0,19.678484195402298,19.723573315532324,-0.04508912013002586,-0.023468653377185712,-0.02162046675284015,0.0,0.0,0.0,0.0
4,2020-01-08,453351,8617172,18.9,19.4,18.75,18.9,-0.3,273,19.589999999999996,0.0,0.0,0.0,19.466972821795835,19.53258326675077,-0.06561044495493462,-0.0360048836180677,-0.02960556133686692,-0.03522205206738121,0.0,0.0,0.0
5,2020-01-09,298882,5764069,19.25,19.4,19.15,19.25,0.35,197,19.380000000000003,0.0,0.0,0.0,19.41423701120171,19.475984092223875,-0.06174708102216542,-0.042982450353066866,-0.018764630669098552,-0.00670794633642944,0.0,0.0,0.0
6,2020-01-10,175523,3391103,19.35,19.4,19.25,19.3,0.05,133,19.21,0.0,0.0,0.0,19.388745421836852,19.44468623369921,-0.055940811862356554,-0.04626186595344022,-0.009678945908916332,0.004685059864653818,0.0,0.0,0.0
7,2020-01-13,257967,5036595,19.3,19.75,19.3,19.55,0.25,183,19.240000000000002,0.0,0.0,0.0,19.422396766865567,19.461654890949074,-0.039258124083506374,-0.044578735076700064,0.00532061099319369,0.016112266112266044,0.0,0.0,0.0
8,2020-01-14,323385,6262801,19.55,19.55,19.3,19.4,-0.15,229,19.28,0.0,0.0,0.0,19.417965889212017,19.45251628260448,-0.034550393392464684,-0.04226213839678205,0.007711745004317365,0.006224066390041361,0.0,0.0,0.0
9,2020-01-15,319618,6124090,19.4,19.45,19.0,19.25,-0.15,258,19.35,0.0,0.0,0.0,19.386136418485343,19.42457100663284,-0.038434588147495674,-0.04140454495195486,0.0029699568044591826,-0.005167958656330822,0.0,0.0,0.0
10,2020-01-16,221940,4237060,19.3,19.3,19.0,19.1,-0.15,194,19.32,0.0,0.0,0.0,19.33378035313888,19.382474044248315,-0.04869369110943467,-0.04299936848149625,-0.005694322627938418,-0.011387163561076545,0.0,0.0,0.0
11,2020-01-17,358330,6841672,19.15,19.3,18.9,19.1,0.0,211,19.28,0.0,0.0,0.0,19.292214973818858,19.347767657135115,-0.0555526833162574,-0.045695294042306565,-0.009857389273950835,-0.009336099585062225,0.0,0.0,0.0
12,2020-01-20,225998,4318812,19.05,19.35,19.05,19.05,-0.05,184,19.18,0.0,0.0,0.0,19.250157252742266,19.31288422981115,-0.06272697706888408,-0.04929978990318752,-0.01342718716569656,-0.006777893639207456,0.0,0.0,0.0
13,2020-01-30,1326772,23265356,17.6,18.0,17.15,17.5,-1.55,671,18.8,0.0,0.0,0.0,18.95216135198521,19.109275756091414,-0.1571144041062027,-0.07185468763663971,-0.08525971646956298,-0.0691489361702128,0.0,0.0,0.0
14,2020-01-31,423730,7458328,17.5,18.15,17.25,17.75,0.25,295,18.5,0.0,0.0,0.0,18.750778745243547,18.962235415325928,-0.21145667008238078,-0.10079326997448601,-0.11066340010789477,-0.04054054054054054,0.0,0.0,0.0
15,2020-02-03,699825,11751113,17.6,17.6,16.2,16.9,-0.85,431,18.06,0.0,0.0,0.0,18.444922965025434,18.746508650023284,-0.30158568499784977,-0.14211485211625907,-0.1594708328815907,-0.06423034330011075,0.0,0.0,0.0
