,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-12-01,47966991,3638455009,72.8,78.2,72.6,76.9,4.5,23108
1,2020-12-02,58006301,4700685262,79.1,83.0,78.5,81.5,4.6,30455
2,2020-12-03,38152844,3196496936,84.0,85.0,82.5,83.8,2.3,19012
3,2020-12-04,52113257,4574782207,86.4,89.5,86.0,87.6,3.8,25259
4,2020-12-07,36695915,3263271544,88.7,90.8,87.5,88.3,0.7,18734
5,2020-12-08,22617770,1978485632,86.3,88.8,85.5,88.0,-0.3,12535
6,2020-12-09,28642340,2590262037,88.9,92.0,88.2,91.9,3.9,14410
7,2020-12-10,21002963,1870870537,90.3,90.4,88.0,88.3,-3.6,11654
8,2020-12-11,33248598,2822367235,87.5,87.9,82.9,85.3,-3.0,17413
9,2020-12-14,12022129,1021465996,84.3,85.8,83.0,85.3,0.0,7260
10,2020-12-15,13583394,1155381367,85.0,87.0,83.8,84.1,-1.2,7305
11,2020-12-16,13461924,1161253704,85.5,86.8,85.5,85.8,1.7,7924
12,2020-12-17,12317291,1067832137,86.3,88.1,85.7,85.7,-0.1,6856
13,2020-12-18,7558784,647426864,86.3,87.2,84.8,84.8,-0.9,4042
14,2020-12-21,17272199,1462264616,86.4,86.5,83.8,84.2,-0.6,8491
15,2020-12-22,23263371,1926078069,84.2,85.0,80.4,81.2,-3.0,12961
16,2020-12-23,15011725,1227053929,81.2,83.2,80.1,83.0,1.8,7553
17,2020-12-24,15089320,1282418920,83.7,86.4,83.3,85.3,2.3,8785
18,2020-12-25,11690574,991439145,85.6,86.4,83.3,84.0,-1.3,7644
19,2020-12-28,26868484,2362748574,84.8,89.7,84.0,89.1,5.1,15652
20,2020-12-29,17741594,1546407506,89.0,89.1,86.1,87.0,-2.1,9478
21,2020-12-30,15862043,1385651694,87.5,88.7,86.5,87.3,0.3,10122
22,2020-12-31,11159667,968191394,88.0,88.2,85.7,86.8,-0.5,6748
