,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-04-01,65107167,6434258729,96.4,100.5,96.2,100.5,8.6,31384
1,2021-04-06,42435207,4166866090,101.0,101.5,96.9,97.3,-3.2,21929
2,2021-04-07,19005927,1848222890,98.1,98.8,96.2,97.1,-0.2,11562
3,2021-04-08,16086347,1575004671,97.5,98.6,96.4,98.3,1.2,8953
4,2021-04-09,44341541,4487714779,98.7,105.0,97.0,102.5,4.2,23001
5,2021-04-12,41503543,4153609911,105.0,105.0,98.5,99.1,-3.4,21579
6,2021-04-13,29225603,2969613759,100.5,104.0,99.0,100.0,0.9,15365
7,2021-04-14,24771757,2472682946,101.5,103.0,97.1,99.7,-0.3,14311
8,2021-04-15,12822854,1269894717,100.5,100.5,98.2,99.0,-0.7,8001
9,2021-04-16,13002201,1290222181,99.4,100.5,98.1,98.7,-0.3,7242
10,2021-04-19,11645751,1165919124,99.8,101.5,99.1,99.4,0.7,6973
11,2021-04-20,17063063,1713955719,100.5,102.0,99.5,99.7,0.3,9633
12,2021-04-21,22268553,2202560493,100.5,101.5,98.0,98.3,-1.4,13889
13,2021-04-22,35697151,3396346855,98.7,99.0,92.2,93.4,-4.9,22322
14,2021-04-23,19883526,1857313720,93.7,94.8,92.5,94.4,1.0,11533
15,2021-04-26,14575576,1392534933,94.9,96.4,94.5,95.9,1.5,8711
16,2021-04-27,14297969,1349724472,96.2,96.3,93.4,94.0,-1.9,8670
17,2021-04-28,11834461,1117843730,94.7,95.7,93.6,94.4,0.4,6290
18,2021-04-29,17254789,1596851892,94.0,94.6,91.6,91.6,-2.8,10113
