,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,15943494,1076779566,66.5,68.5,66.3,68.1,1.7,7682
2021-09-02,2021-09-02,10469861,699596407,68.1,68.1,66.0,66.2,-1.9,6096
2021-09-03,2021-09-03,9974783,660267660,66.8,66.9,65.8,66.0,-0.2,5183
2021-09-06,2021-09-06,13380267,897236126,66.9,67.8,66.2,66.4,0.4,6565
2021-09-07,2021-09-07,10825756,709546353,67.0,67.0,65.1,65.2,-1.2,5814
2021-09-08,2021-09-08,12858185,825316559,65.2,65.4,63.8,64.3,-0.9,7189
2021-09-09,2021-09-09,7371987,478390432,64.0,65.6,63.7,65.6,1.3,4036
2021-09-10,2021-09-10,9874993,655145702,65.8,67.0,64.8,66.8,1.2,5682
2021-09-13,2021-09-13,7306027,483862279,67.0,67.3,65.8,65.8,-1.0,4070
2021-09-14,2021-09-14,8389829,554870709,66.2,66.9,65.6,66.2,0.4,3738
2021-09-15,2021-09-15,17189060,1108924397,65.3,66.0,64.0,64.0,-2.2,9407
2021-09-16,2021-09-16,6504393,417915560,64.3,64.7,63.9,64.6,0.6,3088
2021-09-17,2021-09-17,9003620,582148201,64.7,64.9,64.0,64.9,0.3,2867
