,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-06-01,284000,12922150,45.15,45.75,45.15,45.55,0.6,193
1,2020-06-02,677000,31153400,45.8,46.4,45.55,46.15,0.6,413
2,2020-06-03,1326628,67188287,50.6,50.7,49.0,50.7,4.55,528
3,2020-06-04,5151093,276009252,55.5,55.5,51.7,53.4,2.7,2895
4,2020-06-05,1710260,90354261,53.4,54.0,51.9,52.9,-0.5,1197
5,2020-06-08,1056625,55249711,53.1,53.3,51.7,51.7,-1.2,635
6,2020-06-09,945210,49639983,52.2,53.6,51.5,52.3,0.6,618
7,2020-06-10,604251,31412026,52.5,52.5,51.4,52.3,0.0,431
8,2020-06-11,1045050,53425725,53.0,53.3,49.8,49.85,-2.45,719
9,2020-06-12,730677,35359626,47.6,49.7,46.65,49.55,-0.3,511
10,2020-06-15,319005,15659855,49.6,49.7,48.75,48.75,-0.8,246
11,2020-06-16,684000,34290150,49.25,50.7,49.1,50.2,1.45,380
12,2020-06-17,643000,31778500,50.2,50.4,49.1,49.2,-1.0,409
13,2020-06-18,931250,45110749,49.15,49.2,47.9,48.45,-0.75,615
14,2020-06-19,710048,34512096,48.75,49.2,48.25,48.8,0.35,431
15,2020-06-22,579040,28210314,48.5,49.5,48.2,48.85,0.05,365
16,2020-06-23,366000,17738550,48.85,49.2,48.1,48.6,-0.25,262
17,2020-06-24,806200,38998950,49.0,49.1,47.8,48.45,-0.15,505
18,2020-06-29,578165,27670035,47.95,48.7,47.6,47.7,-0.75,416
19,2020-06-30,450000,21631550,48.3,48.5,47.7,48.25,0.55,302
