,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-03-02,163944936,8886052113,55.3,55.6,52.7,52.7,-1.5,66557
1,2021-03-03,285125555,14695725693,52.0,52.7,50.6,51.9,-0.8,108544
2,2021-03-04,384755859,19161684715,50.2,50.8,49.0,49.05,-2.85,165635
3,2021-03-05,349619577,16539986973,46.8,48.2,46.35,47.05,-2.0,129272
4,2021-03-08,212695318,10020048790,47.95,48.1,46.05,46.1,-0.95,77443
5,2021-03-09,264755904,12111158071,45.5,46.7,44.9,46.35,0.25,95566
6,2021-03-10,192335820,9015477148,47.2,47.35,46.35,46.55,0.2,63449
7,2021-03-11,240352456,11604114336,47.0,49.1,46.85,48.65,2.1,83168
8,2021-03-12,183940008,9095604865,49.25,50.1,49.1,49.1,0.45,69297
9,2021-03-15,102039877,4930336965,49.0,49.05,48.1,48.15,-0.95,41308
10,2021-03-16,111862572,5413642494,48.5,49.15,47.9,48.3,0.15,41013
11,2021-03-17,113793428,5463143398,48.45,48.5,47.65,48.0,-0.3,46264
12,2021-03-18,160016239,7630425006,48.0,48.45,47.0,47.05,-0.95,64727
13,2021-03-19,185889345,8578944884,46.1,46.55,45.5,46.05,-1.0,60464
14,2021-03-22,175443002,8337044384,46.1,48.3,45.9,48.2,2.15,63551
15,2021-03-23,175622299,8597705713,48.95,49.65,48.5,48.5,0.3,65471
16,2021-03-24,122860580,5816711940,47.85,48.05,47.15,47.15,-1.35,45402
17,2021-03-25,163386842,7851807861,47.0,48.75,46.75,48.65,1.5,59283
18,2021-03-26,222732393,11090564085,49.75,50.0,49.35,49.75,1.1,82381
19,2021-03-29,157066163,7875921270,50.6,51.0,49.3,49.35,-0.4,62002
20,2021-03-30,168086685,8406681205,49.55,50.7,48.8,50.6,1.25,63452
21,2021-03-31,184404989,9321593685,50.1,51.2,49.8,50.2,-0.4,55893
