,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-08-03,366890778,8644933478,22.5,24.4,22.4,23.8,1.45,79802
1,2020-08-04,317880374,7884882133,25.2,25.8,24.3,24.55,0.75,81728
2,2020-08-05,274027185,6818235492,24.45,25.6,24.0,24.9,0.35,67320
3,2020-08-06,369199737,9673673583,25.5,26.85,25.3,26.6,1.7,91897
4,2020-08-07,334380253,8738031328,27.0,27.4,25.45,25.6,-1.0,88758
5,2020-08-10,187635317,4798096469,25.25,26.2,24.95,25.3,-0.3,43211
6,2020-08-11,144853117,3680120720,25.5,25.9,25.0,25.0,-0.3,36316
7,2020-08-12,207439232,5000394023,24.75,24.8,23.85,23.95,-1.05,51243
8,2020-08-13,153054743,3678002185,24.45,24.7,23.6,23.75,-0.2,34865
9,2020-08-14,120344792,2816094882,23.3,23.75,23.1,23.55,-0.2,30927
10,2020-08-17,139404132,3367489212,23.7,24.5,23.65,24.15,0.6,30022
11,2020-08-18,139974521,3389475864,24.4,24.6,23.8,24.1,-0.05,33165
12,2020-08-19,114113905,2711532759,24.45,24.45,23.3,23.4,-0.7,29914
13,2020-08-20,202244929,4474852114,22.8,23.1,21.25,21.8,-1.6,46047
14,2020-08-21,159091172,3510550694,22.45,22.75,21.7,21.8,0.0,45775
15,2020-08-24,120357007,2696567575,21.95,22.7,21.9,22.6,0.8,26734
16,2020-08-25,102738857,2287098516,22.75,22.8,22.0,22.15,-0.45,24600
17,2020-08-26,73886072,1631117715,22.0,22.35,21.65,22.35,0.2,16899
18,2020-08-27,84525878,1869723650,22.5,22.65,21.85,21.95,-0.4,18633
19,2020-08-28,69220042,1512997300,21.8,22.2,21.6,21.9,-0.05,17086
20,2020-08-31,126184719,2711617454,22.1,22.15,21.2,21.2,-0.7,18698
