,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,259821175,16598177753,62.8,64.5,62.6,64.1,1.0,96807
2021-09-02,2021-09-02,420645040,27496843467,65.0,67.0,64.0,64.0,-0.1,156279
2021-09-03,2021-09-03,638063034,43390185703,65.5,70.0,65.4,70.0,6.0,228700
2021-09-06,2021-09-06,583661231,40902840347,69.1,72.0,68.3,69.9,-0.1,225730
2021-09-07,2021-09-07,330249196,22635837603,70.1,70.6,67.6,68.2,-1.7,132245
2021-09-08,2021-09-08,371885112,24660663857,67.1,67.9,65.1,65.8,-2.4,154978
2021-09-09,2021-09-09,280520696,18807104182,65.3,67.9,65.1,67.5,1.7,108577
2021-09-10,2021-09-10,212753216,14505749534,67.4,69.0,67.2,68.2,0.7,85294
2021-09-13,2021-09-13,164864791,11125814895,68.3,68.9,66.8,66.8,-1.4,72951
2021-09-14,2021-09-14,157499816,10448160310,67.0,67.3,65.6,66.0,-0.8,68454
2021-09-15,2021-09-15,105174181,6936180065,66.2,66.5,65.5,65.6,-0.4,44576
2021-09-16,2021-09-16,141524687,9420005650,66.2,67.5,65.8,66.2,0.6,56182
2021-09-17,2021-09-17,169502998,11207197784,66.2,67.2,65.5,65.6,-0.6,58757
