Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,32937461,544863192,16.45,16.65,16.4,16.55,0.1,5382
1,2020-01-03,48588354,792990409,16.55,16.55,16.15,16.3,-0.25,9541
2,2020-01-06,44790472,719002202,16.05,16.15,15.95,16.05,-0.25,5041
3,2020-01-07,39718117,633334895,16.05,16.15,15.8,16.0,-0.05,7401
4,2020-01-08,60494690,954618728,15.85,15.9,15.65,15.75,-0.25,9368
5,2020-01-09,43816080,704460863,15.85,16.15,15.85,16.05,0.3,7346
6,2020-01-10,32386886,521334693,16.2,16.25,15.85,16.15,0.1,5239
7,2020-01-13,23989283,386198437,16.15,16.2,16.05,16.05,-0.1,4260
8,2020-01-14,61290528,997160931,16.1,16.4,16.05,16.25,0.2,9826
9,2020-01-15,36473736,592044792,16.3,16.4,16.1,16.15,-0.1,7113
10,2020-01-16,27867646,447303962,16.2,16.2,16.0,16.15,0.0,5258
11,2020-01-17,28877214,462551691,16.15,16.15,15.95,16.0,-0.15,4528
12,2020-01-20,31117744,498489704,15.85,16.15,15.85,16.05,0.05,5326
13,2020-01-30,137855301,2092322215,15.5,15.55,14.95,15.1,-0.95,15447
14,2020-01-31,68549345,1027195504,15.05,15.2,14.8,14.9,-0.2,8733
0,2020-02-03,75652825,1102172270,14.45,15.0,14.15,15.0,0.1,8488
1,2020-02-04,70790085,1072651052,15.0,15.3,14.9,15.2,0.2,8638
2,2020-02-05,77032246,1194091132,15.25,15.7,15.25,15.5,0.3,12981
3,2020-02-06,157712052,2541901176,15.8,16.35,15.75,16.25,0.75,15950
4,2020-02-07,80109163,1308858525,16.2,16.5,16.15,16.35,0.1,11177
5,2020-02-10,44206055,722024768,16.15,16.55,16.0,16.4,0.05,8851
6,2020-02-11,84802688,1418808521,16.55,16.9,16.5,16.7,0.3,10797
7,2020-02-12,79548774,1338051389,16.65,16.95,16.6,16.9,0.2,13223
8,2020-02-13,73179317,1236884767,17.0,17.15,16.65,16.85,-0.05,12391
9,2020-02-14,43506095,721482510,16.6,16.7,16.5,16.5,-0.35,7526
10,2020-02-17,40030219,658937270,16.5,16.55,16.35,16.4,-0.1,5838
11,2020-02-18,44154247,716631239,16.4,16.4,16.1,16.15,-0.25,9586
12,2020-02-19,30092840,485861725,16.1,16.25,16.05,16.1,-0.05,8092
13,2020-02-20,43133196,701982634,16.25,16.5,16.1,16.3,0.2,7680
14,2020-02-21,26572971,427649593,16.15,16.25,16.0,16.05,-0.25,4843
15,2020-02-24,48434882,767932178,15.9,15.95,15.8,15.8,-0.25,7108
16,2020-02-25,39151580,621216044,15.6,16.1,15.6,15.9,0.1,6304
17,2020-02-26,47662845,745786422,15.6,15.75,15.6,15.6,-0.3,7489
18,2020-02-27,81289042,1252448733,15.6,15.75,15.25,15.3,-0.3,10525
0,2020-03-02,99628541,1518118939,14.95,15.45,14.95,15.25,-0.05,8617
1,2020-03-03,88570177,1374038766,15.55,15.75,15.35,15.5,0.25,12722
2,2020-03-04,85641276,1347967339,15.5,16.0,15.5,15.8,0.3,8937
3,2020-03-05,59085885,937378460,16.0,16.05,15.7,15.7,-0.1,11445
4,2020-03-06,72732487,1125902964,15.55,15.6,15.4,15.45,-0.25,10057
5,2020-03-09,82969389,1248213166,15.15,15.15,14.95,15.05,-0.4,11252
6,2020-03-10,82904523,1240800754,14.95,15.25,14.8,14.95,-0.1,12083
7,2020-03-11,55553147,829658907,15.0,15.05,14.8,14.8,-0.15,9782
8,2020-03-12,138258958,1967829036,14.6,14.65,13.85,14.35,-0.45,14585
9,2020-03-13,211904177,2932821828,13.7,14.3,13.65,14.05,-0.3,18705
10,2020-03-16,81036386,1125189057,14.0,14.1,13.75,13.9,-0.15,9086
11,2020-03-17,147402414,2032173969,13.75,14.0,13.65,13.75,-0.15,12799
12,2020-03-18,90628139,1253166496,13.8,14.0,13.75,13.8,0.05,11308
13,2020-03-19,176799652,2380210214,13.75,13.8,13.1,13.7,-0.1,15451
14,2020-03-20,158070287,2209400322,13.8,14.4,13.8,13.85,0.15,21336
15,2020-03-23,59406609,812761253,13.55,13.85,13.5,13.75,-0.1,9419
16,2020-03-24,114641252,1595333608,14.05,14.15,13.8,13.85,0.1,14109
17,2020-03-25,187932889,2663715374,14.05,14.35,13.95,14.1,0.25,17998
18,2020-03-26,74645046,1051092068,14.15,14.2,13.95,14.1,0.0,6759
19,2020-03-27,59235321,835651344,14.35,14.35,13.9,14.0,-0.1,8450
20,2020-03-30,38765524,537712678,13.85,13.95,13.75,13.95,-0.05,3860
21,2020-03-31,79000889,1099709559,14.35,14.35,13.65,13.65,-0.3,7970
