,Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
0,2020-01-02,32937461,544863192,16.45,16.65,16.4,16.55,0.1,5382,0.0,0.0,0.0,0.0,16.55,16.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,48588354,792990409,16.55,16.55,16.15,16.3,-0.25,9541,0.0,0.0,0.0,0.0,16.414583333333333,16.420192307692307,-0.00560897435897445,-0.0031160968660969165,-0.0024928774928775336,0.0,0.0,0.0,0.0
2,2020-01-06,44790472,719002202,16.05,16.15,15.95,16.05,-0.25,5041,0.0,0.0,0.0,0.0,16.272286374133948,16.28718580581567,-0.01489943168172303,-0.007945332446271552,-0.006954099235451478,0.0,0.0,0.0,0.0
3,2020-01-07,39718117,633334895,16.05,16.15,15.8,16.0,-0.05,7401,0.0,0.0,0.0,0.0,16.186336206896552,16.206901204408588,-0.020564997512035887,-0.012220286736842126,-0.008344710775193762,0.0,0.0,0.0,0.0
4,2020-01-08,60494690,954618728,15.85,15.9,15.65,15.75,-0.25,9368,16.130000000000003,0.0,0.0,0.0,16.067785218938177,16.100943930572022,-0.03315871163384543,-0.018448994761890703,-0.014709716871954725,-0.023558586484811066,0.0,0.0,0.0
5,2020-01-09,43816080,704460863,15.85,16.15,15.85,16.05,0.3,7346,16.03,0.0,0.0,0.0,16.063462475059307,16.09074026759266,-0.027277792533354273,-0.020842089829617622,-0.00643570270373665,0.0012476606363068978,0.0,0.0,0.0
6,2020-01-10,32386886,521334693,16.2,16.25,15.85,16.15,0.1,5239,16.0,0.0,0.0,0.0,16.082773020978127,16.101279303806994,-0.01850628282886646,-0.020250959391387973,0.0017446765625215126,0.009374999999999911,0.0,0.0,0.0
7,2020-01-13,23989283,386198437,16.15,16.2,16.05,16.05,-0.1,4260,16.0,0.0,0.0,0.0,16.07593379663404,16.09301693734839,-0.017083140714351686,-0.019489672992452727,0.0024065322781010416,0.0031250000000000444,0.0,0.0,0.0
8,2020-01-14,61290528,997160931,16.1,16.4,16.05,16.25,0.2,9826,16.05,0.0,0.0,0.0,16.110370287193692,16.11628527347265,-0.005914986278956036,-0.016353853017266936,0.0104388667383109,0.012461059190031107,0.0,0.0,0.0
9,2020-01-15,36473736,592044792,16.3,16.4,16.1,16.15,-0.1,7113,16.130000000000003,0.0,0.0,0.0,16.117880102368623,16.120937577598514,-0.0030574752298910823,-0.013374692539223455,0.010317217309332372,0.0012399256044634854,0.0,0.0,0.0
10,2020-01-16,27867646,447303962,16.2,16.2,16.0,16.15,0.0,5258,16.15,0.0,0.0,0.0,16.123757269169733,16.124706982990975,-0.0009497138212424261,-0.01065617819126334,0.009706464370020915,0.0,0.0,0.0,0.0
11,2020-01-17,28877214,462551691,16.15,16.15,15.95,16.0,-0.15,4528,16.119999999999997,0.0,0.0,0.0,16.10175363298909,16.109384765195987,-0.007631132206896041,-0.010006525179351319,0.0023753929724552782,-0.007444168734491157,0.0,0.0,0.0
12,2020-01-20,31117744,498489704,15.85,16.15,15.85,16.05,0.05,5326,16.119999999999997,0.0,0.0,0.0,16.09276723620842,16.10242785066472,-0.009660614456301175,-0.009933318452363567,0.00027270399606239143,-0.004342431761786399,0.0,0.0,0.0
13,2020-01-30,137855301,2092322215,15.5,15.55,14.95,15.1,-0.95,15447,15.89,0.0,0.0,0.0,15.923730673161026,15.98984327337527,-0.06611260021424314,-0.021686066113195557,-0.04442653410104759,-0.049716803020767836,0.0,0.0,0.0
14,2020-01-31,68549345,1027195504,15.05,15.2,14.8,14.9,-0.2,8733,15.639999999999997,0.0,0.0,0.0,15.752238259749037,15.871948927375254,-0.11971066762621696,-0.042005927997117415,-0.07770473962909955,-0.047314578005114884,0.0,0.0,0.0
15,2020-02-03,75652825,1102172270,14.45,15.0,14.15,15.0,0.1,8488,15.410000000000002,0.0,0.0,0.0,15.627924956261653,15.780735906682345,-0.15281095042069204,-0.06480877558109603,-0.088002174839596,-0.026606099935107194,0.0,0.0,0.0
16,2020-02-04,70790085,1072651052,15.0,15.3,14.9,15.2,0.2,8638,15.25,0.0,0.0,0.0,15.558004892183998,15.721786140663388,-0.16378124847939013,-0.08505927077377391,-0.07872197770561622,-0.0032786885245902103,0.0,0.0,0.0
17,2020-02-05,77032246,1194091132,15.25,15.7,15.25,15.5,0.3,12981,15.14,0.0,0.0,0.0,15.548616910624673,15.699874060986138,-0.1512571503614648,-0.09854172499453065,-0.05271542536693416,0.023778071334213963,0.0,0.0,0.0
18,2020-02-06,157712052,2541901176,15.8,16.35,15.75,16.25,0.75,15950,15.37,0.0,0.0,0.0,15.661233280565577,15.752914161769901,-0.09168088120432394,-0.09714949204515484,0.005468610840830904,0.05725439167208854,0.0,0.0,0.0
19,2020-02-07,80109163,1308858525,16.2,16.5,16.15,16.35,0.1,11177,15.66,15.89,0.0,0.0,15.771086029891237,15.809223894622454,-0.038137864731217164,-0.08520950793794868,0.04707164320673152,0.04406130268199242,0.028949024543738253,0.0,0.0
20,2020-02-10,44206055,722024768,16.15,16.55,16.0,16.4,0.05,8851,15.940000000000001,15.882499999999999,0.0,0.0,15.870829615066818,15.863833624285663,0.0069959907811547595,-0.06659673567087149,0.07359272645202625,0.028858218318694936,0.032583031638595945,0.0,0.0
21,2020-02-11,84802688,1418808521,16.55,16.9,16.5,16.7,0.3,10797,16.24,15.902499999999998,0.0,0.0,16.001711436168772,15.93973280882645,0.06197862734232196,-0.04069050885382903,0.10266913619615098,0.028325123152709415,0.0501493475868575,0.0,0.0
22,2020-02-12,79548774,1338051389,16.65,16.95,16.6,16.9,0.2,13223,16.52,15.945000000000002,0.0,0.0,16.142938347888798,16.025465258398043,0.11747308949075475,-0.008869953781487359,0.1263430432722421,0.023002421307505995,0.059893383505800965,0.0,0.0
23,2020-02-13,73179317,1236884767,17.0,17.15,16.65,16.85,-0.05,12391,16.639999999999997,15.9875,0.0,0.0,16.2537274570392,16.0979769519431,0.15575050509610122,0.024210355337054727,0.1315401497590465,0.012620192307692575,0.05394839718530106,0.0,0.0
24,2020-02-14,43506095,721482510,16.6,16.7,16.5,16.5,-0.35,7526,16.669999999999998,16.025,0.0,0.0,16.292206361706192,16.13284827443636,0.15935808726983325,0.05134240370426717,0.10801568356556608,-0.010197960407918307,0.02964118564742599,0.0,0.0
