,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,2026345,73842547,36.3,36.85,36.0,36.35,0.5,1160
1,2020-01-03,2246714,80365520,36.75,36.85,35.3,35.6,-0.75,1223
2,2020-01-06,1638686,56835380,35.3,35.35,34.3,34.6,-1.0,928
3,2020-01-07,921630,31714970,34.6,35.0,34.05,34.1,-0.5,515
4,2020-01-08,891323,30066251,34.1,34.25,33.4,33.5,-0.6,511
5,2020-01-09,632442,21440744,33.5,34.2,33.5,33.8,0.3,401
6,2020-01-10,763434,25912227,34.15,34.2,33.75,33.75,-0.05,475
7,2020-01-13,3431984,122208518,33.85,36.2,33.85,36.1,2.35,2200
8,2020-01-14,1456880,52151686,36.15,36.2,35.55,35.65,-0.45,900
9,2020-01-15,2397355,86640344,35.8,36.65,35.55,35.6,-0.05,1417
10,2020-01-16,812667,29063858,35.9,35.95,35.6,35.7,0.1,485
11,2020-01-17,1267878,45548803,35.9,36.2,35.65,35.7,0.0,668
12,2020-01-20,964957,34577021,35.8,36.1,35.65,35.65,-0.05,561
13,2020-01-30,1989560,64178024,32.1,33.0,32.1,32.1,-3.55,1082
14,2020-01-31,1842707,58145379,32.05,32.8,30.85,31.5,-0.6,951
