,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-10-05,681002,24380618,35.75,36.1,35.7,35.9,-0.2,451
1,2020-10-06,663230,24194443,36.15,36.65,36.15,36.55,0.65,467
2,2020-10-07,541098,19833600,36.6,36.8,36.5,36.75,0.2,393
3,2020-10-08,601123,21964529,36.9,37.2,36.3,36.6,-0.15,422
4,2020-10-12,801009,29537278,37.4,37.5,36.55,36.55,-0.05,522
5,2020-10-13,1033928,37073677,36.2,36.3,35.7,35.85,-0.7,678
6,2020-10-14,884745,31954520,35.85,36.6,35.8,36.0,0.15,482
7,2020-10-15,637422,23016643,36.0,36.5,35.85,35.9,-0.1,407
8,2020-10-16,1134258,40270799,35.95,36.3,35.0,35.05,-0.85,705
9,2020-10-19,725086,25483358,35.1,35.45,35.0,35.05,0.0,433
10,2020-10-20,929299,32350690,35.05,35.25,34.45,34.6,-0.45,632
11,2020-10-21,1944221,70005112,34.65,36.65,34.65,35.8,1.2,1262
12,2020-10-22,820407,29052295,35.5,35.85,35.2,35.2,-0.6,551
13,2020-10-23,631339,22368179,35.4,35.8,35.1,35.1,-0.1,405
14,2020-10-26,558504,19688478,35.1,35.5,35.0,35.05,-0.05,382
15,2020-10-27,2373338,91492159,38.55,38.55,38.55,38.55,3.5,933
16,2020-10-28,9697172,401152591,42.4,42.4,40.25,40.5,1.95,5034
17,2020-10-29,2856738,111275167,38.8,39.5,38.55,39.0,-1.5,1779
18,2020-10-30,1903947,72652777,39.15,39.15,37.4,37.4,-1.6,1191
