,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,26790485,709931422,25.7,27.25,25.55,27.05,1.35,12025
2021-09-02,2021-09-02,53524550,1463745085,27.25,28.0,26.2,26.2,-0.85,25177
2021-09-03,2021-09-03,131709897,3717712230,26.75,28.8,26.6,28.8,2.6,44186
2021-09-06,2021-09-06,224876617,6646434152,29.05,30.6,28.5,30.2,1.4,84715
2021-09-07,2021-09-07,77474981,2231359035,29.8,29.85,27.85,28.4,-1.8,34605
2021-09-08,2021-09-08,52099626,1434007073,27.75,28.5,27.0,27.05,-1.35,22129
2021-09-09,2021-09-09,57479460,1600869627,26.6,28.3,26.6,27.75,0.7,24639
2021-09-10,2021-09-10,39534815,1104639490,27.5,28.3,27.4,27.95,0.2,17170
2021-09-13,2021-09-13,21055505,578571608,27.95,28.15,27.1,27.3,-0.65,9473
2021-09-14,2021-09-14,15752713,430944413,27.3,27.7,27.1,27.15,-0.15,7066
2021-09-15,2021-09-15,12671494,342938460,27.25,27.4,26.85,26.85,-0.3,5893
2021-09-16,2021-09-16,21059159,573317204,27.2,27.75,26.75,26.8,-0.05,9608
2021-09-17,2021-09-17,14169366,380228123,26.9,27.1,26.45,27.0,0.2,6137
