,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-06-01,7184902,89141271,12.45,12.55,12.3,12.45,0.0,2658
1,2020-06-02,10034360,126099217,12.55,12.75,12.45,12.45,0.0,2920
2,2020-06-03,6985576,87184880,12.65,12.65,12.4,12.45,0.0,2231
3,2020-06-04,11646134,147297811,12.6,12.8,12.5,12.55,0.1,3268
4,2020-06-05,11001550,138668562,12.55,12.75,12.45,12.65,0.1,3213
5,2020-06-08,18718713,244442860,12.9,13.3,12.85,12.9,0.25,6221
6,2020-06-09,6471536,82646611,12.95,12.95,12.7,12.7,-0.2,2332
7,2020-06-10,22485026,266910680,12.25,12.25,11.75,11.75,-0.95,7550
8,2020-06-11,9528597,112714436,11.65,12.1,11.6,11.65,-0.1,3465
9,2020-06-12,14736702,172483795,11.25,12.1,11.1,12.05,0.4,4070
10,2020-06-15,9058541,109720096,12.4,12.4,11.75,11.85,-0.2,3386
11,2020-06-16,7916311,94725632,12.0,12.2,11.75,11.95,0.1,2325
12,2020-06-17,4327121,51907884,12.0,12.1,11.95,12.0,0.05,1590
13,2020-06-18,10175182,123690384,12.1,12.3,12.0,12.0,0.0,2255
14,2020-06-19,9373836,113777282,12.1,12.3,11.9,12.3,0.3,2710
15,2020-06-22,13441266,168801946,12.55,12.85,12.35,12.35,0.05,4327
16,2020-06-23,8208858,102145561,12.45,12.65,12.25,12.55,0.2,2591
17,2020-06-24,5980627,74478279,12.7,12.75,12.35,12.35,-0.2,2112
18,2020-06-29,5733207,69728347,12.3,12.35,12.1,12.15,-0.2,1649
19,2020-06-30,8396937,104255624,12.4,12.7,12.2,12.25,0.1,2915
