,Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
0,2020-01-02,6237434,2758621262,445.0,446.0,440.5,441.5,-2.0,4171,0.0,0.0,0.0,0.0,441.5,441.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,12375266,5364928476,445.0,445.5,423.0,434.5,-7.0,9265,0.0,0.0,0.0,0.0,437.7083333333333,437.8653846153846,-0.1570512820512704,-0.08725071225070577,-0.06980056980056462,0.0,0.0,0.0,0.0
2,2020-01-06,8520516,3632830840,428.0,431.5,424.0,424.0,-10.5,6039,0.0,0.0,0.0,0.0,432.3579676674365,432.8836865450961,-0.5257188776595854,-0.26695078004123013,-0.25876809761835523,0.0,0.0,0.0,0.0
3,2020-01-07,11707155,4982703572,428.0,431.0,418.0,426.0,2.0,7952,0.0,0.0,0.0,0.0,430.35100574712646,430.95930860129533,-0.6083028541688691,-0.3825849514936824,-0.2257179026751867,0.0,0.0,0.0,0.0
4,2020-01-08,9695448,4178143323,426.0,436.5,424.0,430.5,4.5,6606,431.3,0.0,0.0,0.0,430.39148695313025,430.85279304219125,-0.46130608906099724,-0.40600271017029915,-0.055303378890698085,-0.001854857407836799,0.0,0.0,0.0
5,2020-01-09,7061194,3077279278,435.0,439.0,432.5,437.0,6.5,4873,430.4,0.0,0.0,0.0,431.9977032960991,432.0840295674765,-0.08632627137740201,-0.3193526215912547,0.2330263502138527,0.015334572490706373,0.0,0.0,0.0
6,2020-01-10,7882248,3401903337,439.5,441.0,426.0,432.0,-5.0,5974,429.9,0.0,0.0,0.0,431.99821579753905,432.06908534449855,-0.07086954695949998,-0.25646818432718116,0.18559863736768117,0.00488485694347528,0.0,0.0,0.0
7,2020-01-13,10239998,4358608124,432.0,435.0,422.0,422.0,-10.0,8127,429.5,0.0,0.0,0.0,429.91174226415393,430.446706200423,-0.5349639362690937,-0.32339595063259874,-0.21156798563649493,-0.017462165308498253,0.0,0.0,0.0
8,2020-01-14,19437055,8113096100,422.5,424.5,412.5,416.0,-6.0,12927,427.5,0.0,0.0,0.0,427.15950448402225,428.3053871938888,-1.1458827098665552,-0.5133944723934961,-0.632488237473059,-0.026900584795321637,0.0,0.0,0.0
9,2020-01-15,26086092,10741727720,409.0,419.0,406.5,416.0,0.0,17129,424.6,0.0,0.0,0.0,425.0447827213789,426.6073635256251,-1.5625808042461813,-0.7484731159114774,-0.8141076883347039,-0.020254357041921862,0.0,0.0,0.0
10,2020-01-16,13075722,5495435494,419.0,423.5,415.0,421.0,5.0,8603,421.4,0.0,0.0,0.0,424.3046850099664,425.8800866999362,-1.5754016899697945,-0.929400362898426,-0.6460013270713685,-0.0009492168960606959,0.0,0.0,0.0
11,2020-01-17,8818316,3724242970,428.0,428.0,418.5,420.5,-0.5,5956,419.1,0.0,0.0,0.0,423.62822450544104,425.21905827798884,-1.5908337725477963,-1.0714485198449804,-0.519385252702816,0.003340491529467853,0.0,0.0,0.0
12,2020-01-20,6172773,2590427739,421.0,422.0,417.0,419.0,-1.5,4178,418.5,0.0,0.0,0.0,422.82458890744016,424.4904967224761,-1.6659078150359505,-1.197256760030897,-0.46865105500505355,0.0011947431302270011,0.0,0.0,0.0
13,2020-01-30,22330256,8733286560,400.0,400.5,382.5,383.5,-35.5,14587,412.0,0.0,0.0,0.0,416.1288669801607,419.886776122211,-3.7579091420503232,-1.732947148892426,-2.0249619931578975,-0.0691747572815534,0.0,0.0,0.0
14,2020-01-31,10439123,4053010283,385.0,393.0,382.0,388.0,4.5,6604,406.4,0.0,0.0,0.0,411.416800211586,416.43740802606777,-5.020607814481764,-2.414457806572618,-2.6061500079091457,-0.04527559055118105,0.0,0.0,0.0
15,2020-02-03,10641830,4039690053,376.5,387.0,373.0,382.0,-6.0,6696,398.6,0.0,0.0,0.0,406.55544203824525,412.83497224998695,-6.279530211741701,-3.2098608941619124,-3.0696693175797884,-0.04164576016056202,0.0,0.0,0.0
16,2020-02-04,9511276,3714645692,384.0,396.5,384.0,390.5,8.5,6475,392.6,0.0,0.0,0.0,403.9320906312224,410.56777751822256,-6.6356868870001335,-3.9108100648491195,-2.724876822151014,-0.005348955680081566,0.0,0.0,0.0
17,2020-02-05,16355382,6272530188,390.5,390.5,378.5,381.0,-9.5,11107,385.0,0.0,0.0,0.0,400.2205753459294,407.64653322892417,-7.425957882994794,-4.626736614649884,-2.79922126834491,-0.01038961038961039,0.0,0.0,0.0
18,2020-02-06,10507866,4040943705,381.0,390.5,380.0,382.0,1.0,7266,384.7,0.0,0.0,0.0,397.2950199899814,405.1738363230943,-7.878816333112866,-5.286663101316703,-2.5921532317961624,-0.007018455939693238,0.0,0.0,0.0
19,2020-02-07,10226510,3905283810,380.5,385.5,379.0,381.0,-1.0,6890,383.3,411.4,0.0,0.0,394.6960954256734,402.8940598182457,-8.197964392572317,-5.875714661680482,-2.3222497308918344,-0.006000521784503029,-0.07389402041808454,0.0,0.0
20,2020-02-10,11049172,4211632204,377.5,386.5,375.0,380.0,-1.0,7215,382.9,408.325,0.0,0.0,392.36534540976,400.77779545652317,-8.412450046763183,-6.387784751645717,-2.024665295117466,-0.007573779054583383,-0.06936876262780871,0.0,0.0
21,2020-02-11,11384133,4418605620,382.0,391.5,382.0,390.0,10.0,7917,382.8,406.1,0.0,0.0,391.9919834079448,399.7994902889677,-7.807506881022903,-6.673839891906499,-1.1336669891164037,0.018808777429467054,-0.03964540753508993,0.0,0.0
22,2020-02-12,13600808,5440307816,398.0,403.5,395.0,401.5,11.5,8503,386.9,404.975,0.0,0.0,393.4868124349912,399.95131143248597,-6.464498997494786,-6.63172309936231,0.16722410186752423,0.037735849056603835,-0.008580776591147657,0.0,0.0
23,2020-02-13,15526270,6348760210,408.5,412.0,406.5,408.5,7.0,8732,392.2,404.1,0.0,0.0,395.8392207021753,400.70310496445455,-4.863884262279271,-6.276477733135037,1.4125934708557661,0.041560428352881214,0.010888393961890563,0.0,0.0
24,2020-02-14,9177582,3724845554,407.0,408.0,403.5,405.5,-3.0,6104,397.1,402.85,0.0,0.0,397.34867117172683,401.1191857701678,-3.7705145984409683,-5.77338447359895,2.002869875157982,0.021153361873583423,0.006578130817922247,0.0,0.0
25,2020-02-17,9237824,3669593100,397.5,399.5,394.0,398.0,-7.5,6894,400.7,400.9,0.0,0.0,397.4501946196545,400.85201270236917,-3.4018180827146693,-5.2976333258064,1.8958152430917306,-0.006738208135762387,-0.0072337241207283045,0.0,0.0
26,2020-02-18,7500223,2956294585,394.0,396.5,392.0,392.0,-6.0,5297,401.1,398.9,0.0,0.0,396.6023828062469,400.1024759345573,-3.5000931283103682,-4.937253942424339,1.4371608141139705,-0.022687609075043684,-0.01729756831286031,0.0,0.0
