,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-04-01,20896988,1532785212,72.9,74.3,72.4,73.4,1.9,11363
1,2021-04-06,33801623,2608506200,75.3,79.1,74.5,79.0,5.6,18837
2,2021-04-07,25042899,1965346082,78.2,79.9,76.5,79.6,0.6,14423
3,2021-04-08,25588517,2171477372,80.3,87.5,80.1,87.5,7.9,13985
4,2021-04-09,52693818,4778750600,88.7,93.5,87.7,90.0,2.5,30759
5,2021-04-12,40054446,3495042391,89.9,92.5,81.0,84.6,-5.4,23397
6,2021-04-13,32324520,2843268788,87.0,90.6,85.1,86.7,2.1,19276
7,2021-04-14,45157586,3760632633,88.8,89.7,78.3,83.5,-3.2,25058
8,2021-04-15,19874895,1650634282,84.0,85.3,80.7,85.3,1.8,11582
9,2021-04-16,27080862,2338431815,86.8,88.8,84.2,84.2,-1.1,15658
10,2021-04-19,16298128,1343704908,81.8,83.9,81.5,81.5,-2.7,9794
11,2021-04-20,14334014,1194912145,82.4,85.0,82.0,82.7,1.2,8690
12,2021-04-21,11350094,947293285,83.3,84.9,81.8,84.7,2.0,6849
13,2021-04-22,16965463,1426607258,86.5,87.5,80.0,81.8,-2.9,10346
14,2021-04-23,14125465,1193844782,82.5,86.0,81.8,86.0,4.2,8586
15,2021-04-26,41246985,3679347985,86.7,92.4,86.6,87.5,1.5,24108
16,2021-04-27,19383950,1692551282,87.4,89.8,84.4,85.0,-2.5,11410
17,2021-04-28,9932187,846453737,86.4,86.7,84.0,85.0,0.0,5926
18,2021-04-29,7660042,644346933,85.5,85.8,83.2,83.6,-1.4,4537
