Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
2020-01-02,3332480,116182076,34.55,35.1,34.55,34.9,0.45,1676,0.0,0.0,0.0,0.0,34.9,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,7761279,263554721,34.8,35.1,33.1,33.5,-1.4,3925,0.0,0.0,0.0,0.0,34.141666666666666,34.17307692307692,-0.03141025641025408,-0.017450142450141155,-0.013960113960112923,0.0,0.0,0.0,0.0
2020-01-06,4078654,134087696,32.9,33.5,32.65,32.9,-0.6,2103,0.0,0.0,0.0,0.0,33.657043879907626,33.715672745194674,-0.058628865287047915,-0.03432666820297179,-0.024302197084076126,0.0,0.0,0.0,0.0
2020-01-07,4740255,152430360,33.1,33.35,31.65,31.75,-1.15,2385,0.0,0.0,0.0,0.0,33.055064655172416,33.16615654471082,-0.11109188953840743,-0.06033114697513833,-0.050760742563269096,0.0,0.0,0.0,0.0
2020-01-08,3531914,110229896,31.1,31.7,30.85,31.0,-0.75,1736,32.81,0.0,0.0,0.0,32.496710933115175,32.663815907465434,-0.16710497435025928,-0.0920939466464618,-0.07501102770379749,-0.05516610789393484,0.0,0.0,0.0
2020-01-09,4981941,159821240,31.5,32.6,31.35,32.25,1.25,2692,32.279999999999994,0.0,0.0,0.0,32.43674719695422,32.58093188167738,-0.14418468472315737,-0.10621343285425723,-0.037971251868900144,-0.0009293680297395923,0.0,0.0,0.0
2020-01-10,4740871,150605474,32.4,32.55,31.2,32.0,-0.25,2432,31.979999999999997,0.0,0.0,0.0,32.33928858801573,32.4776161579921,-0.13832756997637574,-0.11434066423264602,-0.02398690574372972,0.0006253908692934061,0.0,0.0,0.0
2020-01-13,5787889,190771085,32.0,33.45,32.0,33.05,1.05,2988,32.010000000000005,0.0,0.0,0.0,32.48760310542641,32.56984137765287,-0.08223827222646207,-0.10662585574794453,0.02438758352148246,0.03248984692283636,0.0,0.0,0.0
2020-01-14,4363546,144878274,33.15,33.75,32.7,33.4,0.35,2024,32.339999999999996,0.0,0.0,0.0,32.6681076860921,32.69288910990468,-0.024781423812576975,-0.08771938593855404,0.06293796212597706,0.03277674706246142,0.0,0.0,0.0
2020-01-15,2424133,79766958,32.9,33.2,32.8,32.8,-0.6,1193,32.7,0.0,0.0,0.0,32.69310122831843,32.707669370260966,-0.014568141942532975,-0.071329260859559,0.056761118917026024,0.003058103975534994,0.0,0.0,0.0
2020-01-16,12838255,436648724,33.0,34.85,32.9,34.05,1.25,6128,33.059999999999995,0.0,0.0,0.0,32.94138098639591,32.88177007818907,0.05961090820684234,-0.04268030005158615,0.1022912082584285,0.02994555353902003,0.0,0.0,0.0
2020-01-17,10774710,368316866,34.1,34.55,33.7,34.45,0.4,4356,33.55,0.0,0.0,0.0,33.209608494430356,33.07445183375959,0.13515666067076637,-0.004488379082583092,0.13964503975334946,0.026825633383010604,0.0,0.0,0.0
2020-01-20,11851024,412412273,34.05,35.25,33.65,35.0,0.55,5192,33.94,0.0,0.0,0.0,33.52048847584495,33.300029454116675,0.22045902172827425,0.04311830628570361,0.17734071544257063,0.031231585150265244,0.0,0.0,0.0
2020-01-30,7921548,251259306,31.5,32.5,31.5,31.5,-3.5,3089,33.56,0.0,0.0,0.0,33.17646379898505,33.09786472468911,0.07859907429593704,0.05054090942620417,0.028058164869732873,-0.061382598331346905,0.0,0.0,0.0
2020-01-31,6267350,194399273,31.6,32.2,30.0,30.9,-0.6,2720,33.17999999999999,0.0,0.0,0.0,32.79511714095484,32.8601095991184,-0.06499245816356591,0.02659159429334287,-0.09158405245690879,-0.06871609403254957,0.0,0.0,0.0
2020-02-03,10158625,285915445,28.4,29.1,27.85,28.2,-2.7,4082,32.010000000000005,0.0,0.0,0.0,32.03573780295869,32.37262385316406,-0.336886050205365,-0.048209395286387555,-0.2886766549189774,-0.11902530459231507,0.0,0.0,0.0
2020-02-04,9091631,268343961,28.8,30.3,28.6,29.95,1.75,4071,31.109999999999996,0.0,0.0,0.0,31.69494225294901,32.12670637561074,-0.43176412266172903,-0.12668751082084442,-0.30507661184088464,-0.03728704596592725,0.0,0.0,0.0
2020-02-05,6075661,181485395,30.0,30.25,29.3,29.55,-0.4,2830,30.02,0.0,0.0,0.0,31.34778742585915,31.872132328565346,-0.524344902706197,-0.20767798385461675,-0.31666691885158027,-0.015656229180546266,0.0,0.0,0.0
2020-02-06,6351750,194694706,30.0,31.3,30.0,31.05,1.5,3189,29.929999999999996,0.0,0.0,0.0,31.29997369977663,31.792866875925785,-0.4928931761491562,-0.2655551197459518,-0.22733805640320437,0.037420648179084685,0.0,0.0,0.0
2020-02-07,4966130,151046920,30.65,31.0,30.05,30.1,-0.95,2507,29.77,32.114999999999995,0.0,0.0,31.108587550708354,31.633216662447467,-0.5246291117391131,-0.31797426979806703,-0.20665484194104605,0.011084984884111583,-0.0627432663864236,0.0,0.0
