,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-09-01,3646332,108198105,30.2,30.3,29.35,29.4,-0.7,1742
1,2020-09-02,4021995,120677200,29.65,30.3,29.6,30.15,0.75,1640
2,2020-09-03,4832104,146561081,30.35,30.65,29.9,30.15,0.0,2013
3,2020-09-04,4173372,124204515,29.8,30.1,29.4,29.9,-0.25,1635
4,2020-09-07,7616549,231943324,30.2,30.95,29.95,30.1,0.2,3023
5,2020-09-08,21073146,659003077,30.45,31.9,30.3,31.2,1.1,8354
6,2020-09-09,11072027,329988360,30.1,30.35,29.1,30.0,-1.2,4967
7,2020-09-10,4423358,131383723,30.2,30.25,29.5,29.55,-0.45,2090
8,2020-09-11,4789936,138955449,29.55,29.75,28.7,28.9,-0.65,2382
9,2020-09-14,1491889,43501747,28.95,29.35,28.95,29.25,0.35,774
10,2020-09-15,2699917,80002253,29.5,30.0,29.35,29.45,0.2,1264
11,2020-09-16,1825830,54006599,29.8,29.85,29.4,29.4,-0.05,773
12,2020-09-17,1456037,42682624,29.45,29.65,29.2,29.25,-0.15,702
13,2020-09-18,1805016,53022215,29.45,29.6,29.1,29.3,0.05,816
14,2020-09-21,2208942,64017777,29.3,29.5,28.7,28.9,-0.4,1109
15,2020-09-22,2453700,69552077,28.8,28.8,28.0,28.35,-0.55,1300
16,2020-09-23,1802167,50912375,28.4,28.7,28.1,28.15,-0.2,964
17,2020-09-24,3784862,103992716,27.9,27.9,27.3,27.35,-0.8,1889
18,2020-09-25,4423233,117961102,27.5,27.75,26.05,26.55,-0.8,2257
19,2020-09-28,3666907,101612173,27.0,28.35,26.65,28.25,1.7,1669
20,2020-09-29,4895778,137710885,28.5,28.7,27.6,27.75,-0.5,2197
21,2020-09-30,3191142,90448867,27.85,28.7,27.5,28.1,0.35,1244
