,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-09-01,1005557,65537055,65.4,65.8,65.0,65.0,-0.9,706
1,2020-09-02,505300,32596800,65.0,65.1,64.2,64.3,-0.7,385
2,2020-09-03,765075,49352055,64.3,64.7,64.3,64.5,0.2,573
3,2020-09-04,614248,39530442,64.1,64.7,63.8,64.4,-0.1,354
4,2020-09-07,537400,34686600,64.4,65.2,64.2,64.5,0.1,374
5,2020-09-08,656696,42812755,64.5,65.4,64.5,65.1,0.6,462
6,2020-09-09,583235,37985836,64.8,65.6,64.6,65.0,-0.1,430
7,2020-09-10,306953,19981119,65.0,65.3,65.0,65.2,0.2,261
8,2020-09-11,416700,26969300,65.0,65.3,64.5,64.6,-0.6,327
9,2020-09-14,406948,26200634,64.6,64.8,64.2,64.3,-0.3,321
10,2020-09-15,522254,33542454,64.3,64.7,64.1,64.1,-0.2,401
11,2020-09-16,522192,33501143,64.2,64.4,64.0,64.0,-0.1,477
12,2020-09-17,690832,44280012,64.0,64.3,63.8,64.0,0.0,526
13,2020-09-18,1028145,65540680,64.0,64.0,63.5,63.5,-0.5,748
14,2020-09-21,810380,51478520,63.5,63.8,63.4,63.4,-0.1,679
15,2020-09-22,542920,34349397,63.4,63.5,63.1,63.2,-0.2,394
16,2020-09-23,372223,23588446,63.3,63.7,63.2,63.4,0.2,291
17,2020-09-24,782900,49572946,63.3,63.8,63.1,63.2,-0.2,526
18,2020-09-25,788000,49802598,63.2,63.8,63.0,63.5,0.3,502
19,2020-09-28,485130,30707249,63.7,63.7,63.0,63.2,-0.3,362
20,2020-09-29,506274,31946542,63.2,63.3,63.0,63.0,-0.2,327
21,2020-09-30,646737,40691350,63.1,63.1,62.8,62.8,-0.2,500
