,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-05-03,5098406,405493002,80.5,82.4,77.4,79.2,-1.3,3716
1,2021-05-04,6896342,521871699,79.5,79.9,73.1,75.5,-3.7,3948
2,2021-05-05,3174291,239521068,76.0,77.0,74.0,74.1,-1.4,1911
3,2021-05-06,3033819,222267449,74.4,74.9,72.7,72.9,-1.2,1909
4,2021-05-07,3091657,235272944,74.2,77.6,73.7,76.3,3.4,2094
5,2021-05-10,1892413,144418864,77.2,78.0,76.0,77.0,0.7,1181
6,2021-05-11,4870427,355365787,75.0,75.2,70.7,71.5,-5.5,2792
7,2021-05-12,5246893,362694585,71.0,72.1,66.0,69.1,-2.4,3084
8,2021-05-13,2896406,198805818,68.2,70.2,66.6,68.5,-0.6,2034
9,2021-05-14,2315269,160871171,70.0,70.4,68.6,69.4,0.9,1422
10,2021-05-17,3350390,221861794,65.5,68.9,65.0,66.5,-2.9,1908
11,2021-05-18,2988348,205554692,66.5,70.4,66.0,69.3,2.8,1905
12,2021-05-19,1424279,97949804,68.1,70.0,67.6,69.4,0.1,945
13,2021-05-20,998774,68717848,69.4,69.8,68.1,68.6,-0.8,673
14,2021-05-21,660872,45830258,69.7,69.8,68.7,69.5,0.9,485
15,2021-05-24,873273,60975705,68.7,70.9,68.5,69.8,0.3,596
16,2021-05-25,3030203,219865156,70.4,74.4,70.4,72.2,2.4,1882
17,2021-05-26,1102737,78599898,72.1,72.7,70.8,71.1,-1.1,720
18,2021-05-27,905009,63709805,70.7,70.9,70.0,70.2,-0.9,599
19,2021-05-28,959534,68436670,71.0,71.9,70.7,71.2,1.0,674
20,2021-05-31,1156441,82223591,71.2,71.8,70.3,70.9,-0.3,864
