Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
2020-01-02,473482,36792551,77.9,78.1,77.5,77.5,-0.4,373,0.0,0.0,0.0,0.0,77.5,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,831605,63503280,77.2,77.5,75.4,76.0,-1.5,650,0.0,0.0,0.0,0.0,76.6875,76.72115384615384,-0.033653846153839595,-0.018696581196577553,-0.014957264957262042,0.0,0.0,0.0,0.0
2020-01-06,674808,50636974,75.8,75.8,74.5,75.1,-0.9,475,0.0,0.0,0.0,0.0,76.06789838337183,76.13868900936421,-0.07079062599238739,-0.040046599555516,-0.030744026436871387,0.0,0.0,0.0,0.0
2020-01-07,593051,44629054,75.0,76.0,74.9,76.0,0.9,470,0.0,0.0,0.0,0.0,76.04646551724137,76.09991762299738,-0.05345210575600845,-0.04458776019253919,-0.00886434556346926,0.0,0.0,0.0,0.0
2020-01-08,1373071,105983579,76.0,77.9,75.7,77.3,1.3,1104,76.38,0.0,0.0,0.0,76.38704635610391,76.37822167608277,0.008824680021135123,-0.02869876679246949,0.037523446813604616,0.012045037968054487,0.0,0.0,0.0
2020-01-09,642229,49918899,78.5,78.6,77.0,77.5,0.2,475,76.38,0.0,0.0,0.0,76.65755264384428,76.60290492738045,0.05464771646383326,-0.006107235855185592,0.060754952319018854,0.014663524482848973,0.0,0.0,0.0
2020-01-10,358521,27758971,77.5,77.9,77.0,77.5,0.0,312,76.67999999999999,0.0,0.0,0.0,76.84554182387205,76.76244863562826,0.08309318824379375,0.01646701183349052,0.06662617641030323,0.010693792383933327,0.0,0.0,0.0
2020-01-13,632680,49156899,77.0,78.1,77.0,77.9,0.4,383,77.24,0.0,0.0,0.0,77.06559099275417,76.94573634704683,0.11985464570733484,0.04131300445826123,0.07854164124907362,0.008544795442775904,0.0,0.0,0.0
2020-01-14,380818,29446393,77.9,78.0,77.1,77.5,-0.4,313,77.54,0.0,0.0,0.0,77.15153255629593,77.02789038812955,0.12364216816638418,0.06033144971192494,0.06331071845445924,-0.0005158627805004675,0.0,0.0,0.0
2020-01-15,369703,28582682,77.5,77.5,77.0,77.5,0.0,314,77.58000000000001,0.0,0.0,0.0,77.21756700144793,77.09303691967217,0.12453008177575953,0.07471567001970077,0.04981441175605876,-0.0010311936065998,0.0,0.0,0.0
2020-01-16,426838,33134478,77.5,77.9,77.1,77.9,0.4,351,77.66,0.0,0.0,0.0,77.34243578556115,77.19770028683696,0.144735498724188,0.09003560845141734,0.05469989027277067,0.003090394025238335,0.0,0.0,0.0
2020-01-17,886365,69353971,78.0,78.5,77.9,78.5,0.6,674,77.86,0.0,0.0,0.0,77.54824690276762,77.35770832616927,0.1905385765983425,0.11161943107763894,0.07891914552070356,0.008219881839198568,0.0,0.0,0.0
2020-01-20,706670,55285921,78.9,78.9,77.6,78.2,-0.3,479,77.92,0.0,0.0,0.0,77.66141600021038,77.4563826438314,0.20503335637897635,0.13138906315521376,0.07364429322376259,0.0035934291581108976,0.0,0.0,0.0
2020-01-30,2132570,162009228,74.8,77.1,73.6,76.9,-1.3,1127,77.8,0.0,0.0,0.0,77.53177116602305,77.3938942515492,0.13787691447384987,0.13274632649176046,0.005130587982089402,-0.011568123393316086,0.0,0.0,0.0
2020-01-31,3570930,284924730,78.4,82.4,77.4,81.0,4.1,2376,78.5,0.0,0.0,0.0,78.11275886971981,77.78398656042204,0.3287723092977757,0.1733812368591252,0.15539107243865047,0.03184713375796178,0.0,0.0,0.0
2020-02-03,3599973,292846359,80.5,83.0,79.0,83.0,2.0,2682,79.52000000000001,0.0,0.0,0.0,78.9204140002196,78.32962441472948,0.5907895854901142,0.2592807633059301,0.3315088221841841,0.04376257545271616,0.0,0.0,0.0
2020-02-04,1818501,148572475,82.9,83.8,80.6,80.8,-2.2,1412,79.98,0.0,0.0,0.0,79.22752573002428,78.58038911010124,0.6471366199230459,0.3386389214874283,0.30849769843561764,0.01025256314078511,0.0,0.0,0.0
2020-02-05,1260370,101995183,81.0,81.9,80.0,80.0,-0.8,933,80.34,0.0,0.0,0.0,79.35254922250111,78.72064416317673,0.6319050593243816,0.3983681349080357,0.23353692441634588,-0.004232013940751847,0.0,0.0,0.0
2020-02-06,1122750,91232300,81.2,82.5,80.1,82.5,2.5,842,81.46000000000001,0.0,0.0,0.0,79.85791424555191,79.08502875271662,0.772885492835286,0.4743668636014028,0.29851862923388317,0.01276700220967336,0.0,0.0,0.0
2020-02-07,2907588,236128042,83.0,84.0,78.8,79.0,-3.5,2223,81.06,78.38,0.0,0.0,79.7210838269206,79.07700989505211,0.6440739318684905,0.5087041593212751,0.13536977254721538,-0.025413274117937357,0.007910181168665535,0.0,0.0
2020-02-10,1137229,89491710,78.5,79.9,77.3,79.0,0.0,800,80.26,78.455,0.0,0.0,79.60672242054773,79.06989131068164,0.5368311098660854,0.514381917506313,0.022449192359772385,-0.01569897832045857,0.006946657319482527,0.0,0.0
2020-02-11,492316,38870815,78.8,79.5,78.5,79.1,0.1,419,79.91999999999999,78.61,0.0,0.0,79.52673795125216,79.0726242894682,0.45411366178396406,0.5022386649731627,-0.048125003189198656,-0.010260260260260176,0.006233303650934931,0.0,0.0
2020-02-12,1228270,99066809,79.4,81.4,79.3,80.9,1.8,1011,80.1,78.9,0.0,0.0,79.74263912815215,79.2357720023043,0.5068671258478474,0.5031698539174241,0.0036972719304233514,0.009987515605493276,0.025348542458808618,0.0,0.0
2020-02-13,603677,48851799,81.7,81.7,80.3,80.6,-0.3,558,79.72,79.13000000000001,0.0,0.0,79.87697854102912,79.35574570080766,0.5212328402214581,0.5067995921323185,0.014433248089139594,0.011038635223281428,0.01857702514848963,0.0,0.0
2020-02-14,676662,54885549,80.6,81.8,80.6,80.8,0.2,561,80.08,79.30499999999999,0.0,0.0,80.02119622075226,79.48101975579738,0.5401764649548824,0.5135002811843444,0.02667618377053793,0.008991008991008976,0.018851270411701718,0.0,0.0
2020-02-17,404948,32647116,80.4,81.2,80.3,80.3,-0.5,337,80.34,79.445,0.0,0.0,80.06465371831081,79.55116930136238,0.5134844169484296,0.5134970987187494,-1.2681770319766805e-05,-0.0004978839930297019,0.010762162502360175,0.0,0.0
2020-02-18,598765,47665420,80.4,81.0,79.1,79.9,-0.4,523,80.5,79.565,0.0,0.0,80.03904080404862,79.58070624885235,0.45833455519627364,0.5024378503925601,-0.04410329519628642,-0.007453416149068253,0.004210394017470093,0.0,0.0
2020-02-19,573450,45651008,79.5,80.1,79.2,79.5,-0.4,450,80.22,79.64500000000001,0.0,0.0,79.95533278868356,79.57394419316208,0.38138859552148574,0.4781810800007017,-0.09679248447921596,-0.008975317875841422,-0.0018205788185072535,0.0,0.0
2020-02-20,304308,24217632,79.3,80.0,79.3,79.5,0.0,271,80.0,79.745,0.0,0.0,79.88472584220148,79.56780829476803,0.316917547433448,0.44587838749170894,-0.12896084005826092,-0.00625,-0.0030722929337263093,0.0,0.0
2020-02-21,638650,50214554,79.5,79.5,78.2,78.2,-1.3,544,79.47999999999999,79.78,0.0,0.0,79.62379945834358,79.45530931311056,0.1684901452330223,0.39033197591303975,-0.22184183068001745,-0.016104680422747698,-0.019804462271245906,0.0,0.0
2020-02-24,653492,51182672,78.2,79.0,77.6,78.0,-0.2,503,79.02000000000001,79.785,0.0,0.0,79.37256835439618,79.33658398795407,0.035984366442107785,0.31939219866634805,-0.28340783222424026,-0.012908124525436725,-0.022372626433540096,0.0,0.0
