,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-03-02,2685164,179092348,65.4,67.4,65.4,66.4,1.0,1716
1,2021-03-03,1318490,87722518,66.7,67.0,66.0,66.6,0.2,923
2,2021-03-04,1521965,99903267,66.4,66.5,65.0,65.6,-1.0,900
3,2021-03-05,837676,54606324,65.0,65.5,64.9,65.2,-0.4,558
4,2021-03-08,1547261,100946110,65.2,65.8,64.9,65.0,-0.2,1011
5,2021-03-09,1058594,68512670,65.0,65.2,64.4,64.8,-0.2,765
6,2021-03-10,1212571,77962562,64.8,64.8,64.0,64.5,-0.3,971
7,2021-03-11,1358577,88562272,64.6,65.6,64.6,65.2,0.7,849
8,2021-03-12,1034147,67315587,65.2,65.4,64.7,65.3,0.1,666
9,2021-03-15,858746,55753037,65.2,65.3,64.7,64.8,-0.5,633
10,2021-03-16,565906,36830267,64.8,65.3,64.8,65.3,0.5,442
11,2021-03-17,1722182,111446229,65.3,65.3,64.3,64.4,-0.9,1087
12,2021-03-18,1422709,92065502,64.6,65.1,64.4,64.9,0.5,941
13,2021-03-19,4611013,299744421,64.5,65.7,63.9,65.7,0.8,1639
14,2021-03-22,3593912,231431934,65.5,65.5,64.0,64.0,-1.7,1928
15,2021-03-23,3539679,226471134,64.3,64.6,63.7,63.7,-0.3,1808
16,2021-03-24,3318262,211135580,63.9,64.1,63.3,63.6,-0.1,1667
17,2021-03-25,3027392,192578091,63.7,63.9,63.3,63.8,0.2,1080
18,2021-03-26,971984,62690932,64.1,64.7,64.1,64.6,0.8,698
19,2021-03-29,1197801,77915721,64.7,65.4,64.7,65.2,0.6,789
20,2021-03-30,892666,58133320,65.4,65.5,64.9,65.3,0.1,569
21,2021-03-31,1129382,73573359,65.3,65.3,65.0,65.3,0.0,610
