,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,1033976,73020538,69.5,71.0,69.5,70.8,1.4,685
2021-09-02,2021-09-02,455330,31972957,70.5,71.0,69.7,69.8,-1.0,390
2021-09-03,2021-09-03,436593,30550728,70.3,70.7,68.9,69.8,0.0,340
2021-09-06,2021-09-06,405183,28242246,70.5,70.5,69.0,69.2,-0.6,331
2021-09-07,2021-09-07,589931,40505328,68.9,69.2,68.4,68.8,-0.4,443
2021-09-08,2021-09-08,552765,37683117,69.4,69.4,67.7,67.7,-1.1,451
2021-09-09,2021-09-09,376401,25482844,67.9,68.0,67.5,67.6,-0.1,329
2021-09-10,2021-09-10,350637,23875075,67.6,68.6,67.6,68.6,1.0,271
2021-09-13,2021-09-13,471941,32084586,68.6,68.7,67.8,67.9,-0.7,413
2021-09-14,2021-09-14,357921,24275652,68.3,68.3,67.5,67.9,0.0,323
2021-09-15,2021-09-15,523714,35339873,67.9,67.9,67.2,67.3,-0.6,445
2021-09-16,2021-09-16,302924,20453355,67.4,67.8,67.3,67.8,0.5,261
2021-09-17,2021-09-17,1411734,96114886,67.6,68.4,67.6,68.1,0.3,370
