,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-07-01,14961723,471134437,31.9,32.25,30.95,31.1,-0.65,7330
1,2021-07-02,12136594,385563523,31.6,32.25,31.3,31.8,0.7,6317
2,2021-07-05,29701416,975157966,32.1,33.45,31.95,33.0,1.2,14376
3,2021-07-06,15705168,510267258,33.2,33.3,32.1,32.3,-0.7,7742
4,2021-07-07,26902382,886537052,32.05,33.6,32.05,32.7,0.4,11884
5,2021-07-08,26858414,890706624,33.2,33.85,32.65,32.85,0.15,11434
6,2021-07-09,58209644,1977773376,32.4,34.9,32.25,34.85,2.0,25795
7,2021-07-12,80074651,3050326062,37.05,38.3,36.9,38.3,3.45,26250
8,2021-07-13,191477611,7644965928,39.75,42.0,36.6,37.3,-1.0,89272
9,2021-07-14,51974493,1908208425,38.0,38.45,35.55,36.3,-1.0,25865
10,2021-07-15,33866400,1234744945,36.75,37.8,35.75,37.4,1.1,16946
11,2021-07-16,46008396,1757986807,36.75,39.3,36.5,38.9,1.5,23544
12,2021-07-19,50796649,2000851643,38.7,40.35,38.1,38.95,0.05,25346
13,2021-07-20,41417260,1605238274,38.35,39.95,37.6,39.95,1.0,20116
14,2021-07-21,98576079,4311778604,43.0,43.9,42.5,43.9,3.95,26374
15,2021-07-22,185419441,8253290739,44.8,47.55,42.0,44.7,0.8,92003
16,2021-07-23,99739875,4572712793,44.7,47.4,43.5,44.9,0.2,53760
17,2021-07-26,68398324,3177720056,46.0,47.45,45.2,46.5,1.6,35066
18,2021-07-27,73240859,3309390932,46.95,47.25,42.6,43.4,-3.1,37804
19,2021-07-28,63885498,2658326153,42.85,43.8,39.1,42.45,-0.95,31440
20,2021-07-29,41925922,1823710885,44.2,44.9,42.7,43.1,0.65,21940
21,2021-07-30,41961782,1834937315,42.8,45.0,42.2,43.4,0.3,21951
