,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-12-01,11617258,184197208,15.7,16.1,15.6,15.95,0.35,3671
1,2020-12-02,8108308,129185226,16.05,16.1,15.75,16.05,0.1,2452
2,2020-12-03,10976706,177004268,16.2,16.4,15.85,15.85,-0.2,3397
3,2020-12-04,39182663,664421238,16.05,17.4,16.0,17.35,1.5,11071
4,2020-12-07,50743415,917028685,18.0,19.05,17.35,17.65,0.3,16643
5,2020-12-08,15972086,273040237,17.5,17.5,16.8,17.05,-0.6,5618
6,2020-12-09,12413162,213994814,17.15,17.45,16.9,17.45,0.4,4346
7,2020-12-10,11439245,193121578,17.1,17.2,16.5,16.75,-0.7,4259
8,2020-12-11,13425766,228310696,17.0,17.55,16.5,17.2,0.45,4496
9,2020-12-14,6613288,114119727,17.2,17.5,17.0,17.15,-0.05,2402
10,2020-12-15,6428328,108593998,17.25,17.3,16.65,16.65,-0.5,2539
11,2020-12-16,6155465,104978785,17.05,17.25,16.85,16.95,0.3,2247
12,2020-12-17,25657346,449197649,17.0,17.8,16.85,17.65,0.7,7584
13,2020-12-18,15088658,259241187,17.4,17.55,17.0,17.1,-0.55,4973
14,2020-12-21,9052310,153120854,17.05,17.25,16.5,16.95,-0.15,2822
15,2020-12-22,8439268,142046836,16.95,17.2,16.4,16.45,-0.5,2796
16,2020-12-23,5798666,97340410,16.55,17.0,16.5,16.8,0.35,1943
17,2020-12-24,13315279,230198586,17.1,17.5,17.05,17.45,0.65,4115
18,2020-12-25,11508103,199988389,17.7,17.8,17.1,17.3,-0.15,3706
19,2020-12-28,33373633,596365580,17.3,18.35,17.1,18.3,1.0,10279
20,2020-12-29,30563563,561507507,18.85,18.85,18.0,18.1,-0.2,10778
21,2020-12-30,39428264,737717869,18.15,19.3,18.15,18.6,0.5,13165
22,2020-12-31,13223164,244694578,18.6,18.85,18.2,18.3,-0.3,4726
