Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,5896819,81327664,13.6,13.9,13.6,13.75,0.2,1241
1,2020-01-03,3077951,41407642,13.75,13.8,13.25,13.35,-0.4,1166
2,2020-01-06,9224882,123092040,13.15,13.5,13.1,13.3,-0.05,1453
3,2020-01-07,1470446,19294838,13.25,13.3,13.05,13.1,-0.2,505
4,2020-01-08,1815580,23490490,13.0,13.05,12.85,12.85,-0.25,628
5,2020-01-09,812638,10542154,12.95,13.05,12.9,12.95,0.1,342
6,2020-01-10,1413331,18179427,13.0,13.05,12.8,12.85,-0.1,517
7,2020-01-13,1739184,22814488,13.0,13.35,12.9,13.35,0.5,633
8,2020-01-14,5601905,75094634,13.4,13.5,13.25,13.35,0.0,1671
9,2020-01-15,1275020,16867461,13.3,13.3,13.15,13.2,-0.15,520
10,2020-01-16,1017401,13467819,13.25,13.3,13.15,13.2,0.0,349
11,2020-01-17,1689649,22426076,13.25,13.4,13.15,13.4,0.2,528
12,2020-01-20,2714266,36241582,13.45,13.45,13.2,13.4,0.0,822
13,2020-01-30,5050556,61803120,12.2,12.95,12.1,12.1,-1.3,1704
14,2020-01-31,2706338,32663467,12.2,12.4,11.65,12.1,0.0,1057
0,2020-02-03,6998821,84354698,12.0,12.4,11.65,12.25,0.15,2469
1,2020-02-04,2330624,28410703,12.25,12.3,12.1,12.2,-0.05,924
2,2020-02-05,1948775,23533300,12.25,12.3,11.95,12.0,-0.2,796
3,2020-02-06,1171335,14252882,12.1,12.25,12.1,12.2,0.2,501
4,2020-02-07,1249262,14979655,12.15,12.15,11.9,11.95,-0.25,537
5,2020-02-10,1226537,14475428,11.75,11.95,11.65,11.8,-0.15,504
6,2020-02-11,1469402,17398874,11.9,11.95,11.75,11.85,0.05,577
7,2020-02-12,1064143,12741766,11.9,12.05,11.85,12.0,0.15,418
8,2020-02-13,1225844,14721778,12.05,12.2,11.85,11.9,-0.1,554
9,2020-02-14,726741,8692133,11.95,12.05,11.9,11.9,0.0,315
10,2020-02-17,1226171,14514413,11.85,11.9,11.8,11.85,-0.05,399
11,2020-02-18,781792,9274753,11.8,11.95,11.8,11.85,0.0,358
12,2020-02-19,962948,11547771,11.95,12.1,11.85,11.95,0.1,447
13,2020-02-20,1027867,12332844,12.05,12.1,11.95,11.95,0.0,371
14,2020-02-21,802421,9569153,11.95,12.05,11.85,11.85,-0.1,388
15,2020-02-24,1138201,13304756,11.75,11.8,11.65,11.65,-0.2,625
16,2020-02-25,1556812,17824664,11.4,11.55,11.35,11.45,-0.2,618
17,2020-02-26,1359203,15548837,11.4,11.5,11.35,11.4,-0.05,563
18,2020-02-27,2093778,23404857,11.4,11.5,11.0,11.0,-0.4,787
0,2020-03-02,1516319,16573094,10.75,11.1,10.6,10.95,-0.05,637
1,2020-03-03,1013728,11303753,11.15,11.3,11.05,11.1,0.15,496
2,2020-03-04,989001,10950552,11.1,11.2,10.9,11.2,0.1,468
3,2020-03-05,1367469,15391537,11.3,11.35,11.15,11.2,0.0,642
4,2020-03-06,1118175,12411100,11.1,11.2,11.05,11.1,-0.1,398
5,2020-03-09,2203042,23746361,11.0,11.05,10.65,10.65,-0.45,974
6,2020-03-10,1891729,19793390,10.4,10.75,10.25,10.65,0.0,672
7,2020-03-11,1188352,12710129,10.75,10.8,10.5,10.5,-0.15,549
8,2020-03-12,3596032,35886121,10.35,10.4,9.78,9.83,-0.67,1259
9,2020-03-13,4837128,43209054,8.87,9.31,8.85,9.1,-0.73,1409
10,2020-03-16,1975392,17734218,9.1,9.3,8.75,8.81,-0.29,837
11,2020-03-17,1988140,16846538,8.08,8.81,8.07,8.36,-0.45,817
12,2020-03-18,1440216,12040108,8.46,8.56,8.18,8.24,-0.12,755
13,2020-03-19,4326399,32875454,8.02,8.19,7.42,7.42,-0.82,1479
14,2020-03-20,1817182,14427754,7.79,8.08,7.61,7.99,0.57,736
15,2020-03-23,1012997,7772710,7.84,7.84,7.56,7.68,-0.31,408
