,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,41766873,1697412237,39.2,42.05,38.9,42.05,2.75,22160
2021-09-02,2021-09-02,103687846,4449093620,42.6,45.35,40.3,40.6,-1.45,54158
2021-09-03,2021-09-03,33613636,1398123004,41.3,42.35,40.95,41.7,1.1,18080
2021-09-06,2021-09-06,24290539,978650443,41.7,41.9,39.0,39.1,-2.6,13364
2021-09-07,2021-09-07,18537229,712705619,39.3,39.75,37.7,38.65,-0.45,9448
2021-09-08,2021-09-08,19192668,729679453,38.0,39.4,37.4,37.4,-1.25,10127
2021-09-09,2021-09-09,10366010,392973531,37.0,38.35,36.7,38.3,0.9,5531
2021-09-10,2021-09-10,14057788,540364112,38.6,39.15,37.65,38.65,0.35,7502
2021-09-13,2021-09-13,8945586,341384211,38.55,38.8,37.85,37.85,-0.8,4791
2021-09-14,2021-09-14,15631779,595806232,38.0,38.7,37.2,38.5,0.65,7525
2021-09-15,2021-09-15,11060371,415725002,38.15,38.35,37.2,37.25,-1.25,6753
2021-09-16,2021-09-16,7709484,288244082,37.35,38.05,37.0,37.0,-0.25,4223
2021-09-17,2021-09-17,6399891,239292229,37.1,37.8,36.8,37.8,0.8,3487
