,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
2021-09-01,2021-09-01,10920092,502356367,45.8,46.5,45.45,46.4,0.8,5815
2021-09-02,2021-09-02,9970582,454977845,46.15,46.45,45.0,45.0,-1.4,5664
2021-09-03,2021-09-03,16364879,754953899,45.55,46.6,45.4,46.4,1.4,7366
2021-09-06,2021-09-06,13583223,628586151,47.0,47.25,45.7,45.75,-0.65,6297
2021-09-07,2021-09-07,8223045,372707376,45.8,46.2,44.9,45.35,-0.4,4750
2021-09-08,2021-09-08,14156666,623969015,45.0,45.15,43.55,43.65,-1.7,7649
2021-09-09,2021-09-09,14414437,629726304,43.6,44.1,43.4,43.8,0.15,6694
2021-09-10,2021-09-10,6487272,288238292,43.9,45.0,43.85,44.85,1.05,3430
2021-09-13,2021-09-13,6681946,297037407,44.85,45.15,44.1,44.2,-0.65,4035
2021-09-14,2021-09-14,5391008,236970753,44.45,44.5,43.7,43.8,-0.4,3330
2021-09-15,2021-09-15,5341176,232367492,43.8,44.15,43.25,43.3,-0.5,3245
2021-09-16,2021-09-16,3696686,160468957,43.5,43.85,43.2,43.3,0.0,2122
2021-09-17,2021-09-17,5813399,250739803,43.5,43.5,42.8,43.2,-0.1,2994
