,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-12-01,16673108,590450653,35.7,35.85,35.0,35.55,0.15,7707
1,2020-12-02,13480712,478140353,35.85,35.85,35.3,35.45,-0.1,5648
2,2020-12-03,18301108,640941404,35.5,35.5,34.65,34.9,-0.55,8195
3,2020-12-04,23133772,820889239,35.05,35.75,35.05,35.6,0.7,10403
4,2020-12-07,27421129,981463364,36.0,36.4,35.3,35.95,0.35,11287
5,2020-12-08,20811805,747563142,36.0,36.25,35.6,35.95,0.0,9205
6,2020-12-09,18289068,662289420,36.1,36.5,36.0,36.15,0.2,8329
7,2020-12-10,17224899,619305249,36.3,36.3,35.5,35.8,-0.35,7807
8,2020-12-11,17941384,632314879,35.85,36.0,34.6,35.35,-0.45,7830
9,2020-12-14,7474384,264708178,35.55,35.7,35.05,35.45,0.1,3463
10,2020-12-15,11044481,385527594,35.5,35.6,34.6,34.7,-0.75,5068
11,2020-12-16,8421803,295757892,35.0,35.3,34.9,35.05,0.35,4338
12,2020-12-17,6521390,226736350,35.1,35.1,34.65,34.75,-0.3,3224
13,2020-12-18,23348330,795366786,34.75,34.85,33.8,34.0,-0.75,10519
14,2020-12-21,12039255,408728137,34.0,34.2,33.6,34.2,0.2,5678
15,2020-12-22,10240540,349540481,34.2,34.6,33.65,33.65,-0.55,4955
16,2020-12-23,10446091,351985941,33.7,34.0,33.55,33.55,-0.1,4742
17,2020-12-24,8041046,272437629,33.65,34.1,33.65,33.7,0.15,3306
18,2020-12-25,12228942,420913251,34.0,34.7,33.95,34.6,0.9,5813
19,2020-12-28,15048775,526748899,35.3,35.3,34.7,35.0,0.4,7206
20,2020-12-29,9952499,343942327,35.0,35.0,34.4,34.45,-0.55,4979
21,2020-12-30,4658289,161195097,34.7,34.8,34.5,34.6,0.15,2403
22,2020-12-31,7446999,258811188,34.65,34.95,34.6,34.75,0.15,3004
