,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-11-02,6659778,199583539,30.15,30.2,29.8,30.05,0.1,3283
1,2020-11-03,4722219,142935208,30.2,30.45,30.1,30.25,0.2,2271
2,2020-11-04,17059811,528881998,30.5,31.35,30.45,31.05,0.8,7576
3,2020-11-05,30427479,964487023,31.4,31.95,31.15,31.9,0.85,13397
4,2020-11-06,26707706,853660407,32.4,32.55,31.5,31.85,-0.05,11011
5,2020-11-09,13982695,446416425,32.15,32.25,31.7,31.95,0.1,6341
6,2020-11-10,14573631,466398848,32.1,32.2,31.65,32.15,0.2,6197
7,2020-11-11,12742820,412363186,32.15,32.5,32.1,32.35,0.2,6496
8,2020-11-12,10777949,348666635,32.6,32.7,32.1,32.15,-0.2,4319
9,2020-11-13,6923470,222088833,32.15,32.25,31.85,32.15,0.0,3045
10,2020-11-16,12841148,417065077,32.5,32.6,32.35,32.5,0.35,5064
11,2020-11-17,11498286,376245080,32.75,33.0,32.5,32.55,0.05,5128
12,2020-11-18,8110651,263249933,32.55,32.6,32.25,32.5,-0.05,4065
13,2020-11-19,6718990,218154371,32.5,32.65,32.3,32.35,-0.15,4415
14,2020-11-20,7468144,241895680,32.3,32.5,32.2,32.5,0.15,3912
15,2020-11-23,32623330,1095122728,32.7,34.0,32.65,33.9,1.4,13868
16,2020-11-24,26660566,905913560,33.95,34.6,33.5,33.9,0.0,11771
17,2020-11-25,13568669,458410171,34.2,34.4,33.35,33.7,-0.2,6452
18,2020-11-26,15598740,532711572,34.1,34.4,34.0,34.2,0.5,6608
19,2020-11-27,22111736,767936444,34.6,34.95,34.35,34.9,0.7,10570
20,2020-11-30,32064716,1141312194,35.2,35.9,35.2,35.4,0.5,13032
