,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-03-02,22908385,919711262,40.3,40.85,39.3,39.8,0.0,9213
1,2021-03-03,21893140,857050613,39.8,39.95,38.8,39.25,-0.55,10053
2,2021-03-04,15735910,608773776,38.85,39.0,38.5,38.6,-0.65,7836
3,2021-03-05,10311239,393327713,37.95,38.5,37.7,38.35,-0.25,5476
4,2021-03-08,12411372,478518885,38.85,39.0,38.2,38.3,-0.05,5520
5,2021-03-09,16328095,635005272,38.6,39.2,38.3,39.2,0.9,7554
6,2021-03-10,12710802,500390105,39.5,39.65,39.05,39.55,0.35,5602
7,2021-03-11,17079547,681736688,39.8,40.25,39.5,40.05,0.5,8251
8,2021-03-12,15112893,605396473,40.4,40.6,39.6,39.9,-0.15,7349
9,2021-03-15,32628224,1327922799,40.25,41.15,40.2,40.45,0.55,13785
10,2021-03-16,20940278,856233225,40.95,41.15,40.7,40.85,0.4,9145
11,2021-03-17,16743397,684414782,41.2,41.4,40.5,40.8,-0.05,8012
12,2021-03-18,22246449,916039181,41.15,41.4,40.85,41.25,0.45,9979
13,2021-03-19,13750174,559881060,40.95,41.15,40.55,40.75,-0.5,6666
14,2021-03-22,13885930,558897776,40.75,40.8,39.85,40.7,-0.05,7438
15,2021-03-23,32572848,1335086197,41.0,41.8,40.6,41.75,1.05,14623
16,2021-03-24,25283704,1040582777,41.65,42.0,40.75,40.95,-0.8,12118
17,2021-03-25,13510957,550453903,40.85,41.4,40.35,40.65,-0.3,5396
18,2021-03-26,9478116,387326406,40.9,41.15,40.65,40.9,0.25,4542
19,2021-03-29,9164581,376536289,41.25,41.45,40.9,41.05,0.15,4919
20,2021-03-30,16387510,677582548,41.35,41.6,41.15,41.55,0.5,7184
21,2021-03-31,21038138,875710816,41.9,42.15,41.2,41.2,-0.35,9257
