,Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
0,2020-01-02,8783924,134957831,15.0,15.55,15.0,15.25,0.4,2951,0.0,0.0,0.0,0.0,15.25,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,3140165,47347175,15.25,15.3,14.95,15.0,-0.25,1052,0.0,0.0,0.0,0.0,15.114583333333332,15.120192307692307,-0.00560897435897445,-0.0031160968660969165,-0.0024928774928775336,0.0,0.0,0.0,0.0
2,2020-01-06,1907381,28296465,14.9,15.0,14.75,14.75,-0.25,858,0.0,0.0,0.0,0.0,14.97228637413395,14.987185805815672,-0.01489943168172303,-0.007945332446271552,-0.006954099235451478,0.0,0.0,0.0,0.0
3,2020-01-07,2601810,38087368,14.65,14.85,14.55,14.6,-0.15,904,0.0,0.0,0.0,0.0,14.854770114942529,14.878945574366549,-0.024175459424020218,-0.013443342940088851,-0.010732116483931367,0.0,0.0,0.0,0.0
4,2020-01-08,4675341,68724036,14.6,14.95,14.35,14.75,0.15,1739,14.87,0.0,0.0,0.0,14.826304449158588,14.849042563822168,-0.022738114663580333,-0.016208327389009448,-0.0065297872745708856,-0.008069939475453883,0.0,0.0,0.0
5,2020-01-09,1503642,22173209,14.75,14.9,14.65,14.75,0.0,579,14.77,0.0,0.0,0.0,14.807758453650896,14.82920512822374,-0.021446674572842994,-0.017628210722297664,-0.0038184638505453297,-0.0013540961408259698,0.0,0.0,0.0
6,2020-01-10,3555446,53311070,14.9,15.1,14.85,14.85,0.1,1261,14.74,0.0,0.0,0.0,14.817184506926804,14.832903388371388,-0.015718881444584554,-0.017145010418378594,0.0014261289737940407,0.007462686567164141,0.0,0.0,0.0
7,2020-01-13,3787885,57116895,14.85,15.3,14.8,15.3,0.45,1204,14.85,0.0,0.0,0.0,14.917940658644737,14.908164226376762,0.009776432267974755,-0.010675281483005958,0.02045171375098071,0.030303030303030377,0.0,0.0,0.0
8,2020-01-14,2383001,35910556,15.15,15.3,14.95,15.0,-0.3,925,14.930000000000001,0.0,0.0,0.0,14.93417491710082,14.921776304092681,0.012398613008139492,-0.00534509738537051,0.01774371039351,0.004688546550569223,0.0,0.0,0.0
9,2020-01-15,4148915,63044757,15.0,15.3,15.0,15.15,0.15,1516,15.01,0.0,0.0,0.0,14.975073686431006,14.95326895289789,0.021804733533116405,0.0007380407858924655,0.02106669274722394,0.009327115256495707,0.0,0.0,0.0
10,2020-01-16,3550176,54100996,15.15,15.4,15.05,15.2,0.05,1073,15.1,0.0,0.0,0.0,15.016229778457653,14.985270047871541,0.03095973058611179,0.00735037382937684,0.02360935675673495,0.006622516556291367,0.0,0.0,0.0
11,2020-01-17,2678959,40873761,15.3,15.4,15.1,15.35,0.15,893,15.2,0.0,0.0,0.0,15.075573028127113,15.030082869325751,0.04549015880136231,0.015541200120537998,0.029948958680824315,0.009868421052631603,0.0,0.0,0.0
12,2020-01-20,7770844,118240591,15.5,15.5,14.95,14.95,-0.4,2583,15.13,0.0,0.0,0.0,15.053768779989827,15.020701175629071,0.033067604360756064,0.01925039617834457,0.013817208182411493,-0.011896893588896331,0.0,0.0,0.0
13,2020-01-30,6906545,93558852,13.6,13.85,13.5,13.5,-1.45,1933,14.830000000000002,0.0,0.0,0.0,14.789211565810488,14.849908336096288,-0.06069677028579967,0.0025253893042057594,-0.06322215959000543,-0.08968307484828063,0.0,0.0,0.0
14,2020-01-31,5119156,67311344,13.15,13.7,12.75,13.1,-0.4,1712,14.419999999999998,0.0,0.0,0.0,14.506239710244405,14.660611118887143,-0.15437140864273857,-0.029998295720802984,-0.12437311292193559,-0.09153952843273222,0.0,0.0,0.0
15,2020-02-03,4763938,58078737,12.5,12.55,11.8,12.25,-0.85,1614,13.829999999999998,0.0,0.0,0.0,14.133378308680662,14.408441393153902,-0.27506308447324024,-0.08043080233372361,-0.1946322821395166,-0.11424439624005774,0.0,0.0,0.0
16,2020-02-04,2248175,28397797,12.3,12.85,12.3,12.8,0.55,926,13.320000000000002,0.0,0.0,0.0,13.915513247485908,14.245170545440518,-0.3296572979546095,-0.13142437462371834,-0.19823292333089118,-0.03903903903903914,0.0,0.0,0.0
17,2020-02-05,7230197,96603984,13.0,13.65,12.7,13.4,0.6,2674,13.01,0.0,0.0,0.0,13.832078408134196,14.161669185629833,-0.32959077749563725,-0.17178472259035446,-0.1578060549052828,0.02997694081475792,0.0,0.0,0.0
18,2020-02-06,3137477,42165256,13.5,13.6,13.35,13.5,0.1,1014,13.01,0.0,0.0,0.0,13.778758809435097,14.097874701853577,-0.3191158924184805,-0.20168181912498062,-0.11743407329349986,0.03766333589546504,0.0,0.0,0.0
19,2020-02-07,2171310,28795888,13.35,13.35,13.15,13.25,-0.25,704,13.040000000000001,14.334999999999999,0.0,0.0,13.694426034189648,14.01791367297482,-0.3234876387851724,-0.22632712407769476,-0.09716051470747764,0.016104294478527535,-0.07568887338681543,0.0,0.0
20,2020-02-10,4838248,63557054,13.15,13.3,12.95,13.15,-0.1,1708,13.219999999999999,14.23,0.0,0.0,13.608081944069328,13.937686103476445,-0.3296041594071166,-0.2471748171731083,-0.08242934223400833,-0.005295007564296408,-0.0758959943780745,0.0,0.0
21,2020-02-11,1392913,18406050,13.2,13.3,13.15,13.2,0.05,530,13.3,14.14,0.0,0.0,13.54366754991206,13.870726015954268,-0.32705846604220845,-0.26327031072706025,-0.0637881553151482,-0.007518796992481309,-0.06647807637906657,0.0,0.0
22,2020-02-12,2029671,27176995,13.4,13.45,13.25,13.4,0.2,749,13.3,14.0725,0.0,0.0,13.52108046018899,13.828699697867199,-0.30761923767820853,-0.2721927649909911,-0.035426472687217436,0.007518796992481176,-0.04778823947415167,0.0,0.0
23,2020-02-13,1789138,23991366,13.5,13.6,13.3,13.3,-0.1,734,13.26,14.007499999999999,0.0,0.0,13.486439482048308,13.782204494530312,-0.29576501248200415,-0.2769295834820715,-0.01883542899993268,0.003016591251885439,-0.0505086560771014,0.0,0.0
