Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,59376469,1178523824,19.85,20.1,19.65,19.65,0.1,13865
1,2020-01-03,58359658,1159264861,20.05,20.05,19.5,19.9,0.25,12031
2,2020-01-06,146676369,2929238739,20.0,20.6,19.35,19.45,-0.45,31736
3,2020-01-07,45004812,864751028,19.65,19.8,18.8,19.05,-0.4,12152
4,2020-01-08,28857884,553173016,19.1,19.4,19.05,19.1,0.05,7181
5,2020-01-09,21900489,423305822,19.35,19.5,19.2,19.3,0.2,5411
6,2020-01-10,11536988,221731002,19.4,19.5,19.05,19.15,-0.15,3428
7,2020-01-13,15385046,298965333,19.3,19.55,19.2,19.55,0.4,4802
8,2020-01-14,17540827,344307392,19.65,19.75,19.5,19.6,0.05,4780
9,2020-01-15,17434326,337579368,19.75,19.75,19.15,19.15,-0.45,6318
10,2020-01-16,11718371,224959351,19.1,19.3,19.05,19.25,0.1,3255
11,2020-01-17,18513990,353929681,19.45,19.45,19.0,19.05,-0.2,6471
12,2020-01-20,12207454,234024018,19.2,19.25,19.05,19.2,0.15,3361
13,2020-01-30,51566382,905899985,18.1,18.1,17.3,17.3,-1.9,13379
14,2020-01-31,53036657,901473869,17.3,17.6,16.45,16.95,-0.35,14211
0,2020-02-03,43161125,688444703,15.7,16.6,15.3,16.55,-0.4,12351
1,2020-02-04,33093690,557485651,16.75,17.15,16.5,17.15,0.6,10251
2,2020-02-05,52808017,926639689,17.2,18.05,17.0,17.55,0.4,13131
3,2020-02-06,21857500,386727853,17.65,17.8,17.55,17.75,0.2,6056
4,2020-02-07,53497406,915823979,17.5,17.55,16.9,16.95,-0.8,14638
5,2020-02-10,53607667,866672255,16.0,16.45,15.9,16.1,-0.85,17705
6,2020-02-11,34051797,556143088,16.25,16.45,16.2,16.4,0.3,8584
7,2020-02-12,38324274,642731240,16.6,16.95,16.55,16.8,0.4,9989
8,2020-02-13,31561602,529703271,17.0,17.05,16.65,16.65,-0.15,8036
9,2020-02-14,26334950,435998787,16.6,16.7,16.4,16.5,-0.15,6539
10,2020-02-17,26849575,446339891,16.4,16.85,16.3,16.75,0.25,6468
11,2020-02-18,16202298,269764047,16.65,16.85,16.5,16.6,-0.15,4354
12,2020-02-19,30917274,505476508,16.5,16.55,16.15,16.45,-0.15,8367
13,2020-02-20,49859704,841522930,16.65,17.2,16.65,17.15,0.7,11609
14,2020-02-21,48616128,828096419,17.1,17.25,16.8,17.0,-0.15,10957
15,2020-02-24,34791341,593237858,16.9,17.25,16.75,16.9,-0.1,7930
16,2020-02-25,22811383,383736661,16.7,17.05,16.6,17.0,0.1,6968
17,2020-02-26,36616985,612423389,16.7,17.0,16.55,16.55,-0.45,7913
18,2020-02-27,36223105,590298430,16.75,16.8,16.0,16.0,-0.55,8684
0,2020-03-02,37979399,595252712,15.5,16.25,15.15,15.8,-0.2,9922
1,2020-03-03,26330507,430284841,16.3,16.5,16.2,16.3,0.5,5571
2,2020-03-04,17325743,284034364,16.2,16.6,16.1,16.6,0.3,4927
3,2020-03-05,18275420,306418366,16.85,16.95,16.65,16.65,0.05,4928
4,2020-03-06,16631966,271505287,16.45,16.6,16.2,16.25,-0.4,5416
5,2020-03-09,35002093,555879839,16.05,16.25,15.6,15.6,-0.65,10209
6,2020-03-10,27443632,431761275,15.25,16.15,15.25,16.15,0.55,7225
7,2020-03-11,24191025,384799256,16.15,16.2,15.65,15.65,-0.5,6678
8,2020-03-12,55980521,816964174,15.4,15.45,14.15,14.2,-1.45,14797
9,2020-03-13,56088858,729471310,12.8,13.6,12.8,13.6,-0.6,14487
10,2020-03-16,46813292,612094294,13.7,13.95,12.45,12.5,-1.1,11991
11,2020-03-17,55504760,655416167,12.0,12.3,11.5,11.5,-1.0,12682
12,2020-03-18,38512699,448586151,11.8,11.9,11.25,11.25,-0.25,10318
13,2020-03-19,47823601,497629127,10.7,11.0,10.15,10.15,-1.1,10923
14,2020-03-20,44373898,479666443,10.5,11.1,10.5,10.75,0.6,10280
15,2020-03-23,28049060,280942399,10.1,10.2,9.8,9.96,-0.79,7584
16,2020-03-24,27139442,286813819,10.45,10.8,10.35,10.6,0.64,6780
17,2020-03-25,43801985,505503104,11.3,11.65,11.2,11.65,1.05,10298
18,2020-03-26,30105289,345405843,11.75,11.75,11.1,11.65,0.0,8331
19,2020-03-27,36950961,442794268,12.35,12.4,11.65,11.65,0.0,9348
20,2020-03-30,20082175,228378029,11.2,11.7,11.1,11.7,0.05,4921
21,2020-03-31,27235719,316981207,12.0,12.1,11.35,11.35,-0.35,6530
0,2020-04-01,16073282,184394402,11.45,11.6,11.2,11.6,0.25,4324
1,2020-04-06,29779444,351399978,11.8,12.0,11.5,12.0,0.4,7750
2,2020-04-07,43784048,545509080,12.3,12.7,12.3,12.5,0.5,10056
