,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-03-02,101485478,3127322034,31.3,31.6,29.85,29.95,-0.6,32656
1,2021-03-03,108787198,3217629550,30.15,30.55,29.05,29.6,-0.35,34757
2,2021-03-04,137496622,3924086092,29.1,29.2,28.1,28.25,-1.35,48239
3,2021-03-05,104413957,2863591348,27.2,27.95,26.95,27.4,-0.85,36463
4,2021-03-08,73778296,2032441041,28.1,28.1,27.0,27.1,-0.3,24235
5,2021-03-09,95121309,2531118444,27.0,27.3,26.2,26.55,-0.55,31667
6,2021-03-10,60169160,1624661777,27.1,27.3,26.8,26.85,0.3,20105
7,2021-03-11,75809751,2103671890,27.05,28.2,27.05,28.2,1.35,26051
8,2021-03-12,89149787,2532333608,28.65,28.85,28.05,28.2,0.0,28439
9,2021-03-15,42601414,1189773586,28.2,28.2,27.7,27.9,-0.3,14798
10,2021-03-16,39996982,1128180894,28.2,28.45,28.0,28.2,0.3,13187
11,2021-03-17,35269809,995915301,28.4,28.5,28.05,28.15,-0.05,12187
12,2021-03-18,45302108,1289238844,28.3,28.75,28.2,28.3,0.15,15781
13,2021-03-19,108651591,3026793017,28.0,28.2,27.45,28.2,-0.1,24781
14,2021-03-22,52276840,1469638226,28.1,28.4,27.7,28.35,0.15,17708
15,2021-03-23,96190949,2774456621,28.7,29.2,28.4,28.4,0.05,28811
16,2021-03-24,59148548,1663233014,28.2,28.65,27.9,28.0,-0.4,17399
17,2021-03-25,38405661,1071993153,28.0,28.25,27.6,27.95,-0.05,13015
18,2021-03-26,116884173,3372998145,28.2,29.15,28.15,29.1,1.15,37728
19,2021-03-29,111468923,3299559333,29.35,29.85,29.2,29.8,0.7,33353
20,2021-03-30,74671525,2213179181,30.05,30.3,29.25,29.6,-0.2,24905
21,2021-03-31,49404909,1456925439,29.6,29.8,29.25,29.5,-0.1,15984
