Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
2020-01-02,59376469,1178523824,19.85,20.1,19.65,19.65,0.1,13865,0.0,0.0,0.0,0.0,19.65,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,58359658,1159264861,20.05,20.05,19.5,19.9,0.25,12031,0.0,0.0,0.0,0.0,19.785416666666663,19.77980769230769,0.00560897435897445,0.0031160968660969165,0.0024928774928775336,0.0,0.0,0.0,0.0
2020-01-06,146676369,2929238739,20.0,20.6,19.35,19.45,-0.45,31736,0.0,0.0,0.0,0.0,19.654503464203234,19.66131099063578,-0.006807526432545785,-0.0009509618628550099,-0.005856564569690775,0.0,0.0,0.0,0.0
2020-01-07,45004812,864751028,19.65,19.8,18.8,19.05,-0.4,12152,0.0,0.0,0.0,0.0,19.463685344827585,19.49041515168731,-0.02672980685972348,-0.009683632932254898,-0.017046173927468586,0.0,0.0,0.0,0.0
2020-01-08,28857884,553173016,19.1,19.4,19.05,19.1,0.05,7181,19.43,0.0,0.0,0.0,19.36487333644086,19.39987626770511,-0.03500293126425191,-0.017215551760193085,-0.01778737950405883,-0.016984045290787356,0.0,0.0,0.0
2020-01-09,21900489,423305822,19.35,19.5,19.2,19.3,0.2,5411,19.36,0.0,0.0,0.0,19.34910570271218,19.37987184786831,-0.030766145156128744,-0.02088851596891014,-0.009877629187218604,-0.0030991735537189424,0.0,0.0,0.0
2020-01-10,11536988,221731002,19.4,19.5,19.05,19.15,-0.15,3428,19.21,0.0,0.0,0.0,19.304675961769654,19.338990331349002,-0.034314369579348636,-0.02428624134852986,-0.010028128230818775,-0.003123373243102669,0.0,0.0,0.0
2020-01-13,15385046,298965333,19.3,19.55,19.2,19.55,0.4,4802,19.23,0.0,0.0,0.0,19.355871307342884,19.372989217434988,-0.017117910092103727,-0.022563556547111507,0.00544564645500778,0.01664066562662508,0.0,0.0,0.0
2020-01-14,17540827,344307392,19.65,19.75,19.5,19.6,0.05,4780,19.34,0.0,0.0,0.0,19.404168652016697,19.406637198964535,-0.0024685469478384903,-0.017921509637822745,0.015452962689984254,0.01344364012409522,0.0,0.0,0.0
2020-01-15,17434326,337579368,19.75,19.75,19.15,19.15,-0.45,6318,19.35,0.0,0.0,0.0,19.356003791240756,19.37122376327719,-0.01521997203643366,-0.017316208391069052,0.002096236354635392,-0.010335917312661645,0.0,0.0,0.0
2020-01-16,11718371,224959351,19.1,19.3,19.05,19.25,0.1,3255,19.339999999999996,0.0,0.0,0.0,19.336607653375633,19.355501002776396,-0.018893349400762816,-0.017661277832307136,-0.0012320715684556796,-0.004653567735263512,0.0,0.0,0.0
2020-01-17,18513990,353929681,19.45,19.45,19.0,19.05,-0.2,6471,19.32,0.0,0.0,0.0,19.285649753498124,19.317965390985787,-0.032315637487663196,-0.020808419706163726,-0.01150721778149947,-0.013975155279503083,0.0,0.0,0.0
2020-01-20,12207454,234024018,19.2,19.25,19.05,19.2,0.15,3361,19.25,0.0,0.0,0.0,19.270777702500993,19.304145766709638,-0.03336806420864491,-0.023466476843129292,-0.009901587365515618,-0.0025974025974026343,0.0,0.0,0.0
