,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-04-01,17304326,981591152,56.3,57.7,55.7,57.3,2.2,10343
1,2021-04-06,39352469,2389714418,59.3,62.9,57.4,61.8,4.5,22327
2,2021-04-07,34595247,2213002970,63.0,65.6,62.4,64.7,2.9,20171
3,2021-04-08,23806408,1545606348,64.2,66.3,63.0,65.1,0.4,13782
4,2021-04-09,19935744,1277242639,65.3,66.3,62.4,63.5,-1.6,11173
5,2021-04-12,16186375,1022583126,64.5,65.3,61.5,62.7,-0.8,9022
6,2021-04-13,34621281,2264028375,63.6,67.8,62.2,64.1,1.4,18638
7,2021-04-14,58722288,3881774657,66.7,68.8,61.8,68.2,4.1,30580
8,2021-04-15,32828515,2233946883,67.3,70.9,66.0,70.9,2.7,17603
9,2021-04-16,52688724,3951113932,70.4,77.7,69.6,76.7,5.8,29878
10,2021-04-19,36858616,2846314673,78.0,79.9,75.0,77.0,0.3,20484
11,2021-04-20,40518398,3280708880,77.0,84.5,75.9,82.1,5.1,23168
12,2021-04-21,33508962,2798610680,83.7,85.7,82.0,82.4,0.3,19165
13,2021-04-22,31013181,2494951539,84.2,84.8,76.2,76.2,-6.2,17131
14,2021-04-23,28842424,2349629194,77.6,83.8,77.2,83.8,7.6,14857
15,2021-04-26,38485358,3400089015,92.1,92.1,86.1,88.4,4.6,20859
16,2021-04-27,20546673,1800448821,88.7,89.9,85.8,86.2,-2.2,13099
17,2021-04-28,26620014,2348399034,86.8,91.0,85.1,86.3,0.1,15875
18,2021-04-29,23427482,1986415882,86.9,88.4,82.2,82.3,-4.0,12880
