,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-01-04,16140973,783406631,50.1,50.4,47.55,48.3,-1.35,8831
1,2021-01-05,8996677,427296266,48.3,48.35,46.75,47.35,-0.95,5152
2,2021-01-06,17238252,833201495,49.4,49.75,46.5,47.85,0.5,9530
3,2021-01-07,13912262,678765968,48.7,49.8,47.75,48.8,0.95,7398
4,2021-01-08,10193015,499371786,49.3,49.7,48.5,49.1,0.3,5706
5,2021-01-11,8078403,397492408,49.7,50.2,48.75,48.75,-0.35,4733
6,2021-01-12,9676642,465521589,49.2,49.65,46.7,46.9,-1.85,5373
7,2021-01-13,8732318,422910859,47.85,49.15,47.5,48.75,1.85,4716
8,2021-01-14,14453001,715214831,49.2,50.5,48.3,49.2,0.45,7915
9,2021-01-15,66235002,3541638043,49.75,54.1,49.4,54.1,4.9,22019
10,2021-01-18,67750596,3678913351,55.4,55.8,52.1,55.0,0.9,31827
11,2021-01-19,27114162,1461282916,54.7,55.8,52.3,52.5,-2.5,14635
12,2021-01-20,24220449,1195695126,53.0,53.1,47.4,47.7,-4.8,13560
13,2021-01-21,28325436,1283221316,45.7,47.4,43.2,44.45,-3.25,14639
14,2021-01-22,12714159,566817626,44.45,45.8,43.5,45.3,0.85,7256
15,2021-01-25,8306754,364756969,44.5,44.75,43.2,43.95,-1.35,4333
16,2021-01-26,12647151,569847491,45.0,46.2,44.1,44.5,0.55,7099
17,2021-01-27,4748551,211409917,44.35,45.15,44.05,44.35,-0.15,2822
18,2021-01-28,3862681,169604385,43.8,44.45,43.2,43.8,-0.55,2240
19,2021-01-29,4733484,206213071,44.6,44.7,42.45,43.0,-0.8,2839
