Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
2020-01-02,282040,7554709,26.85,26.9,26.7,26.8,-0.05,204,0.0,0.0,0.0,0.0,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,509112,13629564,26.9,27.0,26.6,26.6,-0.2,270,0.0,0.0,0.0,0.0,26.69166666666667,26.696153846153845,-0.004487179487174586,-0.00249287749287477,-0.001994301994299816,0.0,0.0,0.0,0.0
2020-01-06,499717,13139767,26.6,26.6,26.2,26.25,-0.35,286,0.0,0.0,0.0,0.0,26.51928406466513,26.535855101034997,-0.016571036369867898,-0.008262614737544083,-0.008308421632323815,0.0,0.0,0.0,0.0
2020-01-07,610311,15900186,26.3,26.45,25.85,26.0,-0.25,389,0.0,0.0,0.0,0.0,26.355366379310347,26.38605343142825,-0.03068705211790501,-0.015858968863682606,-0.014828083254222406,0.0,0.0,0.0,0.0
2020-01-08,520852,13484697,26.0,26.1,25.75,25.8,-0.2,298,26.29,0.0,0.0,0.0,26.2044753189182,26.25014522344469,-0.04566990452649122,-0.02472704824933486,-0.020942856277156363,-0.018638265500190127,0.0,0.0,0.0
2020-01-09,247119,6448680,26.0,26.2,26.0,26.05,0.25,184,26.140000000000004,0.0,0.0,0.0,26.166929689504745,26.210057731489755,-0.04312804198501041,-0.029714740627163474,-0.013413301357846939,-0.003442999234889189,0.0,0.0,0.0
2020-01-10,317038,8239075,26.1,26.1,25.9,25.9,-0.15,196,26.0,0.0,0.0,0.0,26.10736526320748,26.154915571240974,-0.04755030803349314,-0.034228446928064024,-0.013321861105429114,-0.003846153846153901,0.0,0.0,0.0
2020-01-13,457608,11996583,26.05,26.4,25.95,26.4,0.5,254,26.03,0.0,0.0,0.0,26.168433622365818,26.194404745495866,-0.025971123130048568,-0.03224405674039247,0.006272933610343902,0.014214368036880424,0.0,0.0,0.0
2020-01-14,257805,6794072,26.35,26.5,26.25,26.4,0.0,171,26.109999999999996,0.0,0.0,0.0,26.214245693997942,26.224878475633055,-0.010632781635113275,-0.027251744976984318,0.016618963341871042,0.011106855610877164,0.0,0.0,0.0
2020-01-15,342868,9030201,26.45,26.45,26.25,26.3,-0.1,150,26.21,0.0,0.0,0.0,26.230496101657398,26.235244514861346,-0.004748413203948587,-0.022209692343207636,0.01746127913925905,0.003433803891644405,0.0,0.0,0.0
