Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,72998501,2786922788,37.85,38.7,37.45,38.0,0.8,25989
1,2020-01-03,72591071,2769531548,38.85,39.0,37.2,38.0,0.0,24062
2,2020-01-06,123542783,4812829402,38.4,39.45,38.2,38.95,0.95,41534
3,2020-01-07,101521085,3893250949,39.5,39.85,37.6,37.6,-1.35,34549
4,2020-01-08,69631645,2644407795,36.9,38.6,36.85,38.5,0.9,24981
5,2020-01-09,67056500,2589223297,39.1,39.2,38.25,38.35,-0.15,22474
6,2020-01-10,34772033,1324381870,38.5,38.7,37.8,37.95,-0.4,12904
7,2020-01-13,30759597,1182599914,38.4,38.8,38.05,38.8,0.85,11226
8,2020-01-14,61141970,2396279745,38.9,39.65,38.65,39.25,0.45,20663
9,2020-01-15,32829918,1282008368,39.4,39.6,38.75,38.75,-0.5,13155
10,2020-01-16,71910194,2842313588,38.75,39.95,38.6,39.95,1.2,23345
11,2020-01-17,56266761,2219827651,40.0,40.1,39.15,39.3,-0.65,19412
12,2020-01-20,29131095,1155463799,39.5,39.9,39.4,39.7,0.4,11150
13,2020-01-30,79692661,2964790079,37.95,38.4,36.0,36.5,-3.2,27814
14,2020-01-31,67256206,2545535628,37.8,38.4,37.1,38.0,1.5,23480
0,2020-02-03,60895074,2261636821,37.0,38.2,36.0,38.2,0.2,24165
1,2020-02-04,58873016,2278287350,38.4,39.3,38.05,38.45,0.25,22144
2,2020-02-05,120991527,4825509333,38.8,40.55,38.6,40.25,1.8,40932
3,2020-02-06,67445747,2734509330,40.25,40.9,40.1,40.9,0.65,22738
4,2020-02-07,62861371,2507360213,40.3,40.4,39.4,39.45,-1.45,23997
5,2020-02-10,86073489,3319774136,38.55,39.4,38.2,38.2,-1.25,33026
6,2020-02-11,34219291,1328497260,38.75,39.05,38.55,38.85,0.65,13329
7,2020-02-12,31089916,1212171461,39.1,39.4,38.7,38.9,0.05,13134
8,2020-02-13,52229534,2056702374,39.3,39.9,38.85,38.85,-0.05,20530
9,2020-02-14,42451379,1636168490,38.8,39.0,38.35,38.45,-0.4,16465
10,2020-02-17,34884800,1346726778,38.1,39.0,38.0,38.7,0.25,13562
11,2020-02-18,35999683,1378355397,38.5,38.65,38.0,38.15,-0.55,13547
12,2020-02-19,211671796,7530508462,35.8,36.8,34.55,35.35,-2.8,73538
13,2020-02-20,88574529,3181686382,35.8,36.3,35.55,35.6,0.25,31995
14,2020-02-21,49213358,1765823934,35.45,36.25,35.45,35.8,0.2,18148
15,2020-02-24,49540201,1787423586,35.4,36.45,35.35,36.0,0.2,19542
16,2020-02-25,50528843,1800865200,35.6,36.15,35.25,35.6,-0.4,17523
17,2020-02-26,50713648,1787328080,35.25,35.8,34.8,34.85,-0.75,19238
18,2020-02-27,109721998,3691769832,35.3,35.45,32.95,33.0,-1.85,33703
0,2020-03-02,88957176,2832010981,30.6,32.85,30.45,31.7,-1.3,28791
1,2020-03-03,60638618,2014261623,33.6,33.65,32.85,32.85,1.15,21977
2,2020-03-04,60382019,2003275791,32.85,33.6,32.2,33.5,0.65,19757
3,2020-03-05,65888662,2280695970,34.1,35.15,34.05,35.0,1.5,22165
4,2020-03-06,40736351,1412581566,34.5,34.95,34.3,34.95,-0.05,12971
5,2020-03-09,75495261,2597862025,34.95,35.2,33.5,33.5,-1.45,22821
6,2020-03-10,61293454,2072325785,32.9,34.8,32.7,34.8,1.3,20288
7,2020-03-11,46882209,1602647676,34.8,35.05,33.15,33.4,-1.4,16777
8,2020-03-12,77115376,2409890210,32.95,32.95,30.25,30.65,-2.75,28751
9,2020-03-13,80956299,2279166694,27.7,29.55,27.6,29.1,-1.55,25374
10,2020-03-16,67385870,1938915331,29.35,30.2,27.2,27.2,-1.9,23842
11,2020-03-17,78379653,2054445918,25.9,27.5,25.35,25.35,-1.85,25450
12,2020-03-18,57693817,1469948875,26.15,26.3,24.5,24.5,-0.85,20112
13,2020-03-19,86167950,1955049577,24.0,24.3,22.05,22.05,-2.45,24032
14,2020-03-20,59500634,1418203773,23.15,24.25,22.85,24.25,2.2,17285
