,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-08-02,86605581,3770055865,42.3,44.15,42.2,44.1,2.6,34816
1,2021-08-03,41108691,1777079569,43.65,43.65,42.85,43.35,-0.75,18188
2,2021-08-04,38620164,1700080191,43.9,44.3,43.65,44.25,0.9,16631
3,2021-08-05,84343393,3793509107,44.3,45.5,43.85,45.45,1.2,32697
4,2021-08-06,242770300,11149619317,46.5,48.0,44.0,44.0,-1.45,106343
5,2021-08-09,35169267,1525335754,43.7,43.9,42.95,43.1,-0.9,16721
6,2021-08-10,27977857,1202539797,43.25,43.7,42.5,42.7,-0.4,12065
7,2021-08-11,45016906,1873936905,42.4,42.4,41.0,41.55,-1.15,19739
8,2021-08-12,36797039,1500804988,41.05,41.25,40.5,40.8,-0.75,17734
9,2021-08-13,86793287,3386922176,40.6,40.65,38.15,38.2,-2.6,41116
10,2021-08-16,37263140,1410610804,37.75,38.65,37.2,37.95,-0.25,16503
11,2021-08-17,25101544,946329635,38.15,38.3,37.45,37.65,-0.3,10162
12,2021-08-18,48517885,1869555565,37.3,39.75,37.2,39.7,2.05,21844
13,2021-08-19,27380886,1052109396,38.9,39.0,38.05,38.2,-1.5,14529
14,2021-08-20,18701840,709713636,38.35,38.65,37.55,37.75,-0.45,8532
15,2021-08-23,15354202,593568670,38.35,39.05,38.25,38.8,1.05,6953
16,2021-08-24,19066341,736176588,39.15,39.35,38.1,38.6,-0.2,8770
17,2021-08-25,16994551,664870058,38.75,39.45,38.5,39.3,0.7,7657
18,2021-08-26,14755959,578726887,39.65,39.75,38.85,39.25,-0.05,6646
19,2021-08-27,15659913,612889323,39.3,39.6,38.9,39.15,-0.1,6744
20,2021-08-30,16297993,642197427,39.55,39.7,39.15,39.65,0.5,7422
21,2021-08-31,22961685,917588182,39.8,40.3,39.5,40.3,0.65,10401
