,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-10-05,36835766,1165388711,32.2,32.45,31.3,31.35,-0.6,13497
1,2020-10-06,15953721,502037912,31.7,31.75,31.35,31.35,0.0,5897
2,2020-10-07,32903356,1047871742,31.45,32.1,31.3,31.9,0.55,12185
3,2020-10-08,36669972,1170038012,32.2,32.2,31.65,31.8,-0.1,13257
4,2020-10-12,29106613,928694937,32.1,32.3,31.5,31.55,-0.25,10029
5,2020-10-13,15401545,484078209,31.65,31.85,31.15,31.55,0.0,6201
6,2020-10-14,16679240,530676698,31.65,32.1,31.6,31.6,0.05,6309
7,2020-10-15,9850141,310433540,31.5,31.8,31.35,31.45,-0.15,4070
8,2020-10-16,15998629,501444154,31.3,31.75,31.1,31.15,-0.3,7181
9,2020-10-19,15631493,494075955,31.4,31.8,31.2,31.7,0.55,6818
10,2020-10-20,21907986,699614861,31.75,32.15,31.6,31.8,0.1,8568
11,2020-10-21,16480309,526792999,32.05,32.15,31.8,31.85,0.05,6257
12,2020-10-22,12966955,412932233,31.8,32.0,31.65,31.85,0.0,4450
13,2020-10-23,112571775,3687579531,32.0,33.25,31.85,32.9,1.05,38192
14,2020-10-26,144327238,4844046200,33.35,34.0,32.8,34.0,1.1,49981
15,2020-10-27,323190771,11071193379,34.35,35.2,32.9,33.0,-1.0,102730
16,2020-10-28,83058925,2781394137,33.45,33.9,33.1,33.3,0.3,28692
17,2020-10-29,44950397,1479417838,32.8,33.15,32.6,33.05,-0.25,16775
18,2020-10-30,46967022,1526467879,33.0,33.15,32.0,32.0,-1.05,17941
