,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-02-01,32858235,1301611510,39.35,40.45,38.6,40.45,1.15,13662
1,2021-02-02,46017091,1866206540,40.7,41.15,39.95,40.25,-0.2,16536
2,2021-02-03,22666931,915505711,40.6,40.9,39.9,40.25,0.0,9043
3,2021-02-04,16636458,667372074,40.25,40.55,39.9,40.0,-0.25,6896
4,2021-02-05,36481004,1484325825,40.4,41.0,40.1,40.95,0.95,14280
5,2021-02-17,62182649,2616346956,43.0,43.0,41.35,41.65,0.7,22282
6,2021-02-18,226941054,10055408783,42.2,45.8,42.2,45.8,4.15,78130
7,2021-02-19,162504495,7398458439,45.8,46.7,44.6,46.35,0.55,55523
8,2021-02-22,169554736,8144248998,47.65,50.0,46.8,47.2,0.85,65422
9,2021-02-23,77349493,3593625528,46.5,47.15,45.7,46.55,-0.65,31928
10,2021-02-24,95267773,4459382766,46.65,48.0,45.65,45.65,-0.9,35584
11,2021-02-25,116907694,5551453864,47.1,48.4,46.75,48.4,2.75,39344
12,2021-02-26,104344850,4913514042,46.8,47.65,46.55,47.2,-1.2,37564
