Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,33282120,11224165450,332.5,339.0,332.5,339.0,8.0,17160
1,2020-01-03,42023268,14295651580,344.0,345.0,335.5,339.5,0.5,20545
2,2020-01-06,45677057,15210531318,333.0,334.5,332.0,332.0,-7.5,22944
3,2020-01-07,51746181,17053282011,332.5,333.0,326.5,329.5,-2.5,22362
4,2020-01-08,37913748,12484410088,325.0,333.0,325.0,329.5,0.0,18228
5,2020-01-09,32397504,10890847940,335.0,337.5,333.5,337.5,8.0,16793
6,2020-01-10,27880115,9432320316,340.5,341.0,336.0,339.5,2.0,13296
7,2020-01-13,30663332,10455852739,342.0,342.0,339.0,341.5,2.0,13457
8,2020-01-14,30368993,10488360978,345.5,346.0,344.5,346.0,4.5,16339
9,2020-01-15,54575274,18590754206,345.0,345.0,337.5,340.0,-6.0,20392
10,2020-01-16,58217420,19431133895,330.0,336.5,330.0,334.5,-5.5,24721
11,2020-01-17,53908097,17977119406,334.0,335.5,332.0,333.0,-1.5,23954
12,2020-01-20,35551203,11865436839,334.0,335.5,333.0,333.0,0.0,15095
13,2020-01-30,126820049,40734449874,326.0,326.0,316.5,316.5,-16.5,55603
14,2020-01-31,62912055,20205365710,323.0,323.5,319.0,320.0,3.5,22639
0,2020-02-03,59711849,18782694826,315.0,316.5,312.0,315.0,-5.0,26483
1,2020-02-04,52208496,16882411296,319.0,326.0,318.0,325.0,10.0,22587
2,2020-02-05,36601453,11985817083,329.0,329.5,324.5,327.5,2.5,16656
3,2020-02-06,29659094,9803038836,329.5,332.5,329.0,332.5,5.0,14246
4,2020-02-07,30055327,9869903253,330.0,330.5,326.0,328.0,-4.5,13075
5,2020-02-10,30814424,10024967927,321.5,328.0,321.0,327.5,-0.5,14825
6,2020-02-11,29062935,9629938182,330.5,332.5,330.0,331.5,4.0,12766
7,2020-02-12,37612639,12593082711,333.5,336.0,333.0,335.0,3.5,17394
8,2020-02-13,23217021,7805299096,338.0,338.0,335.0,335.0,0.0,12563
9,2020-02-14,18326683,6155862838,337.0,337.0,334.5,335.0,0.0,7881
10,2020-02-17,16145079,5354339726,331.5,333.0,330.5,331.5,-3.5,9747
11,2020-02-18,64662604,20957801150,324.5,326.5,322.0,322.0,-9.5,36520
12,2020-02-19,48856218,15881609046,322.5,327.0,322.0,326.5,4.5,16003
13,2020-02-20,27061736,8832642641,328.0,329.0,325.0,325.5,-1.0,11695
14,2020-02-21,22974534,7463007621,325.5,326.5,323.0,325.0,-0.5,9342
15,2020-02-24,42946680,13754512932,319.5,321.5,319.5,320.0,-5.0,18902
16,2020-02-25,38674011,12425785349,320.0,323.5,317.5,322.0,2.0,17366
17,2020-02-26,60768362,19341695595,317.0,320.5,316.5,318.5,-3.5,24310
18,2020-02-27,62401927,19756146876,319.0,320.0,315.0,316.0,-2.5,20633
0,2020-03-02,86372942,26864484400,308.0,317.0,308.0,311.0,-5.0,35320
1,2020-03-03,55169411,17534766696,318.5,320.0,316.0,317.5,6.5,20713
2,2020-03-04,44745146,14304795666,322.0,322.0,317.0,320.5,3.0,16118
3,2020-03-05,38223525,12392618100,325.0,326.0,323.0,323.0,2.5,15107
4,2020-03-06,52807760,16733485610,320.0,320.5,315.0,315.0,-8.0,24175
5,2020-03-09,88633277,27236002054,307.5,310.0,305.5,305.5,-9.5,44882
6,2020-03-10,74869130,22727941511,301.5,309.0,301.0,307.0,1.5,30268
7,2020-03-11,64923710,19913151529,309.0,310.5,302.0,302.0,-5.0,27176
8,2020-03-12,114173351,33544278206,299.0,299.0,287.0,294.0,-8.0,56989
9,2020-03-13,151268148,42448997546,275.0,294.0,272.5,290.0,-4.0,71990
10,2020-03-16,103933228,29343288916,285.0,291.0,275.5,276.5,-13.5,51292
11,2020-03-17,122409651,32936712540,265.0,276.5,265.0,268.0,-8.5,57123
12,2020-03-18,118620643,31555231792,269.5,272.5,260.0,260.0,-8.0,53985
13,2020-03-19,160811697,39559889553,252.0,253.0,235.5,248.0,0.0,77302
14,2020-03-20,159179726,42110816042,258.5,270.0,256.0,270.0,22.0,69829
15,2020-03-23,76963709,19851467203,257.0,262.5,252.0,255.0,-15.0,41621
16,2020-03-24,82377933,22207033614,268.0,274.0,266.0,267.5,12.5,41077
17,2020-03-25,80514199,22368633590,276.5,280.0,274.0,277.0,9.5,40932
18,2020-03-26,54189633,15108299935,279.5,280.0,275.5,280.0,3.0,27648
19,2020-03-27,69320306,19324060590,284.0,286.0,273.0,273.0,-7.0,36025
20,2020-03-30,53403956,14205364184,263.5,269.0,262.5,267.5,-5.5,27779
21,2020-03-31,53901923,14712557472,273.0,274.0,269.5,274.0,6.5,20343
0,2020-04-01,47572034,13022612818,276.5,276.5,271.5,271.5,-2.5,19580
1,2020-04-06,59712754,16324198154,273.0,275.5,270.0,275.5,4.0,19971
2,2020-04-07,48887346,13817936851,283.5,284.0,280.5,283.0,7.5,24281
3,2020-04-08,38698826,11016972354,285.0,285.5,283.0,285.0,2.0,19126
4,2020-04-09,29276430,8346209654,287.5,288.0,282.5,283.0,-2.0,15271
5,2020-04-10,28206858,7894277586,280.0,282.0,279.0,279.5,-3.5,15833
6,2020-04-13,22196596,6202532380,278.5,281.5,278.5,278.5,-1.0,12809
7,2020-04-14,50196688,14268689661,281.0,285.5,280.0,285.0,6.5,22214
8,2020-04-15,58561434,16819851630,287.0,288.5,286.0,287.5,2.5,25696
9,2020-04-16,48257280,13813721932,283.0,288.5,283.0,286.5,-1.0,19084
10,2020-04-17,117447201,35719172728,303.5,308.5,300.5,306.5,20.0,60873
11,2020-04-20,44586860,13605802989,308.0,309.0,302.5,304.0,-2.5,21791
12,2020-04-21,61949357,18417786171,300.5,301.5,293.5,295.0,-9.0,39043
13,2020-04-22,43568580,12746170556,294.5,295.0,290.5,294.0,-1.0,25176
14,2020-04-23,39977278,11864085990,300.0,300.0,294.0,295.5,1.5,18541
15,2020-04-24,26465090,7799075756,295.5,297.0,294.0,294.0,-1.5,13661
16,2020-04-27,38493406,11461378300,298.0,298.5,296.0,298.0,4.0,15916
17,2020-04-28,37621165,11134919970,298.5,298.5,294.5,296.5,-1.5,18214
18,2020-04-29,46253301,13861245296,299.0,301.5,298.0,299.0,2.5,21633
19,2020-04-30,58439085,17753466901,302.0,305.0,301.5,304.5,5.5,26219
0,2020-05-04,72252861,21341931218,294.5,296.5,294.0,295.0,-9.5,37736
1,2020-05-05,23988405,7104774785,296.5,298.0,295.0,295.5,0.5,13569
2,2020-05-06,35704479,10524838077,294.5,296.0,292.5,296.0,0.5,16046
3,2020-05-07,28017198,8321170642,294.5,299.0,294.5,297.5,1.5,13149
4,2020-05-08,35613893,10619091212,300.0,300.0,296.0,297.5,0.0,14345
5,2020-05-11,32379019,9729431840,300.0,301.5,298.5,301.0,3.5,14920
6,2020-05-12,52494788,15553012596,297.5,298.5,295.0,295.0,-6.0,29073
7,2020-05-13,46158418,13619538824,293.0,297.0,292.5,297.0,2.0,14555
8,2020-05-14,34480948,10119787160,293.0,295.0,292.5,293.0,-4.0,21482
9,2020-05-15,44304804,13170466660,297.5,298.5,294.5,298.0,5.0,20071
10,2020-05-18,96872065,28216346996,291.0,293.5,290.0,290.0,-8.0,49640
11,2020-05-19,53083214,15527338138,294.0,294.0,291.5,291.5,1.5,22033
12,2020-05-20,36789994,10772280152,293.0,294.0,291.0,294.0,2.5,16906
13,2020-05-21,36299468,10782482962,296.0,298.0,295.0,297.5,3.5,17064
14,2020-05-22,41138923,12025339565,294.5,295.0,291.0,292.0,-5.5,22345
15,2020-05-25,32942223,9568008388,290.5,293.0,288.5,292.0,0.0,14585
16,2020-05-26,35817481,10609868646,295.0,297.5,293.5,295.5,3.5,19524
17,2020-05-27,23375959,6932934823,297.0,298.0,295.5,296.5,1.0,11244
18,2020-05-28,32395568,9575118830,298.5,298.5,293.0,294.0,-2.5,13208
19,2020-05-29,96611181,28172174547,292.0,292.5,290.0,292.0,-2.0,21037
0,2020-06-01,37936214,11205227094,294.0,296.5,293.5,295.5,3.5,15502
1,2020-06-02,26663587,7908476089,296.0,297.5,296.0,296.5,1.0,9743
2,2020-06-03,67894337,20354971677,300.0,301.0,298.0,301.0,4.5,33062
3,2020-06-04,47225322,14414983532,305.0,306.0,304.0,306.0,5.0,24482
4,2020-06-05,44077262,13655618646,308.5,312.0,308.0,311.5,5.5,24096
5,2020-06-08,52042921,16500836851,316.0,319.0,315.0,318.0,6.5,28581
6,2020-06-09,37068082,11746874522,316.5,319.0,314.0,319.0,1.0,19981
7,2020-06-10,42207259,13566733306,319.0,324.0,318.0,322.5,3.5,22670
8,2020-06-11,50612255,16340456218,325.5,327.0,318.5,320.5,-2.0,27061
9,2020-06-12,46970918,14811252573,313.0,317.5,312.5,316.0,-4.5,25263
10,2020-06-15,51032404,15955585136,316.0,317.5,308.5,309.5,-6.5,29255
11,2020-06-16,40725216,12823172756,317.0,317.0,314.0,315.0,5.5,19377
12,2020-06-17,34692968,10922017056,316.5,317.0,313.5,315.0,0.0,16218
13,2020-06-18,35443474,11123108346,314.5,315.0,313.0,314.5,0.0,11897
14,2020-06-19,48130280,15102300186,314.0,314.5,312.0,314.5,0.0,12915
15,2020-06-22,37374616,11722688924,314.5,316.5,312.0,312.0,-2.5,18836
16,2020-06-23,41300084,12981121544,316.0,316.5,312.5,315.0,3.0,15959
17,2020-06-24,55464024,17641164202,319.0,320.0,316.0,317.5,2.5,27086
18,2020-06-29,56672892,17695228688,314.0,315.0,310.0,312.0,-5.5,30558
19,2020-06-30,49241860,15386428040,313.5,314.0,311.0,313.0,1.0,16165
0,2020-07-01,29685342,9400765756,315.0,318.0,314.0,317.5,4.5,15617
1,2020-07-02,37789178,12119073560,319.0,322.0,318.0,322.0,4.5,18355
2,2020-07-03,55656987,18280314743,327.0,330.5,326.5,329.5,7.5,30235
3,2020-07-06,57256220,19200718243,332.5,338.0,332.0,338.0,8.5,31866
4,2020-07-07,59046323,20143258406,343.5,346.0,338.0,338.5,0.5,32076
5,2020-07-08,33813218,11522915649,337.5,342.5,337.5,341.0,2.5,16673
6,2020-07-09,37410376,12912747970,346.0,347.0,343.0,345.0,4.0,20205
7,2020-07-10,60902108,21298923681,352.5,353.0,345.5,348.5,3.5,32227
8,2020-07-13,49459523,17425372488,351.0,354.5,350.5,354.5,6.0,23217
9,2020-07-14,63030150,22602878292,355.0,364.0,354.5,363.5,9.0,30996
10,2020-07-15,75105362,27486789803,366.0,370.0,361.0,363.0,-0.5,37607
11,2020-07-16,68582512,24506038172,359.0,361.0,353.5,357.5,-5.5,35598
12,2020-07-17,66403485,24244495853,361.0,369.0,360.0,367.0,9.5,36729
13,2020-07-20,44940238,16487970674,370.0,370.0,362.5,366.0,-1.0,23335
14,2020-07-21,64440128,24491627162,372.5,387.0,371.5,383.0,17.0,40266
15,2020-07-22,43959670,16844625030,381.0,386.0,379.0,384.0,1.0,25530
16,2020-07-23,45397282,17302637512,382.0,383.0,379.0,381.5,-2.5,22916
17,2020-07-24,90988734,35368857726,390.0,395.0,382.0,386.0,4.5,45099
18,2020-07-27,103315640,43637877952,420.5,424.5,416.5,424.5,38.5,49294
19,2020-07-28,172157746,77804668620,464.0,466.5,428.5,435.0,10.5,92239
