,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-07-01,4046016,320837192,79.0,80.3,78.4,78.5,-0.3,2928
1,2021-07-02,3111413,243805751,78.0,79.2,77.7,78.5,0.0,2061
2,2021-07-05,3325157,260136283,78.9,79.0,77.8,78.4,-0.1,2261
3,2021-07-06,4015319,319324185,78.7,80.2,78.7,79.9,1.5,2717
4,2021-07-07,5013835,403341262,80.3,81.5,79.5,80.7,0.8,3417
5,2021-07-08,5055060,412979618,81.1,82.8,81.0,81.9,1.2,3440
6,2021-07-09,4242085,341779331,81.3,81.5,79.8,81.4,-0.5,3017
7,2021-07-12,5173916,422010593,81.6,82.5,80.2,82.2,0.8,3771
8,2021-07-13,4376715,358959891,82.5,83.2,80.5,80.9,-1.3,3183
9,2021-07-14,9557504,798507554,81.8,85.7,81.1,85.7,4.8,6482
10,2021-07-15,7336347,611825264,85.1,85.5,82.3,83.0,-2.7,4875
11,2021-07-16,2600828,214616541,82.2,83.5,81.7,82.9,-0.1,1849
12,2021-07-19,1916906,157309082,82.5,82.7,81.5,82.2,-0.7,1574
13,2021-07-20,3022960,248414478,81.5,83.3,80.5,82.0,-0.2,2178
14,2021-07-21,5858187,488784620,83.5,84.6,82.4,83.7,1.7,3535
15,2021-07-22,19788131,1751979437,85.0,90.7,85.0,89.6,5.9,12208
16,2021-07-23,16920363,1501624493,91.8,93.2,85.1,88.0,-1.6,10508
17,2021-07-26,5587303,492254708,88.2,89.0,86.8,88.0,0.0,3294
18,2021-07-27,11457459,1032660647,89.8,91.8,88.2,89.4,1.4,7165
19,2021-07-28,19134783,1714979903,90.5,92.7,83.4,92.4,3.0,12242
20,2021-07-29,27017401,2604365660,96.8,99.5,93.7,95.5,3.1,19172
21,2021-07-30,15884295,1535416078,94.8,98.9,93.3,95.2,-0.3,11595
