,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2021-08-02,10905397,1011469536,96.4,97.4,90.5,91.7,-3.5,8659
1,2021-08-03,6063495,561812502,91.7,94.3,90.8,94.3,2.6,4645
2,2021-08-04,4225144,394721003,94.3,94.8,92.5,94.2,-0.1,3214
3,2021-08-05,4464704,421721864,95.0,95.1,93.1,94.9,0.7,3476
4,2021-08-06,4128847,392244653,95.3,96.0,94.0,94.7,-0.2,3128
5,2021-08-09,4908211,468245474,95.3,96.9,94.2,94.2,-0.5,3495
6,2021-08-10,5456150,511769887,95.1,95.7,91.4,94.1,-0.1,3708
7,2021-08-11,5217311,490079117,94.3,96.0,92.1,93.2,-0.9,3875
8,2021-08-12,2369958,221852119,93.2,94.8,92.5,93.8,0.6,1733
9,2021-08-13,3804126,348981745,94.9,94.9,89.6,89.6,-4.2,2971
10,2021-08-16,4413751,400800099,89.5,92.5,88.3,91.0,1.4,3261
11,2021-08-17,4748050,417437234,91.0,91.3,85.4,86.1,-4.9,3700
12,2021-08-18,4369750,376248776,85.1,88.6,83.5,88.5,2.4,3128
13,2021-08-19,2731183,239338635,87.9,88.4,86.4,86.8,-1.7,1750
14,2021-08-20,2722242,237651017,87.1,88.1,86.2,87.3,0.5,1691
15,2021-08-23,2906109,260706813,88.3,90.8,88.2,90.3,3.0,2056
16,2021-08-24,3523404,315151564,91.8,91.9,88.1,88.1,-2.2,2098
17,2021-08-25,3385740,306539971,88.8,91.2,88.7,91.0,2.9,2305
18,2021-08-26,6169000,540307069,89.0,89.5,86.3,88.7,0.0,3761
19,2021-08-27,3171268,280452642,88.4,89.7,87.3,88.0,-0.7,2820
20,2021-08-30,1837658,164651616,89.5,90.4,88.8,89.5,1.5,1341
21,2021-08-31,1320057,117727730,88.9,89.9,88.2,89.7,0.2,1032
