,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-06-01,55784,342578,6.2,6.2,6.0,6.0,-0.2,13
1,2020-06-02,52956,319750,6.0,6.05,6.0,6.05,0.05,32
2,2020-06-03,54187,326145,6.0,6.05,6.0,6.05,0.0,33
3,2020-06-04,75508,456898,6.05,6.1,6.05,6.1,0.05,30
4,2020-06-05,77355,474000,6.1,6.15,6.1,6.15,0.05,29
5,2020-06-08,16830,98671,5.85,5.96,5.85,5.96,-0.19,16
6,2020-06-09,58784,359169,6.1,6.15,6.1,6.15,0.19,10
7,2020-06-10,51999,312474,6.0,6.02,6.0,6.02,-0.13,18
8,2020-06-11,29000,174290,6.01,6.01,6.01,6.01,-0.01,8
9,2020-06-12,4999,29263,5.83,5.83,5.83,5.83,-0.18,8
10,2020-06-15,2508,14556,5.8,5.8,5.8,5.8,-0.03,3
11,2020-06-16,10043,61052,6.1,6.1,6.1,6.1,0.3,8
12,2020-06-17,15758,94434,6.0,6.0,6.0,6.0,-0.1,8
13,2020-06-18,13212,78577,5.8,6.0,5.8,6.0,0.0,10
14,2020-06-19,25348,153071,6.57,6.57,6.0,6.01,0.01,19
15,2020-06-22,3478,20821,6.0,6.01,6.0,6.01,0.0,5
16,2020-06-23,30000,180790,6.22,6.22,6.01,6.05,0.04,21
17,2020-06-24,10392,62616,6.03,6.03,6.03,6.03,-0.02,11
18,2020-06-29,28230,173130,6.05,6.15,6.05,6.1,0.07,8
19,2020-06-30,10212,61109,6.1,6.1,6.01,6.01,-0.09,10
