,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-07-01,30265,182028,6.01,6.03,6.01,6.03,0.02,10
1,2020-07-02,24332,145992,6.0,6.0,6.0,6.0,-0.03,16
2,2020-07-03,27000,162220,6.0,6.01,6.0,6.01,0.01,14
3,2020-07-06,35662,214499,6.1,6.1,6.01,6.01,0.0,9
4,2020-07-07,47870,287584,6.01,6.01,6.01,6.01,0.0,15
5,2020-07-08,31218,187424,6.01,6.01,6.01,6.01,0.0,16
6,2020-07-09,7721,47033,6.01,6.2,6.01,6.1,0.09,9
7,2020-07-10,16855,101920,6.01,6.08,6.01,6.01,-0.09,14
8,2020-07-13,19369,116078,6.01,6.01,6.0,6.01,0.0,14
9,2020-07-14,19310,116810,6.05,6.05,6.05,6.05,0.04,10
10,2020-07-15,81300,491834,6.05,6.05,6.05,6.05,0.0,13
11,2020-07-16,12000,72000,6.0,6.0,6.0,6.0,-0.05,3
12,2020-07-17,380,2242,0.0,0.0,0.0,0.0,0.0,1
13,2020-07-20,9500,57089,6.02,6.02,6.01,6.02,0.0,9
14,2020-07-21,49529,297047,6.0,6.01,5.99,6.01,-0.01,16
15,2020-07-22,33639,202022,6.0,6.02,6.0,6.02,0.01,14
16,2020-07-23,39892,239651,6.01,6.01,6.01,6.01,-0.01,12
17,2020-07-24,15280,87210,5.41,6.3,5.41,6.3,0.29,12
18,2020-07-27,14028,86511,6.23,6.23,6.05,6.05,-0.25,13
19,2020-07-28,33473,199122,5.9,5.96,5.9,5.96,-0.09,10
20,2020-07-29,275,1608,0.0,0.0,0.0,0.0,0.0,1
21,2020-07-30,16662,99167,5.96,5.98,5.96,5.98,0.0,12
22,2020-07-31,68580,408044,6.0,6.01,5.9,5.94,-0.04,28
