Date,TradeVolume,TradeValue,Open,High,Low,Close,Change,Transaction,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
2020-01-02,57729,390281,6.6,6.85,6.6,6.8,0.1,17,0.0,0.0,0.0,0.0,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,53434,364390,6.79,6.88,6.79,6.85,0.05,19,0.0,0.0,0.0,0.0,6.8270833333333325,6.825961538461538,0.0011217948717945347,0.000623219373219186,0.0004985754985753488,0.0,0.0,0.0,0.0
2020-01-06,67000,451410,6.25,6.98,6.25,6.88,0.03,22,0.0,0.0,0.0,0.0,6.847736720554272,6.845377033021193,0.0023596875330786915,0.0013348866518501307,0.0010248008812285608,0.0,0.0,0.0,0.0
2020-01-07,110000,766440,6.7,7.08,6.7,6.91,0.03,37,0.0,0.0,0.0,0.0,6.8673908045977,6.863442790591979,0.003948014005721312,0.002220092395031425,0.001727921610689887,0.0,0.0,0.0,0.0
2020-01-08,88478,611097,7.2,7.2,6.7,7.0,0.09,38,6.888,0.0,0.0,0.0,6.903420249046336,6.895110970697418,0.008309278348917815,0.004031487550280827,0.004277790798636987,0.016260162601626032,0.0,0.0,0.0
2020-01-09,26519,186308,7.03,7.1,7.0,7.04,0.04,17,6.936,0.0,0.0,0.0,6.936616313962072,6.924131087673283,0.012485226288789342,0.006322920767198088,0.0061623055215912536,0.014994232987312586,0.0,0.0,0.0
2020-01-10,27030,190117,7.0,7.15,7.0,7.05,0.01,14,6.976000000000001,0.0,0.0,0.0,6.961917486802189,6.946516221243444,0.015401265558745436,0.008620407645737911,0.006780857913007525,0.010607798165137464,0.0,0.0,0.0
2020-01-13,54356,381187,7.07,7.07,6.97,7.03,-0.02,20,7.006,0.0,0.0,0.0,6.976125257943569,6.9599675265893906,0.01615773135417875,0.010431768272279998,0.005725963081898752,0.0034256351698544133,0.0,0.0,0.0
2020-01-14,90999,639883,7.02,7.05,7.02,7.02,-0.01,30,7.0280000000000005,0.0,0.0,0.0,6.984805243554888,6.968865657037952,0.015939586516935833,0.01170410161122271,0.004235484905713124,-0.001138303927148676,0.0,0.0,0.0
2020-01-15,98999,692282,7.01,7.12,6.8,7.12,0.1,29,7.052000000000001,0.0,0.0,0.0,7.0104245973585515,6.989720725423325,0.02070387193522638,0.013720572599749868,0.006983299335476513,0.009642654566080362,0.0,0.0,0.0
2020-01-16,79079,560614,7.0,7.15,7.0,7.13,0.01,37,7.07,0.0,0.0,0.0,7.032304012875336,7.007914991776458,0.024389021098878416,0.016054768172526445,0.008334252926351971,0.008486562942008431,0.0,0.0,0.0
2020-01-17,76042,534064,7.12,7.12,7.01,7.02,-0.11,21,7.064,0.0,0.0,0.0,7.030116399778449,7.009399825453083,0.02071657432536611,0.017055928625555293,0.0036606456998108175,-0.006228765571913998,0.0,0.0,0.0
2020-01-20,91143,641055,7.03,7.1,7.0,7.03,0.01,28,7.064,0.0,0.0,0.0,7.0300961883549435,7.0118131321855275,0.018283056169416056,0.017315631447978472,0.0009674247214375847,-0.0048131370328425545,0.0,0.0,0.0
2020-01-30,92276,646646,7.03,7.1,6.9,7.0,-0.03,26,7.06,0.0,0.0,0.0,7.024971768395462,7.010486376855765,0.01448539153969719,0.016723543147479463,-0.002238151607782273,-0.008498583569405044,0.0,0.0,0.0
2020-01-31,66456,474630,7.01,7.3,7.01,7.1,0.1,34,7.056,0.0,0.0,0.0,7.037540281627723,7.020169558205316,0.017370723422406975,0.016857699406189464,0.0005130240162175108,0.006235827664399035,0.0,0.0,0.0
2020-02-03,15393,103865,6.4,7.09,6.4,7.09,-0.01,15,7.048,0.0,0.0,0.0,7.04620966371027,7.027474396060427,0.018735267649843124,0.017244088953812027,0.0014911786960310966,0.005959137343927329,0.0,0.0,0.0
2020-02-04,39390,278863,6.99,7.38,6.99,7.11,0.02,20,7.066,0.0,0.0,0.0,7.056632576269233,7.035851465545597,0.020781110723635976,0.017967789597523553,0.002813321126112423,0.006227002547410202,0.0,0.0,0.0
2020-02-05,11000,77310,7.02,7.11,7.02,7.11,0.0,2,7.081999999999999,0.0,0.0,0.0,7.065269992373099,7.043177210022038,0.022092782351061047,0.018807922639652957,0.0032848597114080898,0.003953685399604823,0.0,0.0,0.0
2020-02-06,50000,359100,7.28,7.28,7.05,7.2,0.09,13,7.122,0.0,0.0,0.0,7.0869026844224114,7.0582971961847205,0.028605488237690935,0.02079608824527862,0.007809399992412314,0.010951979780960446,0.0,0.0,0.0
2020-02-07,7000,49850,7.1,7.13,7.1,7.13,-0.07,5,7.128,7.031000000000001,0.0,0.0,7.093776359458048,7.06505931558046,0.02871704387758811,0.02239875688311371,0.0063182869944744015,0.0002805836139169163,0.014080500640022657,0.0,0.0
2020-02-10,35072,248742,7.1,7.11,7.0,7.11,-0.02,16,7.132000000000001,7.046499999999999,0.0,0.0,7.096349372857598,7.069213509706951,0.02713586315064731,0.02335499790330657,0.0037808652473407395,-0.003084688726864868,0.009011566025686686,0.0,0.0
2020-02-11,142811,1019959,7.2,7.2,7.1,7.11,0.0,31,7.132,7.0595,0.0,0.0,7.098504079504201,7.072915717118579,0.0255883623856219,0.023804991163975418,0.0017833712216464813,-0.003084688726864744,0.007153481124725609,0.0,0.0
2020-02-12,49478,355851,7.1,7.25,7.1,7.13,0.02,13,7.136,7.072,0.0,0.0,7.1034557974292625,7.07801218969251,0.025443607736752583,0.024134660502826123,0.0013089472339264593,-0.0008408071748879242,0.008201357466063324,0.0,0.0
2020-02-13,149092,1045139,7.12,7.12,6.95,7.01,-0.12,41,7.098000000000001,7.077,0.0,0.0,7.0888122589044205,7.072031023821039,0.01678123508338114,0.022656997352000698,-0.005875762268619557,-0.012397858551704841,-0.009467288399039165,0.0,0.0
2020-02-14,43090,301680,7.0,7.03,7.0,7.03,0.02,12,7.078,7.0785,0.0,0.0,7.079623125286736,7.068385269197096,0.011237856089640452,0.02036450832083816,-0.00912665223119771,-0.006781576716586612,-0.006851734124461364,0.0,0.0
2020-02-17,53434,374330,7.03,7.03,7.0,7.01,-0.02,14,7.058,7.077000000000001,0.0,0.0,7.068770880724876,7.063384293739069,0.005386586985807185,0.017359843010148483,-0.011973256024341298,-0.006800793425899694,-0.009467288399039289,0.0,0.0
2020-02-18,20098,142863,7.0,7.25,7.0,7.1,0.09,10,7.056,7.0795,0.0,0.0,7.0736287652760605,7.0664846980250475,0.00714406725101302,0.015311735839040408,-0.008167668588027388,0.006235827664399035,0.0028956847234973227,0.0,0.0
2020-02-19,38406,269964,7.03,7.03,7.02,7.03,-0.07,12,7.036,7.0795,0.0,0.0,7.066853624458043,7.063427790246573,0.0034258342114696916,0.012929948466724305,-0.009504114255254614,-0.0008527572484365179,-0.006992019210396228,0.0,0.0
2020-02-20,33000,232330,7.05,7.05,7.04,7.04,0.01,11,7.042,7.080499999999999,0.0,0.0,7.062689521911329,7.061483749282668,0.0012057726286611725,0.010581479218970648,-0.009375706590309476,-0.00028401022436804597,-0.005719935032836505,0.0,0.0
2020-02-21,5000,35200,7.04,7.04,7.04,7.04,0.0,4,7.044,7.0765,0.0,0.0,7.059175422017158,7.059716761960154,-0.0005413399429965438,0.008354158096579457,-0.008895498039576,-0.0005678591709255479,-0.00515791704938885,0.0,0.0
2020-02-24,4435,31001,6.81,7.09,6.81,7.09,0.05,5,7.06,7.074499999999999,0.0,0.0,7.063944540959495,7.062187293310901,0.0017572476485945288,0.0070334680589207894,-0.005276220410326261,0.004249291784702585,0.0021909675595450113,0.0,0.0
2020-02-25,50604,345538,6.99,7.0,6.41,6.41,-0.68,22,6.922,7.044,0.0,0.0,6.962855649606237,7.0093777477773305,-0.04652209817109387,-0.0036861381340976334,-0.04283596003699624,-0.07396706154290661,-0.09000567859170919,0.0,0.0
2020-02-26,68784,480040,6.95,7.04,6.71,7.0,0.59,27,6.9159999999999995,7.0424999999999995,0.0,0.0,6.968593315704947,7.008623606385932,-0.04003029068098485,-0.010959578734146262,-0.029070711946838586,0.012145748987854327,-0.006034788782392551,0.0,0.0
2020-02-27,23139,159899,6.78,7.04,6.78,7.02,0.02,12,6.912000000000001,7.0435,0.0,0.0,6.976529130096978,7.009532707800298,-0.03300357770331974,-0.015370615189184901,-0.01763296251413484,0.01562499999999982,-0.003336409455526414,0.0,0.0
2020-03-02,35000,245000,7.0,7.0,7.0,7.0,-0.02,6,6.903999999999999,7.038500000000001,0.0,0.0,6.98015049477827,7.0087753583101415,-0.028624863531871547,-0.018022540606473264,-0.010602322925398283,0.01390498261877187,-0.005469915464942937,0.0,0.0
2020-03-03,12000,82540,6.71,7.0,6.71,7.0,0.0,10,6.886,7.034000000000001,0.0,0.0,6.98321174780316,7.00808190451858,-0.024870156715420144,-0.019392508408232225,-0.005477648307187919,0.01655532965437117,-0.00483366505544508,0.0,0.0
2020-03-04,16024,112168,7.0,7.0,7.0,7.0,0.0,7,7.004,7.028499999999999,0.0,0.0,6.985799909072642,7.007446394414249,-0.021646485341606514,-0.019843420858472027,-0.0018030644831344873,-0.0005711022272986236,-0.004054919257309427,0.0,0.0
2020-03-05,18000,126000,7.0,7.0,7.0,7.0,0.0,6,7.004,7.023000000000001,0.0,0.0,6.987988368572974,7.006863514542369,-0.018875145969395213,-0.019649725651736127,0.0007745796823409139,-0.0005711022272986236,-0.003274953723480076,0.0,0.0
2020-03-06,24478,171259,7.0,7.0,7.0,7.0,0.0,7,7.0,7.013,0.0,0.0,6.989839052536265,7.006328509114658,-0.016489456578392847,-0.01901756680166231,0.002528110223269462,0.0,-0.0018537002709254102,0.0,0.0
2020-03-09,18379,128055,7.0,7.0,6.91,6.91,-0.09,6,6.981999999999999,7.002,0.0,0.0,6.977540710765342,6.9988487643633,-0.0213080535979584,-0.01947572506059995,-0.001832328537358447,-0.010312231452305812,-0.013139103113396122,0.0,0.0
2020-03-10,13784,93820,6.7,6.9,6.66,6.9,-0.01,10,6.962000000000001,6.9915,0.0,0.0,6.9655987087210995,6.9912006621098115,-0.025601953388711962,-0.020701101030545923,-0.004900852358166039,-0.008905486929043418,-0.013087320317528415,0.0,0.0
2020-03-11,3956,26860,6.76,6.8,6.76,6.8,-0.1,5,6.922,6.975999999999999,0.0,0.0,6.940099106970326,6.976455755545272,-0.03635664857494625,-0.023832476927426464,-0.012524171647519785,-0.017624963883270714,-0.025229357798165035,0.0,0.0
2020-03-12,49000,314080,6.73,6.76,6.22,6.3,-0.5,24,6.781999999999999,6.9345,0.0,0.0,6.841547506917891,6.924447496379556,-0.08289998946166488,-0.03564678347431321,-0.04725320598735167,-0.07107048068416387,-0.09149902660609995,0.0,0.0
2020-03-13,36883,217876,6.3,6.3,5.67,6.29,-0.01,22,6.640000000000001,6.8985,0.0,0.0,6.75663950379534,6.875805631317288,-0.11916612752194755,-0.052351561778480105,-0.06681456574346745,-0.05271084337349405,-0.08820758135826633,0.0,0.0
2020-03-16,86784,543604,6.29,6.3,6.0,6.3,0.01,19,6.517999999999999,6.862,0.0,0.0,6.6863490677930795,6.831773942890694,-0.14542487509761415,-0.07096703526053127,-0.07445783983708287,-0.033445842282908735,-0.08190032060623728,0.0,0.0
2020-03-17,118000,740810,6.29,6.3,6.2,6.21,-0.09,33,6.38,6.822,0.0,0.0,6.613030876330452,6.784340703777499,-0.17130982744704681,-0.09103629300940216,-0.08027353443764465,-0.02664576802507836,-0.08970976253298155,0.0,0.0
