Date,Open,High,Low,close
2021-12-01,17428.61,17626.21,17374.59,17585.99
2021-12-02,17575.91,17741.55,17559.44,17724.88
2021-12-03,17720.93,17781.14,17670.32,17697.14
2021-12-06,17650.67,17763.42,17585.95,17688.21
2021-12-07,17734.19,17796.92,17642.32,17796.92
2021-12-08,17845.06,17988.88,17832.42,17832.42
2021-12-09,17880.41,17925.12,17807.12,17914.12
2021-12-10,17893.29,17893.29,17767.8,17826.26
2021-12-13,17841.03,17919.35,17767.6,17767.6
2021-12-14,17754.38,17754.38,17566.99,17599.37
2021-12-15,17592.87,17678.78,17556.87,17660.1
2021-12-16,17719.06,17814.32,17719.06,17785.74
2021-12-17,17744.54,17822.74,17718.27,17812.59
2021-12-20,17812.81,17812.81,17646.39,17669.11
2021-12-21,17686.84,17825.89,17652.32,17789.27
2021-12-22,17805.74,17870.16,17799.72,17826.83
2021-12-23,17855.78,17960.99,17855.78,17946.66
2021-12-24,17966.35,18039.85,17953.57,17961.64
2021-12-27,17975.41,18099.78,17975.41,18048.94
2021-12-28,18099.71,18197.36,18099.71,18196.81
2021-12-29,18209.14,18283.25,18192.86,18248.28
2021-12-30,18270.0,18291.25,18216.45,18218.84
