Date,Open,High,Low,close
2021-04-01,16538.28,16602.47,16496.16,16571.28
2021-04-06,16711.79,16804.45,16711.79,16739.87
2021-04-07,16771.35,16816.34,16715.32,16815.36
2021-04-08,16786.56,16926.72,16735.78,16926.44
2021-04-09,16974.28,17016.13,16815.59,16854.1
2021-04-12,16908.55,16979.35,16793.54,16859.7
2021-04-13,16872.4,17041.37,16802.22,16824.91
2021-04-14,16869.78,16935.39,16559.57,16865.97
2021-04-15,16851.06,17076.73,16851.06,17076.73
2021-04-16,17028.35,17158.81,16998.91,17158.81
2021-04-19,17141.25,17294.15,17135.52,17263.28
2021-04-20,17231.58,17323.87,17175.02,17323.87
2021-04-21,17282.76,17282.76,17167.39,17202.11
2021-04-22,17302.73,17428.15,17066.17,17096.97
2021-04-23,17117.49,17300.27,17055.48,17300.27
2021-04-26,17378.36,17572.29,17378.36,17572.29
2021-04-27,17586.02,17630.19,17489.71,17595.9
2021-04-28,17610.72,17628.81,17497.74,17567.53
2021-04-29,17646.93,17709.23,17548.3,17566.66
