,Date,Open,High,Low,Close,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
72,2020-04-27,10407.49,10578.96,10407.49,10567.27,10375.46,10162.279,10683.5725,0.0,10332.879971286424,10272.574136859357,60.30583442706666,-7.840811139112584,68.14664556617925,0.018486891183619937,0.03985237956958276,-0.010886105747866623,0.0
73,2020-04-28,10580.25,10620.52,10537.71,10616.06,10440.988000000001,10208.136,10670.1445,0.0,10376.4463159311,10298.103372190413,78.34294374068668,9.39594099860206,68.94700274208462,0.016767761824838634,0.039960674505120135,-0.005068769218636246,0.0
74,2020-04-29,10656.4,10794.83,10656.4,10772.22,10533.884,10265.2755,10658.096500000001,0.0,10437.33479543055,10333.332801515851,104.00199391469869,28.317152602051085,75.6848413126476,0.022625652608287628,0.04938440278587746,0.010707681244957565,0.0
75,2020-04-30,10826.26,11012.78,10826.26,10992.14,10659.009999999998,10329.4795,10652.050166666666,0.0,10522.689703730855,10382.274417151832,140.4152865790238,50.73678036453678,89.67850621448704,0.03125337156077357,0.06415236121045596,0.03192717157844154,0.0
76,2020-05-04,10781.51,10781.51,10658.5,10720.48,10733.634,10382.322,10638.126166666667,0.0,10553.11905894624,10407.393729427924,145.72532951831636,69.73449085087958,75.99083866743678,-0.0012254936212656824,0.03257055598930562,0.007741385281872181,0.0
77,2020-05-05,10756.95,10833.53,10735.01,10774.61,10775.102,10430.1155,10624.809333333333,0.0,10587.19466306853,10434.662326892565,152.5323361759656,86.29406037305658,66.23827580290903,-4.5660820658606216e-05,0.033028828875385004,0.014099139284946657,0.0
78,2020-05-06,10771.09,10828.73,10708.1,10774.98,10806.885999999999,10469.045,10608.564333333334,0.0,10616.084768514218,10459.928862210509,156.15590630370934,100.26642986777513,55.88947643593421,-0.002952376845651841,0.029222818318194208,0.01568691685676719,0.0
79,2020-05-07,10778.53,10890.87,10775.16,10842.92,10821.026000000002,10504.3175,10595.732833333333,0.0,10650.982551230552,10488.358814835568,162.623736394984,112.73789139356856,49.88584500141545,0.002023283189597586,0.032234602581272025,0.023328935388879892,0.0
80,2020-05-08,10883.22,10970.7,10883.22,10901.42,10802.882000000001,10543.417,10584.521999999999,0.0,10689.51144069246,10519.016086015865,170.49535467659553,124.28938421345171,46.205970463143814,0.009121454811780656,0.033955121001094865,0.02993975542778418,0.0
81,2020-05-11,10942.18,11039.11,10942.18,11013.26,10861.438,10586.1995,10573.675666666666,0.0,10739.318967349,10555.693373157046,183.6255941919535,136.1566263433447,47.4689678486088,0.01397807546293595,0.040341248056018554,0.041573464818777855,0.0
82,2020-05-12,10974.51,10974.51,10854.51,10879.47,10882.41,10625.212000000001,10558.763666666668,0.0,10760.880685190503,10579.71723534776,181.16344984274292,145.15799112465302,36.0054587180899,-0.0002701607456437048,0.023929687238240325,0.030373473965117793,0.0
83,2020-05-13,10861.01,10938.27,10828.93,10938.27,10915.068000000001,10655.478500000001,10544.538499999999,0.0,10788.171370973725,10606.318128043102,181.8532429306233,152.49704153895982,29.35620139166349,0.002125685337003793,0.02653954019990743,0.037339851336310424,0.0
84,2020-05-14,10894.17,10894.17,10777.46,10780.88,10902.66,10672.162,10527.2915,0.0,10787.049620829159,10619.26731046544,167.78231036371835,155.55409532161065,12.228215042107706,-0.011169751235019771,0.010187064251835657,0.024088674660524015,0.0
85,2020-05-15,10833.16,10904.01,10730.55,10814.92,10885.359999999999,10694.134,10511.481666666667,0.0,10791.337373941826,10633.77947940839,157.5578945334364,155.954855165832,1.6030393676044241,-0.006471076748954439,0.011294603190870814,0.028867322700621513,0.0
86,2020-05-18,10753.21,10812.87,10730.7,10740.55,10830.818,10701.3095,10496.341166666669,0.0,10783.523927986846,10641.69819698213,141.82573100471564,153.12903032313807,-11.303299318422432,-0.008334365880767273,0.0036668876832316537,0.023266091436591897,0.0
87,2020-05-19,10812.79,10924.79,10812.79,10860.44,10827.011999999999,10714.996000000001,10481.367833333332,0.0,10795.357174717556,10657.919863205849,137.43731151170687,149.99068655154892,-12.553375039842052,0.00308746309692847,0.013573873476014317,0.0361662879019593,0.0
88,2020-05-20,10892.76,10933.98,10860.15,10907.8,10820.918,10745.965,10467.746333333334,0.0,10812.656076954469,10676.449143095893,136.2069338585752,147.23393600641674,-11.027002147841529,0.008029078494079672,0.015060071384933706,0.042039007504926305,0.0
89,2020-05-21,10933.21,11021.66,10933.21,11008.31,10866.403999999999,10780.9935,10456.445666666667,0.0,10842.756689392258,10701.055578435185,141.70111095707216,146.1273709944485,-4.426260037376352,0.013059150018718324,0.02108493062350877,0.0527774303932531,0.0
90,2020-05-22,10977.55,10977.55,10804.56,10811.15,10865.65,10803.225499999999,10444.383666666667,0.0,10837.894120577948,10709.218138394244,128.67598218370404,142.63709322700237,-13.961111043298331,-0.005015806693571025,0.0007335309255556121,0.03511612987790468,0.0
91,2020-05-25,10812.94,10874.54,10719.25,10871.18,10891.776,10829.416500000001,10433.232833333335,0.0,10843.015026187559,10721.225416530697,121.78960965686201,138.46759650791185,-16.677986851049837,-0.0018909680110938336,0.003856486635267847,0.041976171112319015,0.0
92,2020-05-26,10903.32,11046.22,10903.32,10997.21,10919.130000000001,10850.913499999999,10425.959333333334,0.0,10866.737334096668,10741.68465871503,125.05267538163753,135.7846122800509,-10.73193689841338,0.007150752853020167,0.01348241325488406,0.05479118500302338,0.0
93,2020-05-27,11023.93,11069.72,10972.25,11014.66,10940.501999999999,10870.843499999999,10421.334166666667,0.0,10889.49467075891,10761.91965158195,127.57501917696027,134.14269365815687,-6.567674481196605,0.006778299569800478,0.013229562177028933,0.05693376911673408,0.0
94,2020-05-28,11040.62,11087.53,10915.3,10944.19,10927.678,10879.442,10417.563,0.0,10897.909337874262,10775.430183216708,122.47915465755432,131.80998585658622,-9.330831199031905,0.0015110254895871406,0.005951408169647066,0.05055184211508972,0.0
95,2020-05-29,10921.16,10965.03,10861.9,10942.16,10953.880000000001,10876.943,10411.136999999999,0.0,10904.7171327856,10787.788183082343,116.92894970325688,128.8337786244402,-11.904828921183338,-0.0010699405142288543,0.005995894250801954,0.051005284053029086,0.0
96,2020-06-01,10971.4,11109.29,10971.4,11079.02,10995.448,10894.869999999999,10405.914833333334,0.0,10931.532960971126,10809.373271145761,122.1596898253647,127.49896086409406,-5.339271038729365,0.007600599811849423,0.016902450419325928,0.06468486216228718,0.0
97,2020-06-02,11109.27,11170.49,11102.97,11127.93,11021.592,10912.536,10399.466666666667,0.0,10961.747892398103,10832.982584462881,128.76530793522215,127.75223027840029,1.0130776568218636,0.00964815246291096,0.019738216671175264,0.07004814349453815,0.0
98,2020-06-03,11182.52,11330.52,11182.52,11320.16,11082.692000000001,10939.795,10399.439166666667,0.0,11016.88822026659,10869.087526596555,147.8006936700349,131.7619229577482,16.03877071228669,0.021426924072237948,0.03476893305587534,0.08853562375599257,0.0
99,2020-06-04,11373.94,11425.42,11341.58,11393.23,11172.5,10967.310500000001,10406.365666666667,0.0,11074.786958828312,10907.930552834054,166.85640599425824,138.78081956647998,28.075586427778262,0.019756545088386625,0.038835364422298256,0.09483275573281312,0.0
100,2020-06-05,11418.01,11482.36,11411.94,11479.4,11279.948,10996.2095,10414.296666666667,0.0,11137.035121936155,10950.279448538222,186.7556733979327,148.37579033433414,38.379883063598555,0.017681996406366352,0.04394155094989767,0.1022731891960058,0.0
101,2020-06-08,11539.0,11631.89,11528.44,11610.32,11386.208,11026.0625,10426.2395,0.0,11209.848182997443,10999.190403880839,210.6577791166037,160.832188092412,49.82559102419171,0.019682760054971694,0.05298877092343706,0.11356736050423549,0.0
102,2020-06-09,11600.61,11640.45,11537.38,11637.11,11488.044,11063.9445,10446.485999999999,0.0,11275.580772442014,11046.460765847069,229.12000659494515,174.48975179434305,54.6302548006021,0.012975751137443477,0.05180480614305332,0.11397363668510174,0.0
103,2020-06-10,11635.99,11740.9,11621.02,11720.16,11568.044,11103.039,10473.0075,0.0,11343.9775786305,11096.381093236469,247.59648539403133,189.11109851550066,58.485386878530676,0.013149673358780447,0.055581269236287395,0.11908255579879994,0.0
104,2020-06-11,11738.49,11771.12,11516.59,11535.77,11596.552,11140.7835,10503.307499999999,0.0,11373.484105706411,11128.938492583296,244.5456131231149,200.19800143776357,44.347611685351325,-0.005241385542875093,0.035454104282701564,0.09829879778346026,0.0
105,2020-06-12,11406.54,11442.3,11244.64,11429.94,11586.66,11171.5345,10536.479333333333,0.0,11382.169628082609,11151.241289663125,230.92833841948413,206.34406883443583,24.584269585048304,-0.013525899612140112,0.023130707782355302,0.08479688882795079,0.0
106,2020-06-15,11436.28,11469.84,11299.45,11306.26,11525.848000000002,11199.82,10571.2725,0.0,11370.49122356062,11162.727203753633,207.76401980698756,206.62805902895832,1.1359607780292436,-0.019051786905397463,0.009503724166995587,0.06952687105549508,0.0
107,2020-06-16,11380.67,11542.25,11380.67,11511.64,11500.754,11232.38,10618.444166666664,0.0,11392.20642025308,11188.578945344289,203.62747490879156,206.02794220490443,-2.400467296112879,0.0009465466351161499,0.02486205060726224,0.08411739227647383,0.0
108,2020-06-17,11525.5,11550.32,11482.32,11534.59,11463.64,11263.719500000001,10656.785833333333,0.0,11414.111586638712,11214.21522379807,199.8963628406418,204.8016263320184,-4.905263491376587,0.006189133643415244,0.024048050912489346,0.08237044268272573,0.0
109,2020-06-18,11534.2,11567.42,11485.39,11548.33,11466.152,11290.7205,10701.090833333332,0.0,11434.760573525615,11238.969678910076,195.7908946155385,202.999479988683,-7.208585373144501,0.007167007728486408,0.02281603729363423,0.07917315906034204,0.0
110,2020-06-19,11557.27,11584.88,11542.37,11549.86,11490.136,11327.655999999999,10738.828166666666,0.0,11452.468177755285,11262.003082357982,190.46509539730323,200.49260307036315,-10.027507673059915,0.005197849703432593,0.019616061787187177,0.07552330857204495,0.0
111,2020-06-22,11553.91,11632.88,11553.91,11572.93,11543.47,11362.7435,10770.9645,0.0,11471.000765931693,11285.038864441034,185.96190149065842,197.58646275438153,-11.624561263723109,0.0025520922218363238,0.018497865414281313,0.07445623834337214,0.0
112,2020-06-23,11618.42,11679.4,11530.85,11612.36,11563.614000000001,11393.501,10802.231166666666,0.0,11492.748340541519,11309.288927966883,183.45941257463528,194.76105271840063,-11.301640143765354,0.004215464127391245,0.01920910877174631,0.0749964355357637,0.0
113,2020-06-24,11647.86,11701.23,11637.79,11660.67,11588.83,11425.8015,10834.927,0.0,11518.582442135159,11335.321184584487,183.26125755067187,192.4610936848343,-9.199836134162439,0.00619907272779048,0.020555975876178183,0.07621121951260035,0.0
