,Date,Open,High,Low,Close,MA_5,MA_20,MA_60,MA_120,EMA_12,EMA_26,DIF,DEM,OSC,BIAS_5,BIAS_20,BIAS_60,BIAS_120
0,2020-01-02,12026.5,12110.74,12026.23,12100.48,0.0,0.0,0.0,0.0,12100.48,12100.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,12167.44,12197.64,12023.6,12110.43,0.0,0.0,0.0,0.0,12105.869583333333,12105.646346153844,0.22323717948893318,0.12402065527162955,0.09921652421730363,0.0,0.0,0.0,0.0
2,2020-01-06,12035.71,12040.08,11953.36,11953.36,0.0,0.0,0.0,0.0,12046.34505773672,12050.931340561854,-4.5862828251338215,-1.8064315907961779,-2.7798512343376434,0.0,0.0,0.0,0.0
3,2020-01-07,11961.97,11986.03,11822.4,11880.32,0.0,0.0,0.0,0.0,11993.937435344827,12003.235865384615,-9.29843003978749,-4.344371444790524,-4.954058594996966,0.0,0.0,0.0,0.0
4,2020-01-08,11818.76,11899.67,11777.45,11817.1,11972.338,0.0,0.0,0.0,11945.891336174504,11960.070190466135,-14.178854291631069,-7.269907750966316,-6.908946540664753,-0.01296638968929873,0.0,0.0,0.0
5,2020-01-09,11889.46,11992.55,11889.46,11970.63,11946.368,0.0,0.0,0.0,11951.904132980366,11962.185236093748,-10.281103113382414,-8.086109113404541,-2.194993999977873,0.002030910147753594,0.0,0.0,0.0
6,2020-01-10,12009.27,12038.21,11959.06,12024.65,11929.212000000001,0.0,0.0,0.0,11968.13711868743,11973.294270545723,-5.1571518582932185,-7.344868169605212,2.187716311311993,0.008000360794996206,0.0,0.0,0.0
7,2020-01-13,12069.61,12113.42,12037.24,12113.42,11961.223999999998,0.0,0.0,0.0,11998.455416756891,11995.871997641778,2.583419115113429,-4.958914033603551,7.54233314871698,0.012724115859714839,0.0,0.0,0.0
8,2020-01-14,12161.73,12186.62,12140.27,12179.81,12021.122,0.0,0.0,0.0,12034.333808271362,12023.13564757065,11.198160700711014,-1.2265496143157968,12.424710315026811,0.013200764454432799,0.0,0.0,0.0
9,2020-01-15,12169.92,12169.92,12048.01,12091.88,12076.078,0.0,0.0,0.0,12045.238789238934,12032.621699138575,12.617090100358837,1.8752293039538939,10.741860796404943,0.0013085374241537428,0.0,0.0,0.0
10,2020-01-16,12006.08,12075.54,12006.08,12066.93,12095.338,0.0,0.0,0.0,12049.207757796179,12037.071496629189,12.136261166990153,4.120284444706093,8.015976722284059,-0.0023486735137124275,0.0,0.0,0.0
11,2020-01-17,12080.72,12117.55,12055.91,12090.29,12108.466,0.0,0.0,0.0,12056.512045592786,12043.610228300935,12.90181729185133,6.006189417005366,6.895627874845964,-0.0015010984876201062,0.0,0.0,0.0
12,2020-01-20,12107.56,12151.42,12101.55,12118.71,12109.524,0.0,0.0,0.0,12067.311973346012,12052.408153009466,14.903820336545323,7.88923725033349,7.014583086211832,0.0007585764725351463,0.0,0.0,0.0
13,2020-01-30,11933.23,11933.23,11418.22,11421.74,11957.91,0.0,0.0,0.0,11957.391678241487,11981.576613992063,-24.184935750576187,1.1792963274976345,-25.364232078073822,-0.044838102979534056,0.0,0.0,0.0
14,2020-01-31,11494.03,11594.21,11436.95,11495.1,11838.554,0.0,0.0,0.0,11879.949907978693,11928.951760811779,-49.00185283308565,-9.222929280979663,-39.77892355210599,-0.029011482314478587,0.0,0.0,0.0
15,2020-02-03,11365.9,11365.9,11138.03,11354.92,11696.151999999998,0.0,0.0,0.0,11793.184576058082,11868.903323072513,-75.71874701443085,-22.90727285659458,-52.811474157836265,-0.029174723447506344,0.0,0.0,0.0
16,2020-02-04,11399.46,11581.36,11393.03,11555.92,11589.278,0.0,0.0,0.0,11754.417137705655,11837.13278253824,-82.71564483258408,-35.144505227521236,-47.57113960506284,-0.0028783501439865514,0.0,0.0,0.0
17,2020-02-05,11601.55,11620.42,11512.71,11573.62,11480.259999999998,0.0,0.0,0.0,11725.155464580304,11811.098184209957,-85.94271962965286,-45.49052543902474,-40.45219419062811,0.008132220001986228,0.0,0.0,0.0
18,2020-02-06,11605.11,11749.68,11605.11,11749.68,11545.848,0.0,0.0,0.0,11729.093204447847,11805.176582537635,-76.08337808978831,-51.69856322245151,-24.3848148673368,0.01765413852668079,0.0,0.0,0.0
19,2020-02-07,11712.71,11712.71,11592.09,11612.81,11569.39,11864.09,0.0,0.0,11710.546969055576,11787.03495167169,-76.4879826161141,-56.714274312955396,-19.7737083031587,0.003753006856887016,-0.021179879788504694,0.0,0.0
20,2020-02-10,11514.72,11598.03,11423.34,11574.07,11613.220000000001,11837.769499999999,0.0,0.0,11688.90219276742,11767.3490531855,-78.44686041808018,-61.10125428235637,-17.345606135723806,-0.0033711580423001933,-0.022276113756058424,0.0,0.0
21,2020-02-11,11614.25,11678.58,11614.25,11664.04,11634.844000000001,11815.45,0.0,0.0,11684.977777321432,11757.971645626196,-72.99386830476396,-63.49745794915386,-9.496410355610102,0.0025093589565962303,-0.012814577523496764,0.0,0.0
22,2020-02-12,11693.4,11801.52,11693.4,11774.19,11674.958,11806.4915,0.0,0.0,11699.003522726493,11759.419616838028,-60.41609411153513,-62.87752574781857,2.461431636283436,0.008499559484496644,-0.0027359101558663366,0.0,0.0
23,2020-02-13,11813.5,11854.98,11784.94,11791.78,11683.378,11802.0645,0.0,0.0,11713.540618942294,11762.265471680097,-48.7248527378033,-60.033560901547034,11.30870816374373,0.00927830974911537,-0.0008714153358507533,0.0,0.0
24,2020-02-14,11806.52,11840.79,11788.87,11815.7,11723.956000000002,11801.9945,0.0,0.0,11729.502532671278,11766.900361839567,-37.39782916828881,-55.489246620938296,18.091417452649488,0.007825344960352868,0.0011612867638601278,0.0,0.0
25,2020-02-17,11770.3,11775.56,11724.82,11763.51,11761.844000000001,11791.6385,0.0,0.0,11734.80331959891,11766.60996125417,-31.806641655259227,-50.73836697512823,18.931725319869003,0.00014164445643040816,-0.0023854615285228507,0.0,0.0
26,2020-02-18,11700.91,11717.1,11642.95,11648.98,11758.832,11772.855,0.0,0.0,11721.452966207964,11756.649742723,-35.19677651503662,-47.62251521582608,12.42573870078946,-0.009342084315857287,-0.010522086613654887,0.0,0.0
27,2020-02-19,11655.37,11783.43,11654.16,11758.84,11755.762,11755.126,0.0,0.0,11727.258824272163,11756.833255671423,-29.574431399259993,-44.005902906913214,14.431471507653221,0.00026182905029886787,0.0003159472727046857,0.0,0.0
28,2020-02-20,11785.78,11827.83,11714.15,11725.09,11742.423999999999,11732.39,0.0,0.0,11726.922511880173,11754.199196346855,-27.276684466682127,-40.65487375241304,13.378189285730912,-0.001476185836927616,-0.0006222091151077719,0.0,0.0
29,2020-02-21,11721.16,11755.17,11661.63,11686.35,11716.554,11712.113500000001,0.0,0.0,11720.638736476638,11748.618761190484,-27.980024713846433,-38.1167619144313,10.136737200584868,-0.002577891076164521,-0.0021997310733029465,0.0,0.0
30,2020-02-24,11615.28,11615.28,11512.08,11534.87,11670.826,11685.5105,0.0,0.0,11691.896957740275,11731.18096226656,-39.28400452628557,-38.350441862213145,-0.9335626640724257,-0.01164921831582429,-0.01289122114091631,0.0,0.0
31,2020-02-25,11506.74,11567.09,11415.47,11540.23,11649.076000000001,11658.007500000002,0.0,0.0,11668.451782113623,11715.719094732618,-47.267312618994765,-40.13523006847005,-7.132082550524714,-0.009343745375169786,-0.010102712663377679,0.0,0.0
32,2020-02-26,11468.6,11494.22,11408.06,11433.62,11584.032000000001,11623.753,0.0,0.0,11632.177453962791,11693.03319947661,-60.855745513817965,-44.28196146080888,-16.573784053009085,-0.01298442545738826,-0.01635728150796045,0.0,0.0
33,2020-02-27,11436.96,11470.23,11274.52,11292.17,11497.448,11617.2745,0.0,0.0,11579.68941503251,11660.999734920579,-81.31031988806899,-51.69139017296262,-29.61892971510637,-0.017854222954520015,-0.027984575900311167,0.0,0.0
34,2020-03-02,11184.66,11282.05,11049.85,11170.46,11394.27,11601.0425,0.0,0.0,11516.548638560751,11622.027595427136,-105.47895686638549,-62.4532690483563,-43.02568781802919,-0.019642328995188047,-0.03711584540785886,0.0,0.0
35,2020-03-03,11279.86,11390.24,11279.86,11327.72,11352.84,11599.6825,0.0,0.0,11487.426892979558,11598.770571528918,-111.34367854935954,-72.23452514763925,-39.10915340172029,-0.0022126622061088503,-0.02344568482801158,0.0,0.0
36,2020-03-04,11368.25,11392.35,11297.81,11392.35,11323.264,11591.503999999999,0.0,0.0,11472.769361680457,11582.538956982247,-109.7695953017901,-79.74348861684102,-30.026106684949085,0.006101244305528967,-0.017181031900605707,0.0,0.0
37,2020-03-05,11454.65,11525.32,11454.65,11514.82,11339.503999999999,11588.564,0.0,0.0,11479.25003278293,11577.238134225112,-97.9881014421826,-83.39316919090851,-14.594932251274088,0.015460640959251898,-0.006363514927302519,0.0,0.0
38,2020-03-06,11471.36,11471.36,11310.32,11321.81,11345.431999999999,11567.1705,0.0,0.0,11454.992566541016,11557.32771699544,-102.33515045442437,-87.18219500351005,-15.15295545091432,-0.0020820714451419207,-0.021211799376520013,0.0,0.0
39,2020-03-09,11221.76,11221.76,10977.64,10977.64,11306.867999999999,11535.412,0.0,0.0,11381.461571093872,11512.315952581417,-130.85438148754474,-95.91779346051987,-34.93658802702487,-0.029117523968617942,-0.04835301938066892,0.0,0.0
40,2020-03-10,10907.62,11032.47,10830.22,11003.54,11242.032,11506.8855,0.0,0.0,11323.25807863139,11472.95106487116,-149.6929862397701,-106.67397580986646,-43.019010429903645,-0.02121431428054985,-0.04374298327727337,0.0,0.0
41,2020-03-11,11022.82,11088.23,10885.91,10893.75,11142.312,11468.371,0.0,0.0,11257.120576482832,11428.284558545454,-171.16398206262238,-119.57307439436703,-51.590907668255355,-0.022307937526789764,-0.05010484924144844,0.0,0.0
42,2020-03-12,10845.39,10845.39,10359.67,10422.32,10923.812,11400.7775,0.0,0.0,11128.592147617377,11350.942522435224,-222.3503748178464,-140.12993350639792,-82.22044131144847,-0.04590815001210202,-0.08582375193270814,0.0,0.0
43,2020-03-13,10091.03,10171.2,9636.15,10128.87,10685.224,11317.632,0.0,0.0,10974.689881417458,11257.248580742942,-282.55869932548376,-168.61723766658096,-113.9414616589028,-0.05206760288787576,-0.10503628320836009,0.0,0.0
44,2020-03-16,10069.42,10130.8,9717.77,9717.77,10433.25,11212.7355,0.0,0.0,10781.212432028104,11139.525103375045,-358.312671346941,-206.55797695491765,-151.75469439202334,-0.06857690556633834,-0.13332745608776736,0.0,0.0
45,2020-03-17,9538.64,9677.07,9371.35,9439.63,10120.467999999999,11096.541500000001,0.0,0.0,10574.72016771016,11009.845286734817,-435.12511902465667,-252.27299830486993,-182.85212071978674,-0.06727337115240123,-0.14931783024467596,0.0,0.0
46,2020-03-18,9453.98,9509.61,9218.67,9218.67,9785.452000000001,10975.026,0.0,0.0,10366.015847398328,10873.503690449706,-507.48784305137815,-303.3173901641424,-204.17045288723574,-0.057920880915873996,-0.16003205823840416,0.0,0.0
47,2020-03-19,9085.28,9085.28,8523.63,8681.34,9437.256,10821.151,0.0,0.0,10106.749576084998,10706.979901261295,-600.2303251762969,-362.70130147204827,-237.52902370424863,-0.0800991305099702,-0.1977433823814121,0.0,0.0
48,2020-03-20,8816.86,9264.42,8816.86,9234.09,9258.3,10696.600999999999,0.0,0.0,9972.456839612412,10595.30542563215,-622.8485860197379,-414.73168663467584,-208.11689938506208,-0.0026149509089140694,-0.136726704118439,0.0,0.0
49,2020-03-23,9025.55,9029.52,8750.14,8890.03,9092.752,10556.785,0.0,0.0,9805.890364120623,10466.236826332208,-660.3464622115844,-463.85534286630764,-196.49111934527673,-0.022294900377795385,-0.1578847158486224,0.0,0.0
50,2020-03-24,9083.78,9415.64,9083.78,9285.62,9061.95,10444.3225,0.0,0.0,9725.832799146456,10377.022469103078,-651.1896699566223,-501.32263608523306,-149.86703387138925,0.024682325548033266,-0.11094089635780582,0.0,0.0
51,2020-03-25,9426.43,9722.37,9426.43,9644.75,9147.166000000001,10349.5485,0.0,0.0,9713.356416375877,10321.770076946095,-608.4136605702188,-522.7410366261519,-85.67262394406691,0.05439761342474805,-0.06809944414483401,0.0,0.0
52,2020-03-26,9667.14,9739.73,9565.02,9736.36,9358.170000000002,10264.6855,0.0,0.0,9716.89593478496,10277.659779647724,-560.763844862764,-530.3456538442769,-30.418191018487164,0.04041281575350721,-0.05147020822021279,0.0,0.0
53,2020-03-27,9807.9,9954.86,9691.14,9698.92,9451.136,10185.023000000001,0.0,0.0,9714.130072088667,10234.107628371617,-519.9775562829509,-528.2720222095476,8.294465926596672,0.026217377466581756,-0.04772723635479281,0.0,0.0
54,2020-03-30,9571.22,9655.7,9415.52,9629.43,9599.016,10107.9715,0.0,0.0,9701.097959080385,10188.657167208083,-487.5592081276973,-520.1294213118189,32.5702131841216,0.003168449766101095,-0.047342980735551085,0.0,0.0
55,2020-03-31,9689.62,9789.81,9630.3,9708.06,9683.503999999999,10026.9885,0.0,0.0,9702.16913498677,10152.57254438997,-450.4034094031995,-506.18416675470326,55.78075735150378,0.0025358589204899896,-0.03180700765738387,0.0,0.0
56,2020-04-01,9726.2,9736.0,9663.63,9663.63,9687.279999999999,9940.552500000002,0.0,0.0,9696.239603153923,10115.898323988713,-419.6587208347901,-488.87902577374524,69.22030493895517,-0.0024413457647553946,-0.027857858001353784,0.0,0.0
57,2020-04-06,9707.75,9818.74,9651.52,9818.74,9703.756,9855.7485,0.0,0.0,9715.086985702424,10093.630084057313,-378.54309835488857,-466.8117874494358,88.26868909454726,0.011849432322906757,-0.00375501667884483,0.0,0.0
58,2020-04-07,9928.16,10039.15,9928.16,9996.39,9763.25,9789.4775,0.0,0.0,9758.366641308143,10086.349460298665,-327.982818990522,-439.0459405688575,111.06312157833548,0.02387934345632852,0.021136214879701038,0.0,0.0
59,2020-04-08,10010.64,10149.76,9984.66,10137.47,9864.857999999998,9747.469000000001,11048.990333333333,0.0,9816.692822114372,10090.173936916774,-273.48111480240186,-405.9329246700171,132.45180986761522,0.027634660326585646,0.040010488876650784,-0.08249806596204527,0.0
60,2020-04-09,10173.26,10246.84,10092.36,10119.43,9947.132000000001,9703.263500000001,11015.972833333333,0.0,9863.269520705544,10092.36105236118,-229.09153165563657,-370.5646027057045,141.47307105006792,0.017321374643464955,0.04288933305789329,-0.0813857157145918,0.0
61,2020-04-10,10105.43,10165.12,10103.77,10157.61,10045.928,9666.4565,10983.425833333333,0.0,9908.55410953239,10097.235580140465,-188.68147060807496,-334.1879406080522,145.50646999997724,0.011117141193924613,0.05081008744000455,-0.07518745479457636,0.0
62,2020-04-13,10147.56,10179.4,10080.65,10099.22,10102.024,9650.3015,10952.523500000001,0.0,9937.888111728273,10097.383735709944,-159.4956239816711,-299.24944986871833,139.75382588704724,-0.0002775681388205064,0.046518598408557474,-0.0779093055586689,0.0
63,2020-04-14,10130.65,10344.13,10130.65,10332.94,10169.333999999999,9660.505000000001,10926.733833333334,0.0,9998.666707308284,10114.959934343438,-116.2932270351539,-262.6581823332946,146.36495529814067,0.016088172539126123,0.06960660959235562,-0.05434321384510096,0.0
64,2020-04-15,10366.77,10461.84,10366.77,10447.21,10231.282,9696.976999999999,10903.902333333333,0.0,10067.674695440879,10139.737589372797,-72.06289393191764,-224.53910551083334,152.4762115789157,0.021104686587663197,0.07736771985743601,-0.04188338444092823,0.0
65,2020-04-16,10385.78,10425.29,10317.13,10375.48,10282.491999999998,9743.769499999999,10877.316500000003,0.0,10115.03012862998,10157.309347352162,-42.27921872218212,-188.08711350907993,145.8078947868978,0.009043333075289648,0.0648322499829251,-0.04613605754691453,0.0
66,2020-04-17,10554.55,10710.15,10552.58,10597.04,10370.378,9812.688,10853.523,0.0,10189.186514992569,10190.070774904209,-0.8842599116396741,-150.64653075665254,149.76227084501286,0.02185667677687354,0.07993243033916912,-0.02363131307686899,0.0
67,2020-04-20,10612.45,10637.64,10542.96,10586.71,10467.876,9907.9565,10828.077833333335,0.0,10250.344687092498,10219.609063230464,30.735623862034117,-114.37009050587649,145.1057143679106,0.011352255223504646,0.06850590230185194,-0.022290921532749308,0.0
68,2020-04-21,10544.8,10544.8,10278.95,10288.42,10458.972,9960.673,10796.554666666667,0.0,10256.202485314596,10224.731476355286,31.471008959309984,-85.2018646132831,116.67287357259309,-0.016306765139059525,0.032904101961785046,-0.04706452033587012,0.0
69,2020-04-22,10256.11,10310.85,10140.09,10307.74,10431.078,10031.5585,10766.819,0.0,10264.131399898635,10230.908512311553,33.22288758708237,-61.51691027583999,94.73979786292236,-0.011824089514046366,0.027531265455911023,-0.042638313135941054,0.0
70,2020-04-23,10370.13,10462.7,10294.88,10366.51,10429.284000000001,10085.603,10738.478666666666,0.0,10279.882064985159,10240.995792483678,38.88627250148056,-41.43627107695321,80.32254357843377,-0.0060190133857704175,0.02785227616038437,-0.03463886070019345,0.0
71,2020-04-24,10367.97,10386.93,10324.2,10347.36,10379.348000000002,10120.733499999998,10709.429833333332,0.0,10290.263347786844,10248.905643822392,41.3577039644515,-24.877474324827435,66.23517828927893,-0.003081889151418874,0.022392299925692357,-0.033808506985720285,0.0
