Date,Open,High,Low,close
2020-07-01,11622.64,11736.39,11622.64,11703.42
2020-07-02,11694.1,11805.21,11690.95,11805.14
2020-07-03,11857.9,11933.59,11857.9,11909.16
2020-07-06,11941.84,12116.7,11941.84,12116.7
2020-07-07,12176.79,12249.95,12028.57,12092.97
2020-07-08,12086.13,12190.27,12083.84,12170.19
2020-07-09,12222.9,12273.43,12181.34,12192.69
2020-07-10,12250.44,12253.58,12030.2,12073.68
2020-07-13,12109.61,12216.24,12109.61,12211.56
2020-07-14,12202.89,12228.31,12143.91,12209.01
2020-07-15,12233.99,12320.48,12162.52,12202.85
2020-07-16,12173.04,12220.93,12107.04,12157.74
2020-07-17,12195.72,12266.93,12144.62,12181.56
2020-07-20,12205.25,12221.33,12065.8,12174.54
2020-07-21,12242.32,12450.16,12242.32,12397.55
2020-07-22,12389.76,12486.95,12389.4,12473.27
2020-07-23,12423.02,12429.76,12347.86,12413.04
2020-07-24,12467.43,12502.84,12266.55,12304.04
2020-07-27,12618.69,12686.36,12586.91,12588.3
2020-07-28,12951.72,13031.7,12533.19,12586.73
2020-07-29,12530.74,12660.87,12488.01,12540.97
2020-07-30,12691.86,12769.47,12616.83,12722.92
2020-07-31,12653.46,12733.48,12635.71,12664.8
