Date,Open,High,Low,close
2020-01-02,12026.5,12110.74,12026.23,12100.48
2020-01-03,12167.44,12197.64,12023.6,12110.43
2020-01-06,12035.71,12040.08,11953.36,11953.36
2020-01-07,11961.97,11986.03,11822.4,11880.32
2020-01-08,11818.76,11899.67,11777.45,11817.1
2020-01-09,11889.46,11992.55,11889.46,11970.63
2020-01-10,12009.27,12038.21,11959.06,12024.65
2020-01-13,12069.61,12113.42,12037.24,12113.42
2020-01-14,12161.73,12186.62,12140.27,12179.81
2020-01-15,12169.92,12169.92,12048.01,12091.88
2020-01-16,12006.08,12075.54,12006.08,12066.93
2020-01-17,12080.72,12117.55,12055.91,12090.29
2020-01-20,12107.56,12151.42,12101.55,12118.71
2020-01-30,11933.23,11933.23,11418.22,11421.74
2020-01-31,11494.03,11594.21,11436.95,11495.1
