Date,Open,High,Low,close
2020-12-01,13810.55,13885.67,13749.71,13885.67
2020-12-02,13970.51,13995.7,13894.7,13989.14
2020-12-03,13988.49,14049.58,13940.07,13977.09
2020-12-04,14010.17,14149.56,14010.17,14132.44
2020-12-07,14230.0,14306.87,14142.02,14256.6
2020-12-08,14251.94,14367.0,14184.58,14360.4
2020-12-09,14336.69,14427.41,14336.69,14390.14
2020-12-10,14295.15,14319.38,14191.85,14249.49
2020-12-11,14298.59,14353.17,14081.42,14261.69
2020-12-14,14238.92,14270.34,14182.25,14211.05
2020-12-15,14206.33,14256.55,14053.35,14068.52
2020-12-16,14145.24,14339.5,14145.24,14304.46
2020-12-17,14326.16,14338.4,14213.49,14258.93
2020-12-18,14268.13,14329.12,14245.6,14249.96
2020-12-21,14273.79,14384.96,14166.89,14384.96
2020-12-22,14348.11,14411.93,14175.69,14177.46
2020-12-23,14180.7,14247.79,14134.87,14223.09
2020-12-24,14256.29,14324.42,14256.29,14280.28
2020-12-25,14306.98,14400.83,14296.97,14331.42
2020-12-28,14363.45,14483.07,14363.45,14483.07
2020-12-29,14500.91,14547.07,14435.03,14472.05
2020-12-30,14485.97,14695.44,14476.69,14687.7
2020-12-31,14704.53,14760.06,14646.33,14732.53
