Date,Open,High,Low,close
2020-10-05,12567.88,12637.62,12519.12,12548.28
2020-10-06,12644.09,12706.39,12644.09,12704.23
2020-10-07,12667.51,12774.36,12619.81,12746.37
2020-10-08,12832.54,12887.19,12818.01,12887.19
2020-10-12,12959.15,12997.79,12898.89,12955.91
2020-10-13,12988.44,12994.66,12857.1,12947.13
2020-10-14,12927.09,12960.0,12895.79,12919.31
2020-10-15,12892.29,12909.11,12786.26,12827.82
2020-10-16,12814.16,12896.3,12750.37,12750.37
2020-10-19,12803.32,12911.41,12803.32,12908.34
2020-10-20,12889.99,12917.75,12862.37,12862.37
2020-10-21,12889.88,12942.12,12846.42,12877.25
2020-10-22,12854.97,12917.03,12827.4,12917.03
2020-10-23,12945.12,12963.26,12875.23,12898.82
2020-10-26,12923.55,12971.58,12894.18,12909.03
2020-10-27,12867.77,12884.32,12821.07,12875.01
2020-10-28,12853.76,12879.98,12761.33,12793.75
2020-10-29,12687.64,12699.82,12583.37,12662.91
2020-10-30,12651.35,12656.29,12546.34,12546.34
