Date,Open,High,Low,close
2021-08-02,17256.61,17503.28,17231.22,17503.28
2021-08-03,17489.12,17553.76,17456.2,17553.76
2021-08-04,17588.64,17636.11,17557.18,17623.89
2021-08-05,17624.82,17643.97,17566.72,17603.12
2021-08-06,17593.85,17593.85,17469.68,17526.28
2021-08-09,17505.01,17510.09,17350.15,17485.15
2021-08-10,17492.45,17524.91,17305.06,17323.64
2021-08-11,17308.62,17327.2,17090.25,17227.18
2021-08-12,17221.35,17233.11,17139.21,17219.94
2021-08-13,17216.34,17216.34,16978.11,16982.11
2021-08-16,16941.33,16983.59,16773.57,16858.77
2021-08-17,16841.62,16870.55,16657.63,16661.36
2021-08-18,16630.99,16826.27,16418.54,16826.27
2021-08-19,16777.78,16777.78,16375.4,16375.4
2021-08-20,16426.98,16507.11,16248.08,16341.94
2021-08-23,16459.13,16785.29,16459.13,16741.84
2021-08-24,16830.63,16904.3,16779.9,16818.73
2021-08-25,16821.08,17045.86,16821.08,17045.86
2021-08-26,17177.39,17201.42,16984.69,17066.96
2021-08-27,17061.1,17229.89,17000.26,17209.93
2021-08-30,17244.62,17396.52,17244.62,17396.52
2021-08-31,17384.61,17490.29,17207.57,17490.29
